ID_kit_api_20E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,ID_strains,ID_reference,manual_annotation,created_20E,modify_in_pgsql_20E,ID_tbl_api_20E,last_change
6059,+,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,+,+,,,,,,,144873,48602,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6060,+,-,+,-,+,-,+,-,,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,141536,44584,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6061,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,,,,,,,141539,44587,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6062,+,+,+,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,+,,,,,,,145150,48931,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6063,+,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,+,-,,,,,,,145307,49117,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6064,+,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,145416,49233,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6065,+,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,,,,,,,145512,49350,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6066,+,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,+,-,,,,,,,137703,49536,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6067,+,-,-,-,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4942,49576,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6068,+,-,+,+,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,,,,,,,,145807,49693,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6069,+,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,+,-,,,,,,,145831,49726,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6070,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,145843,49738,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6071,+,-,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,+,-,,,,,,,145877,49775,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6072,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,+,-,,,,,,,145879,49777,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6073,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,+,+,-,,,,,,,145884,49782,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6074,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,+,+,+,-,,,,,,,145917,49815,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6075,+,-,-,-,+,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,,,,,,,145923,49821,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6076,+,+,-,-,+,-,-,-,-,+,-,+,+,-,+,-,+,-,+,+,-,,,,,,,145925,49823,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6077,+,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,+,-,,,,,,,145930,49828,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6078,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,,,,,,,145950,49848,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6079,+,+,+,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5128,49870,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6080,+,-,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+,+,-,,,,,,,145990,49903,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,10460,49906,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6082,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,+,+,+,,,,,,,238,49964,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6083,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,,,,,,,146055,49989,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6084,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,146074,50008,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6085,-,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,,,,,,,146083,50017,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6086,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,146088,50022,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6087,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,146089,50023,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6088,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,+,-,+,-,+,,,,,,,146094,50028,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6089,+,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,+,,,,,,,135907,50030,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6090,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,251,50035,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6091,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,146118,50057,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6092,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,146119,50058,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6093,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,146123,50062,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6094,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,-,-,-,-,,,,,,,146187,50141,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6095,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,-,-,,,,,,,4586,50172,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6096,-,-,-,-,-,-,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,,,,,,,146233,50213,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6097,+,-,-,-,-,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,,,,,,,141564,44616,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6098,-,-,+,+,-,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,146316,50314,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6099,-,-,-,+,-,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,138812,50317,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6100,-,-,-,-,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,-,-,,,,,,,146521,50553,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6101,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,146555,50588,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6102,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+,+,-,,,,,,,146618,50661,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6103,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,-,+,+,+,+,-,,,,,,,146619,50662,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6104,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,,,,,,,146620,50663,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6105,+,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,4954,50664,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6106,+,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,138008,50665,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6107,+,-,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,146621,50666,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6108,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,5120,50749,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6109,+,-,+,+,+,-,-,-,-,+,+,+,,+,+,-,-,+,+,-,-,,,,,,,141182,44103,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6110,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,+,-,,,,,,,137262,50816,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6111,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,147075,51196,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6112,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,147196,51339,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6113,+,-,-,+,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,,,,,,,,147217,51365,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6114,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,147329,51486,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6115,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,147381,51551,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6116,+,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,-,,,,,,,147547,51734,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6117,+,+,-,+,-,-,-,-,+,-,-,+,+,-,+,+,+,-,+,+,-,,,,,,,147561,51749,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6118,-,+,+,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,148002,52235,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6119,+,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,+,-,-,-,+,,,,,,,148028,52266,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6120,+,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,+,-,-,-,+,,,,,,,148029,52267,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6121,+,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,148142,52390,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6122,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,148144,52392,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6123,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,148145,52393,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6124,-,-,+,-,-,+,-,-,+,-,-,+,+,-,+,-,-,+,-,+,-,,,,,,,148287,52559,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6125,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,+,,,,,,,148390,52678,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6126,-,-,-,+,-,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,,,,,,,149015,53352,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6127,+,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,-,,,,,,,149039,53378,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6128,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,17287,53681,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6129,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,+,,,,,,,149306,53682,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6130,+,-,+,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,,,,,,,149332,53717,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6131,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,149513,53933,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6132,-,+,+,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,149514,53934,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6133,+,+,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,,,,,,,141618,44693,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6134,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,+,,,,,,,149725,54166,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6135,+,+,-,+,-,+,-,,-,,-,+,+,-,+,+,-,+,,+,-,,,,,,,141619,44694,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,149735,54176,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6137,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,-,-,+,+,+,,,,,,,149797,54250,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6138,+,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,+,,,,,,,149840,54309,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6139,+,-,-,+,-,-,+,-,+,+,-,+,+,+,+,-,+,-,+,+,-,,,,,,,149890,54361,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6140,-,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,150025,54518,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6141,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,-,-,+,+,+,,,,,,,150094,54597,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6142,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,,,,,,,150236,54756,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6143,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,150319,54862,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6144,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,+,-,-,,,,,,,4967,44197,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6145,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,,,,,,,150617,55207,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6146,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,+,+,,,,,,,150654,55246,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6147,+,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,-,-,+,-,+,,,,,,,150671,55266,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6148,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,-,+,+,,,,,,,150766,55374,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6149,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+,,,,,,,150828,55444,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6150,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150831,55447,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6151,+,+,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150832,55448,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6152,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150833,55449,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6153,-,-,+,+,-,-,-,-,+,+,-,+,+,-,-,-,+,-,+,-,+,,,,,,,150835,55451,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6154,-,-,+,+,-,-,-,-,+,+,-,+,+,-,-,-,+,-,+,-,+,,,,,,,150836,55452,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6155,-,-,+,+,-,-,-,-,+,+,-,+,+,-,-,-,+,-,-,-,+,,,,,,,150837,55453,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6156,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150838,55454,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6157,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150843,55459,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6158,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150844,55460,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6159,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150845,55461,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6160,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150846,55462,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6161,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150847,55463,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6162,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150851,55467,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6163,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,150852,55468,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6164,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150854,55470,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6165,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,,,,,,,150871,55488,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6166,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150901,55518,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6167,-,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,+,,,,,,,150902,55519,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6168,-,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,150944,55567,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6169,+,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,+,-,,,,,,,4939,44201,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6170,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,-,,,,,,,141256,44202,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6171,+,+,-,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,+,,,,,,,151010,55641,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6172,+,-,+,+,+,-,-,-,+,+,+,+,+,-,+,-,+,-,+,-,+,,,,,,,151014,55645,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6173,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,-,+,,,,,,,151015,55646,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6174,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151016,55647,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6175,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,+,-,+,-,+,,,,,,,151079,55734,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6176,-,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,-,+,+,+,,,,,,,151146,55815,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6177,-,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,+,+,,,,,,,151147,55816,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6178,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,-,+,,,,,,,151148,55817,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6179,-,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,+,+,,,,,,,151149,55818,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6180,+,+,-,-,-,-,-,-,+,-,-,+,+,-,-,+,+,-,-,+,+,,,,,,,151272,55960,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6181,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151285,55973,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6182,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151286,55974,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6183,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151288,55976,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6184,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151310,56002,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6185,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151339,56031,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6186,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,151360,56058,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6187,+,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,151361,56059,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6188,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,,,,,,,151363,56061,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6189,+,-,-,+,-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,141652,44745,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6190,+,+,-,+,+,-,-,-,+,+,-,+,+,+,+,+,-,-,+,+,-,,,,,,,141653,44746,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6191,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,151598,56305,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6192,+,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151680,56407,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6193,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,151687,56414,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6194,+,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,+,,,,,,,151700,56427,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6195,+,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,,,,,,,151761,56494,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6196,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,151874,56638,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
6197,+,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,,,,,,,151964,56754,1,2019-11-19 09:48:55,2019-11-19 09:48:55,,2019-11-19 09:48:55
