ID_kit_api_20E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,ID_strains,ID_reference,manual_annotation,created_20E,modify_in_pgsql_20E,ID_tbl_api_20E,last_change
625,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,13242,20056,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
626,-,+,+,+,+,-,-,-,-,-,-,,,,,,,,,,,,,,,,,10742,20062,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
627,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,13238,20071,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
628,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,13240,20075,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
629,-,-,-,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,13241,20077,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
630,-,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,13433,20082,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
631,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16580,20083,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
632,+,+,-,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,7862,20100,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
633,+,+,+,+,+,-,+,-,-,-,-,,,,,,,,,,,,,,,,,7864,20101,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
634,-,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,7865,20102,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
635,-,+,+,-,+,-,-,-,-,-,+,,,,,,,,,,,,,,,,,13223,20189,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
636,-,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,7816,20192,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
637,-,-,-,-,-,-,+,-,-,-,-,,,,,,,,,,,,,,,,,7338,20193,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
638,-,-,-,-,+,-,-,-,+,+,+,,,,,,,,,,,,,,,,,16214,20195,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
639,+,+,-,-,+,-,-,-,-,+,+,,,,,,,,,,,,,,,,,5835,20196,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
640,+,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,3902,20197,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
641,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,,,,,,,,3134,20198,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
642,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,7483,20201,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
643,-,-,-,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,7893,20202,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
644,-,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,12662,20203,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
645,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,1846,20209,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
646,+,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,1847,20210,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
647,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,3245,20211,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
648,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,2360,20213,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
649,-,+,-,-,-,+,-,+,-,+,-,,,,,,,,,,,,,,,,,15249,20214,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
7572,+,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4358,9102,1,2018-04-23 00:00:00,2018-04-25 14:35:03,1481.0,2019-11-20 07:22:43
7571,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,-,+/-,-,-,-,-,,,,,,,131822,23617,1,2018-04-10 00:00:00,2018-04-20 10:55:03,1480.0,2019-11-20 07:22:43
7570,-,-,-,-,+,-,+,+,-,+,+,+,+,+,-,+/-,-,-,+/-,-,-,,,,,,,5077,573,1,2018-04-11 00:00:00,2018-04-20 09:15:04,1479.0,2019-11-20 07:22:43
7569,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,13205,11958,1,2018-01-26 00:00:00,2018-04-10 16:30:04,1478.0,2019-11-20 07:22:43
7568,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,13315,10858,1,2017-11-30 00:00:00,2018-04-06 13:20:03,1477.0,2019-11-20 07:22:43
7567,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,+,+,+,+,+,-,,,,,,,132585,24374,1,2018-03-29 00:00:00,2018-03-29 09:30:03,1476.0,2019-11-20 07:22:43
7566,+,-,+,-,+,-,-,-,-,+/-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,132730,24520,1,2018-03-21 00:00:00,2018-03-22 10:35:03,1474.0,2019-11-20 07:22:43
7565,+,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,,,,,,,5162,9147,1,2018-03-07 00:00:00,2018-03-19 14:15:03,1473.0,2019-11-20 07:22:43
7564,+,+,-,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+/-,-,+,-,,,,,,,4335,12513,1,2018-03-07 00:00:00,2018-03-19 14:00:03,1472.0,2019-11-20 07:22:43
7563,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,,,,,,,17278,4299,1,2018-03-07 00:00:00,2018-03-19 08:05:03,1471.0,2019-11-20 07:22:43
7562,+,-,+/-,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4948,959,1,2018-03-13 00:00:00,2018-03-15 12:35:03,1470.0,2019-11-20 07:22:43
7561,+,-,-,-,+,-,+,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,132370,24159,1,2018-03-15 00:00:00,2018-03-15 10:50:03,1469.0,2019-11-20 07:22:43
7560,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,17268,4177,1,2018-02-27 00:00:00,2018-03-14 10:05:03,1468.0,2019-11-20 07:22:43
7559,-,-,+,+,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,+,,,,,,,17271,18097,1,2018-02-23 00:00:00,2018-03-14 09:50:04,1467.0,2019-11-20 07:22:43
7558,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,+,,,,,,,17329,8230,1,2018-03-07 00:00:00,2018-03-14 09:10:03,1466.0,2019-11-20 07:22:43
7557,-,-,-,-,-,-,+/-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,10865,10724,1,2018-02-14 00:00:00,2018-03-02 16:25:03,1465.0,2019-11-20 07:22:43
7556,-,-,+,+,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,+,,,,,,,17271,18097,1,2018-02-23 00:00:00,2018-02-27 13:20:04,1463.0,2019-11-20 07:22:43
7555,+,+,-,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,130318,21585,1,2018-02-22 00:00:00,2018-02-22 09:40:03,1462.0,2019-11-20 07:22:43
7554,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,,+,,,,,,13300,11602,1,2018-02-02 00:00:00,2018-02-16 15:55:03,1461.0,2019-11-20 07:22:43
7553,+,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,+,,,,,,,17240,18146,1,2018-02-09 00:00:00,2018-02-09 10:25:03,1459.0,2019-11-20 07:22:43
7552,+,-,+,+,+,-,+,-,+,+,+,+/-,+/-,-,-,-,+,-,-,-,+,,,,,,,139869,42477,1,2017-12-08 00:00:00,2018-02-02 09:55:04,1458.0,2019-11-20 07:22:43
7551,+,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+,+,-,,,,,,,14015,7451,1,2018-02-01 00:00:00,2018-02-01 13:40:04,1457.0,2019-11-20 07:22:43
7550,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,-,,,,,,,5069,5020,1,2018-01-30 00:00:00,2018-01-31 10:00:04,1456.0,2019-11-20 07:22:43
7549,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,5117,6727,1,2018-01-24 00:00:00,2018-01-25 10:30:03,1455.0,2019-11-20 07:22:43
7548,+,+,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,,,,,,,5012,16499,1,2018-01-18 00:00:00,2018-01-18 14:25:03,1454.0,2019-11-20 07:22:43
7547,+,-,+,-,+,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4953,3559,1,2018-01-16 00:00:00,2018-01-18 10:20:03,1453.0,2019-11-20 07:22:43
7546,-,+,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,-,+,+,+,-,,,,,131713,23509,1,2018-01-11 00:00:00,2018-01-16 07:50:04,1452.0,2019-11-20 07:22:43
7545,-,-,-,-,-,-,+/-,-,-,+,-,-,-,-,-,-,-,-,-,-,,-,,,,,,157913,64486,1,2017-11-30 00:00:00,2018-01-05 15:40:05,1450.0,2019-11-20 07:22:43
7544,-,-,-,-,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,5095,9111,1,2018-01-05 00:00:00,2018-01-05 08:50:05,1448.0,2019-11-20 07:22:43
7543,+,-,-,+,-,-,+,-,-,+,-,+,+,+,+,-,+,-,+,+,-,,,,,,,5217,4877,1,2017-12-14 00:00:00,2017-12-19 10:35:04,1447.0,2019-11-20 07:22:43
7542,-,-,-,+,+,+,+,+,+/-,-,+,+,-,-,-,-,-,-,-,-,-,,,,,,,5058,1692,1,2017-12-14 00:00:00,2017-12-19 09:50:03,1446.0,2019-11-20 07:22:43
7541,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,-,-,-,-,-,,,,,,,131935,23727,1,2017-12-14 00:00:00,2017-12-15 11:40:05,1445.0,2019-11-20 07:22:43
7540,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,,,,,,,5012,16499,1,2017-12-14 00:00:00,2017-12-14 15:45:04,1444.0,2019-11-20 07:22:43
7539,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,,,,,,,5151,1721,1,2017-12-14 00:00:00,2017-12-14 13:25:04,1443.0,2019-11-20 07:22:43
7538,+,-,+,+,+,-,+,-,+,-,+,+,+,+,+,+,+,+,+,+,+,,,,,,,5102,3169,1,2017-12-09 00:00:00,2017-12-12 14:30:04,1442.0,2019-11-20 07:22:43
7537,-,-,-,+,+/-,-,+,+,+,+,-,+,-,-,+,-,-,-,-,-,-,,,,,,,4986,9174,1,2017-12-08 00:00:00,2017-12-11 15:25:04,1441.0,2019-11-20 07:22:43
7536,+/-,-,+,-,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4942,2763,1,2017-11-21 00:00:00,2017-12-11 14:10:04,1440.0,2019-11-20 07:22:43
7535,-,+,+,-,+,-,-,-,+,-,+,+,+,-,+,-,-,-,-,-,+,,,,,,,17275,9192,1,2017-12-07 00:00:00,2017-12-07 14:10:06,1439.0,2019-11-20 07:22:43
7534,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,,+,,,,,,10875,11427,1,2017-10-11 00:00:00,2017-12-01 16:35:04,1438.0,2019-11-20 07:22:43
7533,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,10866,10729,1,2017-10-05 00:00:00,2017-12-01 16:30:04,1437.0,2019-11-20 07:22:43
7532,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,+,,,,,,131827,23621,1,2017-10-18 00:00:00,2017-11-27 12:00:03,1436.0,2019-11-20 07:22:43
7531,+,+,-,-,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,132178,23967,1,2017-11-22 00:00:00,2017-11-23 09:50:04,1435.0,2019-11-20 07:22:43
7530,+,+,-,+,+,-,-,-,+,-,-,+,+,+/-,+,+,-,+,+,+,-,,,,,,,4345,7116,1,2017-11-22 00:00:00,2017-11-23 09:30:06,1434.0,2019-11-20 07:22:43
7529,+,-,-,-,+,-,-,-,-,+,+,+,+,-,-,+,+,+,+,+,+/-,,,,,,,4382,7843,1,2017-09-20 00:00:00,2017-11-23 08:45:03,1433.0,2019-11-20 07:22:43
7528,+/-,-,-,+,+,-,-,-,+,-,-,+,+,-,-,+,+,+,+,+,-,,,,,,,4973,1801,1,2017-11-14 00:00:00,2017-11-21 08:15:03,1432.0,2019-11-20 07:22:43
7527,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,,,,,,,5133,1777,1,2017-11-17 00:00:00,2017-11-17 11:15:04,1431.0,2019-11-20 07:22:43
7526,-,-,-,-,-,+,+,+,+,-,-,+/-,-,-,-,-,+,-,-,-,-,,,,,,,5073,9141,1,2017-10-31 00:00:00,2017-11-17 11:10:04,1430.0,2019-11-20 07:22:43
7525,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,+,+,+,+,+,-,,,,,,,132220,24009,1,2017-11-09 00:00:00,2017-11-09 15:15:03,1428.0,2019-11-20 07:22:43
7524,+,-,+,+,+,-,-,-,-,+,-,+,+,-,-,+,-,-,+,+,-,,,,,,,132219,24008,1,2017-10-26 00:00:00,2017-10-26 11:50:03,1427.0,2019-11-20 07:22:43
7523,+,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,23930,20616,1,2017-09-14 00:00:00,2017-10-20 10:05:04,1426.0,2019-11-20 07:22:43
7522,+,-,-,-,+,-,-,+/-,-,+,+,+,+,+,-,+,+,+,+,+,-,,,,,,,131542,22769,1,2017-10-10 00:00:00,2017-10-12 13:25:03,1425.0,2019-11-20 07:22:43
7521,-,-,-,-,-,+,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,,,,,,,132425,24214,1,2017-10-10 00:00:00,2017-10-12 13:10:03,1424.0,2019-11-20 07:22:43
7520,-,-,+,+,+,-,-,-,+,-,+,+,+,-,-,-,+,+,+,-,+,,,,,,,17263,8215,1,2017-10-12 00:00:00,2017-10-12 09:30:03,1423.0,2019-11-20 07:22:43
7519,+,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,+,-,,,,,,,4687,3364,1,2017-10-06 00:00:00,2017-10-06 07:50:03,1422.0,2019-11-20 07:22:43
7518,+,-,-,-,+,-,-,-,+,+,+,+,+,-,-,+,+,+,+,+,-,,,,,,,4348,9184,1,2017-09-22 00:00:00,2017-09-22 11:10:03,1421.0,2019-11-20 07:22:43
7517,+,-,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,+,,,,,,,130941,22233,1,2017-09-20 00:00:00,2017-09-21 15:45:03,1420.0,2019-11-20 07:22:43
7516,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,+,+,+,+,-,,,,,,,4380,7841,1,2017-09-20 00:00:00,2017-09-21 09:10:03,1419.0,2019-11-20 07:22:43
7515,-,+,-,+,+,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,,,,,,,4372,6567,1,2017-09-20 00:00:00,2017-09-21 08:55:03,1418.0,2019-11-20 07:22:43
7514,-,+,-,-,-,-,-,-,-,-,+,+/-,-,-,-,-,+/-,-,+/-,-,-,,,,,,,624,2032,1,2017-09-13 00:00:00,2017-09-18 08:45:03,1417.0,2019-11-20 07:22:43
7513,-,-,-,+,+,+,+,+,-,+,-,+,-,-,-,-,+,-,-,-,-,,,,,,,131879,23671,1,2017-09-05 00:00:00,2017-09-12 09:35:03,1416.0,2019-11-20 07:22:43
7512,-,-,-,+,+,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,,,,,,,131878,23670,1,2017-09-05 00:00:00,2017-09-12 09:25:03,1415.0,2019-11-20 07:22:43
7511,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,131929,23721,1,2017-09-05 00:00:00,2017-09-08 11:50:03,1414.0,2019-11-20 07:22:43
7510,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,17336,8124,1,2017-09-07 00:00:00,2017-09-07 09:15:03,1413.0,2019-11-20 07:22:43
7509,-,-,+,+,+,+,-,-,-,+,-,+,+,-,+,-,-,+,-,+,-,,,,,,,5106,2182,1,2017-08-22 00:00:00,2017-09-06 08:20:03,1412.0,2019-11-20 07:22:43
7508,+,-,-,-,+,+,-,+,-,+,-,+,+,+/-,+,+,+,+,-,+,-,,,,,,,4326,17656,1,2017-08-25 00:00:00,2017-08-25 12:00:03,1409.0,2019-11-20 07:22:43
7507,-,+,+/-,-,+,-,+/-,+,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,,,,,24358,21107,1,2017-08-24 00:00:00,2017-08-25 08:15:03,1407.0,2019-11-20 07:22:43
7506,+,-,-,+,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,+,-,,,,,,,4927,1719,1,2017-08-17 00:00:00,2017-08-22 11:40:03,1405.0,2019-11-20 07:22:43
7505,+,-,+,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,130306,21614,1,2017-08-18 00:00:00,2017-08-18 09:00:03,1404.0,2019-11-20 07:22:43
7504,-,-,-,+,+,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,5057,446,1,2017-08-17 00:00:00,2017-08-17 12:50:03,1403.0,2019-11-20 07:22:43
7503,+,+,+,+,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,,,,,,,5223,7565,1,2017-08-17 00:00:00,2017-08-17 12:50:03,1402.0,2019-11-20 07:22:43
7502,+,+,+,+,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,,,,,,,5223,7565,1,2017-08-03 00:00:00,2017-08-03 15:00:02,1401.0,2019-11-20 07:22:43
7501,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,+,+,-,,,,,17248,254,1,2017-07-27 00:00:00,2017-07-27 09:50:03,1400.0,2019-11-20 07:22:43
7500,+,+,-,+,+,-,-,-,-,+,+,+,+,+,-,+,+,+,+,+,-,,,,,,,5236,1698,1,2017-07-20 00:00:00,2017-07-20 15:40:03,1399.0,2019-11-20 07:22:43
7499,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,132952,24740,1,2017-06-23 00:00:00,2017-07-12 13:35:03,1397.0,2019-11-20 07:22:43
7498,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,-,+,,,,,,,132730,24520,1,2017-07-05 00:00:00,2017-07-07 07:45:03,1395.0,2019-11-20 07:22:43
7497,+,-,+,+,+,-,-,-,-,+,+,+,+,+/-,+,-,+,+,+,+/-,,+,,,,,,5165,9144,1,2017-06-21 00:00:00,2017-06-27 09:45:03,1390.0,2019-11-20 07:22:43
7496,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,132998,24786,1,2017-06-22 00:00:00,2017-06-22 11:30:03,1376.0,2019-11-20 07:22:43
7495,+,-,-,-,+,-,-,-,+,+,+,+,-,-,-,+,+,+,+,+,-,,,,,,,132926,24714,1,2017-06-22 00:00:00,2017-06-22 11:25:03,1375.0,2019-11-20 07:22:43
7494,+,-,+,+,+,-,-,-,-,+,+,+,+,-,+,-,+,+,+,-,,+,,,,,,5165,9144,1,2017-06-15 00:00:00,2017-06-15 16:50:03,1364.0,2019-11-20 07:22:43
7493,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,5120,8111,1,2017-06-15 00:00:00,2017-06-15 12:05:02,1360.0,2019-11-20 07:22:43
7492,+,-,-,-,+,-,-,-,-,+,+,+,+,+,-,+,+,+,+,+,-,,,,,,,158290,64950,1,2017-06-09 00:00:00,2017-06-09 11:55:03,1359.0,2019-11-20 07:22:43
7491,-,+,+,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5123,3518,1,2017-06-02 00:00:00,2017-06-06 12:10:04,1358.0,2019-11-20 07:22:43
7490,-,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4966,6208,1,2017-06-02 00:00:00,2017-06-06 12:10:04,1357.0,2019-11-20 07:22:43
7489,+,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,-,,,,,,,132730,24520,1,2017-05-16 00:00:00,2017-05-29 10:30:03,1356.0,2019-11-20 07:22:43
7488,+,-,+,+,+,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,,,,,,,5137,840,1,2017-05-18 00:00:00,2017-05-18 15:25:03,1354.0,2019-11-20 07:22:43
7487,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,,,,,,,23529,20257,1,2017-05-12 00:00:00,2017-05-12 09:25:03,1353.0,2019-11-20 07:22:43
7486,+,+,-,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4384,18181,1,2017-05-12 00:00:00,2017-05-12 09:25:03,1352.0,2019-11-20 07:22:43
7485,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2017-05-12 00:00:00,2017-05-12 07:45:03,1351.0,2019-11-20 07:22:43
7484,+,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,+,-,+,+,-,,,,,,,4374,7028,1,2017-05-05 00:00:00,2017-05-05 12:45:03,1350.0,2019-11-20 07:22:43
7483,-,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,17266,994,1,2017-05-05 00:00:00,2017-05-05 11:20:03,1349.0,2019-11-20 07:22:43
7482,+,-,+,-,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,-,-,,,,,,,158282,64942,1,2017-04-21 00:00:00,2017-04-21 09:10:03,1348.0,2019-11-20 07:22:43
7481,+,+,-,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,132729,24519,1,2017-04-21 00:00:00,2017-04-21 09:05:02,1347.0,2019-11-20 07:22:43
7480,+,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,,,,,,,140080,42687,1,2017-04-21 00:00:00,2017-04-21 09:05:02,1346.0,2019-11-20 07:22:43
7479,+,-,-,-,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,+,-,,,,,,,5162,9147,1,2017-04-12 00:00:00,2017-04-12 13:40:03,1345.0,2019-11-20 07:22:43
7478,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,-,,,,,,,5171,1822,1,2017-04-03 00:00:00,2017-04-03 12:55:03,1344.0,2019-11-20 07:22:43
7477,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4419,321,1,2017-03-22 00:00:00,2017-03-24 03:10:05,1343.0,2019-11-20 07:22:43
7476,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4419,321,1,2017-03-22 00:00:00,2017-03-23 22:05:09,1342.0,2019-11-20 07:22:43
7474,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,,,,,,,5206,7242,1,2017-03-17 00:00:00,2017-03-20 13:20:05,1340.0,2019-11-20 07:22:43
7473,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,,,,,,,4273,81,1,2017-03-17 00:00:00,2017-03-20 13:20:05,1339.0,2019-11-20 07:22:43
7472,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,,,,,,,,4273,81,1,2017-03-17 00:00:00,2017-03-20 13:15:05,1338.0,2019-11-20 07:22:43
7471,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5118,6956,1,2017-03-16 00:00:00,2017-03-16 13:15:05,1337.0,2019-11-20 07:22:43
7470,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,5110,3562,1,2017-03-16 00:00:00,2017-03-16 13:15:05,1336.0,2019-11-20 07:22:43
7469,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,14292,16445,1,2017-03-01 00:00:00,2017-03-01 13:00:04,1335.0,2019-11-20 07:22:43
7468,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,+,,,,,,130954,22246,1,2017-02-16 00:00:00,2017-02-27 08:40:05,1334.0,2019-11-20 07:22:43
7467,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,17224,3757,1,2017-02-17 00:00:00,2017-02-17 12:40:05,1333.0,2019-11-20 07:22:43
7466,+,-,+,+,-,-,-,-,+,+/-,-,+,+,-,+,+,+,+,-,+,,+,,,,,,130954,22246,1,2014-04-09 00:00:00,2017-02-09 12:40:05,1332.0,2019-11-20 07:22:43
7465,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,,+,,,,,,130954,22246,1,2017-01-25 00:00:00,2017-02-09 11:55:05,1331.0,2019-11-20 07:22:43
7464,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,157896,64469,1,2017-01-30 00:00:00,2017-01-30 13:30:05,1329.0,2019-11-20 07:22:43
7463,-,+,+,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,,,,,,,23011,19311,1,2017-01-27 00:00:00,2017-01-27 07:40:05,1328.0,2019-11-20 07:22:43
7618,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,157849,64422,1,2018-06-12 00:00:00,2018-07-19 15:40:03,1536.0,2019-11-20 07:22:43
7462,-,-,+,-,+,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,17256,993,1,2017-01-26 00:00:00,2017-01-26 16:35:05,1327.0,2019-11-20 07:22:43
