ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
33073,1,Risk group (German classification),,,,9564,13662,1,2019-11-08 07:29:11
33072,1,Risk group (German classification),,,,9563,13661,1,2019-11-08 07:29:11
33071,1,Risk group (German classification),,,,9562,13660,1,2019-11-08 07:29:11
33070,1,Risk group (German classification),,,,9561,13659,1,2019-11-08 07:29:11
33069,1,Risk group (German classification),,,,9560,13658,1,2019-11-08 07:29:11
33068,1,Risk group (German classification),,,,9559,13657,1,2019-11-08 07:29:11
33067,1,Risk group (German classification),,,,9558,13656,1,2019-11-08 07:29:11
33066,1,Risk group (German classification),,,,9557,13655,1,2019-11-08 07:29:11
33065,1,Risk group (German classification),,,,9556,13654,1,2019-11-08 07:29:11
33064,1,Risk group (German classification),,,,9555,13653,1,2019-11-08 07:29:11
33063,1,Risk group (German classification),,,,9554,13652,1,2019-11-08 07:29:11
33062,1,Risk group (German classification),,,,9553,13651,1,2019-11-08 07:29:11
33061,1,Risk group (German classification),,,,9552,13650,1,2019-11-08 07:29:11
33060,1,Risk group (German classification),,,,9551,13649,1,2019-11-08 07:29:11
33059,1,Risk group (German classification),,,,9550,13648,1,2019-11-08 07:29:11
33058,1,Risk group (German classification),,,,9549,13647,1,2019-11-08 07:29:11
33057,1,Risk group (German classification),,,,9548,13646,1,2019-11-08 07:29:11
33056,1,Risk group (German classification),,,,9547,13645,1,2019-11-08 07:29:11
33055,1,Risk group (German classification),,,,9546,13644,1,2019-11-08 07:29:11
33054,1,Risk group (German classification),,,,9545,13643,1,2019-11-08 07:29:11
33053,1,Risk group (German classification),,,,9544,13642,1,2019-11-08 07:29:11
33052,1,Risk group (German classification),,,,9543,13641,1,2019-11-08 07:29:11
33051,1,Risk group (German classification),,,,9542,13640,1,2019-11-08 07:29:11
33050,1,Risk group (German classification),,,,9541,13612,1,2019-11-08 07:29:11
33049,1,Risk group (German classification),,,,9540,13611,1,2019-11-08 07:29:11
33048,1,Risk group (German classification),,,,9539,13610,1,2019-11-08 07:29:11
33047,1,Risk group (German classification),,,,9538,13609,1,2019-11-08 07:29:11
33046,1,Risk group (German classification),,,,9537,13608,1,2019-11-08 07:29:11
33045,1,Risk group (German classification),,,,9536,13607,1,2019-11-08 07:29:11
33044,1,Risk group (German classification),,,,9535,13606,1,2019-11-08 07:29:11
33043,1,Risk group (German classification),,,,9534,13605,1,2019-11-08 07:29:11
33042,1,Risk group (German classification),,,,9533,13604,1,2019-11-08 07:29:11
33041,1,Risk group (German classification),,,,9532,13603,1,2019-11-08 07:29:11
33040,1,Risk group (German classification),,,,9531,13602,1,2019-11-08 07:29:11
33039,1,Risk group (German classification),,,,9530,13601,1,2019-11-08 07:29:11
33038,1,Risk group (German classification),,,,9529,13600,1,2019-11-08 07:29:11
33037,1,Risk group (German classification),,,,9528,13599,1,2019-11-08 07:29:11
33036,1,Risk group (German classification),,,,9527,13598,1,2019-11-08 07:29:11
33035,1,Risk group (German classification),,,,9526,13597,1,2019-11-08 07:29:11
33034,1,Risk group (German classification),,,,9525,13596,1,2019-11-08 07:29:11
33033,1,Risk group (German classification),,,,9524,13595,1,2019-11-08 07:29:11
33032,1,Risk group (German classification),,,,9523,13594,1,2019-11-08 07:29:11
33031,1,Risk group (German classification),,,,9522,13593,1,2019-11-08 07:29:11
33030,1,Risk group (German classification),,,,9521,13592,1,2019-11-08 07:29:11
33029,1,Risk group (German classification),,,,9520,13591,1,2019-11-08 07:29:11
33028,1,Risk group (German classification),,,,9519,13590,1,2019-11-08 07:29:11
33027,1,Risk group (German classification),,,,9518,13589,1,2019-11-08 07:29:11
33026,1,Risk group (German classification),,,,9517,13588,1,2019-11-08 07:29:11
33025,1,Risk group (German classification),,,,9516,13587,1,2019-11-08 07:29:11
33024,1,Risk group (German classification),,,,9515,13586,1,2019-11-08 07:29:11
33023,1,Risk group (German classification),,,,9514,13585,1,2019-11-08 07:29:11
33022,1,Risk group (German classification),,,,9513,13584,1,2019-11-08 07:29:11
33021,1,Risk group (German classification),,,,9512,13583,1,2019-11-08 07:29:11
33020,1,Risk group (German classification),,,,9511,13582,1,2019-11-08 07:29:11
33019,1,Risk group (German classification),,,,9510,13581,1,2019-11-08 07:29:11
33018,1,Risk group (German classification),,,,9509,13580,1,2019-11-08 07:29:11
33017,1,Risk group (German classification),,,,9508,13579,1,2019-11-08 07:29:11
33016,1,Risk group (German classification),,,,9507,13578,1,2019-11-08 07:29:11
33015,1,Risk group (German classification),,,,9506,13577,1,2019-11-08 07:29:11
33014,1,Risk group (German classification),,,,9505,13576,1,2019-11-08 07:29:11
33013,1,Risk group (German classification),,,,9504,13575,1,2019-11-08 07:29:11
33012,1,Risk group (German classification),,,,9503,13574,1,2019-11-08 07:29:11
33011,1,Risk group (German classification),,,,9502,13573,1,2019-11-08 07:29:11
33010,1,Risk group (German classification),,,,9501,13572,1,2019-11-08 07:29:11
33009,1,Risk group (German classification),,,,9500,13571,1,2019-11-08 07:29:11
33008,1,Risk group (German classification),,,,9499,13570,1,2019-11-08 07:29:11
33007,1,Risk group (German classification),,,,9498,13569,1,2019-11-08 07:29:11
33006,1,Risk group (German classification),,,,9497,13568,1,2019-11-08 07:29:11
33005,1,Risk group (German classification),,,,9496,13567,1,2019-11-08 07:29:11
33004,1,Risk group (German classification),,,,9495,13566,1,2019-11-08 07:29:11
33003,1,Risk group (German classification),,,,9494,13565,1,2019-11-08 07:29:11
33002,1,Risk group (German classification),,,,9493,13564,1,2019-11-08 07:29:11
33001,1,Risk group (German classification),,,,9492,13563,1,2019-11-08 07:29:11
33000,1,Risk group (German classification),,,,9491,13562,1,2019-11-08 07:29:11
32999,1,Risk group (German classification),,,,9490,13561,1,2019-11-08 07:29:11
32998,1,Risk group (German classification),,,,9489,13560,1,2019-11-08 07:29:11
32997,1,Risk group (German classification),,,,9488,13559,1,2019-11-08 07:29:11
32996,1,Risk group (German classification),,,,9487,13558,1,2019-11-08 07:29:11
32995,1,Risk group (German classification),,,,9486,13557,1,2019-11-08 07:29:11
32994,1,Risk group (German classification),,,,9485,13556,1,2019-11-08 07:29:11
32993,1,Risk group (German classification),,,,9484,13555,1,2019-11-08 07:29:11
32992,1,Risk group (German classification),,,,9483,13554,1,2019-11-08 07:29:11
32991,1,Risk group (German classification),,,,9482,13553,1,2019-11-08 07:29:11
32990,1,Risk group (German classification),,,,9481,13552,1,2019-11-08 07:29:11
32989,1,Risk group (German classification),,,,9480,13551,1,2019-11-08 07:29:11
32988,1,Risk group (German classification),,,,9479,13550,1,2019-11-08 07:29:11
32987,1,Risk group (German classification),,,,9478,13549,1,2019-11-08 07:29:11
32986,1,Risk group (German classification),,,,9477,13548,1,2019-11-08 07:29:11
32985,1,Risk group (German classification),,,,9476,13547,1,2019-11-08 07:29:11
32984,1,Risk group (German classification),,,,9475,13546,1,2019-11-08 07:29:11
32983,1,Risk group (German classification),,,,9474,13545,1,2019-11-08 07:29:11
32982,1,Risk group (German classification),,,,9473,13544,1,2019-11-08 07:29:11
32981,1,Risk group (German classification),,,,9472,13543,1,2019-11-08 07:29:11
32980,1,Risk group (German classification),,,,9471,13542,1,2019-11-08 07:29:11
32979,1,Risk group (German classification),,,,9470,13541,1,2019-11-08 07:29:11
32978,1,Risk group (German classification),,,,9469,13540,1,2019-11-08 07:29:11
32977,1,Risk group (German classification),,,,9468,13539,1,2019-11-08 07:29:11
32976,1,Risk group (German classification),,,,9467,13538,1,2019-11-08 07:29:11
32975,1,Risk group (German classification),,,,9466,13537,1,2019-11-08 07:29:11
32974,1,Risk group (German classification),,,,9465,13536,1,2019-11-08 07:29:11
32973,1,Risk group (German classification),,,,9464,13535,1,2019-11-08 07:29:11
32972,1,Risk group (German classification),,,,9463,13534,1,2019-11-08 07:29:11
32971,1,Risk group (German classification),,,,9462,13533,1,2019-11-08 07:29:11
32970,1,Risk group (German classification),,,,9461,13532,1,2019-11-08 07:29:11
32969,1,Risk group (German classification),,,,9460,13531,1,2019-11-08 07:29:11
32968,1,Risk group (German classification),,,,9459,13530,1,2019-11-08 07:29:11
32967,1,Risk group (German classification),,,,9458,13529,1,2019-11-08 07:29:11
32966,1,Risk group (German classification),,,,9457,13528,1,2019-11-08 07:29:11
32965,1,Risk group (German classification),,,,9456,13527,1,2019-11-08 07:29:11
32964,1,Risk group (German classification),,,,9455,13526,1,2019-11-08 07:29:11
32963,1,Risk group (German classification),,,,9454,13525,1,2019-11-08 07:29:11
32962,1,Risk group (German classification),,,,9453,13524,1,2019-11-08 07:29:11
32961,1,Risk group (German classification),,,,9452,13523,1,2019-11-08 07:29:11
32960,1,Risk group (German classification),,,,9451,13522,1,2019-11-08 07:29:11
32959,1,Risk group (German classification),,,,9450,13521,1,2019-11-08 07:29:11
32958,1,Risk group (German classification),,,,9449,13520,1,2019-11-08 07:29:11
32957,1,Risk group (German classification),,,,9448,13519,1,2019-11-08 07:29:11
32956,1,Risk group (German classification),,,,9447,13518,1,2019-11-08 07:29:11
32955,1,Risk group (German classification),,,,9446,13517,1,2019-11-08 07:29:11
32954,1,Risk group (German classification),,,,9445,13516,1,2019-11-08 07:29:11
32953,1,Risk group (German classification),,,,9444,13515,1,2019-11-08 07:29:11
32952,1,Risk group (German classification),,,,9443,13514,1,2019-11-08 07:29:11
32951,1,Risk group (German classification),,,,9442,13513,1,2019-11-08 07:29:11
32950,1,Risk group (German classification),,,,9441,13512,1,2019-11-08 07:29:11
32949,1,Risk group (German classification),,,,9440,13511,1,2019-11-08 07:29:11
32948,1,Risk group (German classification),,,,9439,13510,1,2019-11-08 07:29:11
32947,1,Risk group (German classification),,,,9438,13509,1,2019-11-08 07:29:11
32946,1,Risk group (German classification),,,,9437,5505,1,2019-11-08 07:29:11
32945,1,Risk group (German classification),,,,9436,5488,1,2019-11-08 07:29:11
32944,1,Risk group (German classification),,,,9435,15303,1,2019-11-08 07:29:11
32943,1,Risk group (German classification),,,,9434,15302,1,2019-11-08 07:29:11
32942,1,Risk group (German classification),,,,9430,15298,1,2019-11-08 07:29:11
32941,1,Risk group (German classification),,,,9429,15297,1,2019-11-08 07:29:11
32940,1,Risk group (German classification),,,,9428,15296,1,2019-11-08 07:29:11
32939,1,Risk group (German classification),,,,9427,15295,1,2019-11-08 07:29:11
32938,1,Risk group (German classification),,,,9426,15294,1,2019-11-08 07:29:11
32937,1,Risk group (German classification),,,,9425,15293,1,2019-11-08 07:29:11
32936,1,Risk group (German classification),,,,9424,15292,1,2019-11-08 07:29:11
32935,1,Risk group (German classification),,,,9423,15291,1,2019-11-08 07:29:11
32934,1,Risk group (German classification),,,,9422,15290,1,2019-11-08 07:29:11
32933,1,Risk group (German classification),,,,9569,14188,1,2019-11-08 07:29:11
32932,1,Risk group (German classification),,,,9421,14187,1,2019-11-08 07:29:11
32931,1,Risk group (German classification),,,,9420,14186,1,2019-11-08 07:29:11
32930,1,Risk group (German classification),,,,9419,14185,1,2019-11-08 07:29:11
32929,1,Risk group (German classification),,,,9418,14184,1,2019-11-08 07:29:11
32928,1,Risk group (German classification),,,,9417,14183,1,2019-11-08 07:29:11
32927,1,Risk group (German classification),,,,9416,14182,1,2019-11-08 07:29:11
32926,1,Risk group (German classification),,,,9415,14181,1,2019-11-08 07:29:11
32925,1,Risk group (German classification),,,,9414,14180,1,2019-11-08 07:29:11
32924,1,Risk group (German classification),,,,9413,14179,1,2019-11-08 07:29:11
32923,1,Risk group (German classification),,,,9412,13508,1,2019-11-08 07:29:11
32922,1,Risk group (German classification),,,,9411,13507,1,2019-11-08 07:29:11
32921,1,Risk group (German classification),,,,9410,13506,1,2019-11-08 07:29:11
32920,1,Risk group (German classification),,,,9409,13505,1,2019-11-08 07:29:11
32919,1,Risk group (German classification),,,,9408,13504,1,2019-11-08 07:29:11
32918,1,Risk group (German classification),,,,9407,13503,1,2019-11-08 07:29:11
32917,1,Risk group (German classification),,,,9406,13502,1,2019-11-08 07:29:11
32916,1,Risk group (German classification),,,,9405,13501,1,2019-11-08 07:29:11
32915,1,Risk group (German classification),,,,9404,13500,1,2019-11-08 07:29:11
32914,1,Risk group (German classification),,,,9403,13499,1,2019-11-08 07:29:11
32913,1,Risk group (German classification),,,,9402,13498,1,2019-11-08 07:29:11
32912,1,Risk group (German classification),,,,9401,13497,1,2019-11-08 07:29:11
32911,1,Risk group (German classification),,,,9400,13496,1,2019-11-08 07:29:11
32910,1,Risk group (German classification),,,,9399,13495,1,2019-11-08 07:29:11
32909,1,Risk group (German classification),,,,9398,13494,1,2019-11-08 07:29:11
32908,1,Risk group (German classification),,,,9397,13493,1,2019-11-08 07:29:11
32907,1,Risk group (German classification),,,,9396,13492,1,2019-11-08 07:29:11
32906,1,Risk group (German classification),,,,9395,13491,1,2019-11-08 07:29:11
32905,1,Risk group (German classification),,,,9394,13490,1,2019-11-08 07:29:11
32904,1,Risk group (German classification),,,,9393,13489,1,2019-11-08 07:29:11
32903,1,Risk group (German classification),,,,9392,13488,1,2019-11-08 07:29:11
32902,1,Risk group (German classification),,,,9391,13487,1,2019-11-08 07:29:11
32901,1,Risk group (German classification),,,,9390,13486,1,2019-11-08 07:29:11
32900,1,Risk group (German classification),,,,9389,13485,1,2019-11-08 07:29:11
32899,1,Risk group (German classification),,,,9388,13484,1,2019-11-08 07:29:11
32898,1,Risk group (German classification),,,,9387,13483,1,2019-11-08 07:29:11
32897,1,Risk group (German classification),,,,9386,13482,1,2019-11-08 07:29:11
32896,1,Risk group (German classification),,,,9385,13481,1,2019-11-08 07:29:11
32895,1,Risk group (German classification),,,,9384,13480,1,2019-11-08 07:29:11
32894,1,Risk group (German classification),,,,9383,13479,1,2019-11-08 07:29:11
32893,1,Risk group (German classification),,,,9382,13478,1,2019-11-08 07:29:11
32892,1,Risk group (German classification),,,,9381,13477,1,2019-11-08 07:29:11
32891,1,Risk group (German classification),,,,9380,13476,1,2019-11-08 07:29:11
32890,1,Risk group (German classification),,,,9379,13475,1,2019-11-08 07:29:11
32889,1,Risk group (German classification),,,,9378,13474,1,2019-11-08 07:29:11
32888,1,Risk group (German classification),,,,9377,13473,1,2019-11-08 07:29:11
32887,1,Risk group (German classification),,,,9376,13472,1,2019-11-08 07:29:11
32886,1,Risk group (German classification),,,,9375,13471,1,2019-11-08 07:29:11
32885,1,Risk group (German classification),,,,9374,13470,1,2019-11-08 07:29:11
32884,1,Risk group (German classification),,,,9373,13469,1,2019-11-08 07:29:11
32883,1,Risk group (German classification),,,,9372,13468,1,2019-11-08 07:29:11
32882,1,Risk group (German classification),,,,9371,13467,1,2019-11-08 07:29:11
32881,1,Risk group (German classification),,,,9370,13466,1,2019-11-08 07:29:11
32880,1,Risk group (German classification),,,,9369,13465,1,2019-11-08 07:29:11
32879,1,Risk group (German classification),,,,9368,13464,1,2019-11-08 07:29:11
32878,1,Risk group (German classification),,,,9367,13463,1,2019-11-08 07:29:11
32877,1,Risk group (German classification),,,,9366,13462,1,2019-11-08 07:29:11
32876,1,Risk group (German classification),,,,9365,13461,1,2019-11-08 07:29:11
32875,1,Risk group (German classification),,,,9364,13460,1,2019-11-08 07:29:11
32874,1,Risk group (German classification),,,,9363,13459,1,2019-11-08 07:29:11
32873,1,Risk group (German classification),,,,9362,13458,1,2019-11-08 07:29:11
32872,1,Risk group (German classification),,,,9361,13457,1,2019-11-08 07:29:11
32871,1,Risk group (German classification),,,,9360,13456,1,2019-11-08 07:29:11
32870,1,Risk group (German classification),,,,9359,13455,1,2019-11-08 07:29:11
32869,1,Risk group (German classification),,,,9358,13454,1,2019-11-08 07:29:11
