temp,test_type,ability,temperature_range,ID_strains
28,growth,positive,mesophilic,4963
28,growth,positive,mesophilic,2067
28,growth,positive,mesophilic,14219
28,growth,positive,mesophilic,24660
28,growth,positive,mesophilic,15221
28,growth,positive,mesophilic,14967
28,growth,positive,mesophilic,16224
28,growth,positive,mesophilic,16223
28,growth,positive,mesophilic,16222
28,growth,positive,mesophilic,14966
28,growth,positive,mesophilic,14964
28,growth,positive,mesophilic,14963
28,growth,positive,mesophilic,14962
28,growth,positive,mesophilic,14961
28,growth,positive,mesophilic,14960
28,growth,positive,mesophilic,14959
28,growth,positive,mesophilic,14958
28,growth,positive,mesophilic,14957
28,growth,positive,mesophilic,14956
28,growth,positive,mesophilic,14955
28,growth,positive,mesophilic,14954
28,growth,positive,mesophilic,14953
28,growth,positive,mesophilic,14952
28,growth,positive,mesophilic,14951
28,growth,positive,mesophilic,14950
28,growth,positive,mesophilic,15171
28,growth,positive,mesophilic,14949
28,growth,positive,mesophilic,15170
28,growth,positive,mesophilic,14948
30,growth,positive,mesophilic,14947
28,growth,positive,mesophilic,15510
28,growth,positive,mesophilic,14969
28,growth,positive,mesophilic,14946
28,growth,positive,mesophilic,14945
28,growth,positive,mesophilic,14944
28,growth,positive,mesophilic,14943
28,growth,positive,mesophilic,15169
28,growth,positive,mesophilic,14942
28,growth,positive,mesophilic,23882
26,growth,positive,mesophilic,3821
28,growth,positive,mesophilic,139811
28,growth,positive,mesophilic,157944
28,growth,positive,mesophilic,157943
26,growth,positive,mesophilic,2302
26,growth,positive,mesophilic,2301
28,growth,positive,mesophilic,139808
28,growth,positive,mesophilic,139807
28,growth,positive,mesophilic,139806
28,growth,positive,mesophilic,12600
28,growth,positive,mesophilic,12599
30,growth,positive,mesophilic,24122
28,growth,positive,mesophilic,157942
28,growth,positive,mesophilic,2379
30,growth,positive,mesophilic,2378
25,growth,positive,mesophilic,5474
28,growth,positive,mesophilic,7757
28,growth,positive,mesophilic,7756
30,growth,positive,mesophilic,7380
30,growth,positive,mesophilic,7379
28,growth,positive,mesophilic,131755
28,growth,positive,mesophilic,131754
28,growth,positive,mesophilic,131753
30,growth,positive,mesophilic,12942
30,growth,positive,mesophilic,6825
30,growth,positive,mesophilic,6824
30,growth,positive,mesophilic,157941
30,growth,positive,mesophilic,157940
30,growth,positive,mesophilic,157939
30,growth,positive,mesophilic,157938
30,growth,positive,mesophilic,157937
30,growth,positive,mesophilic,157936
30,growth,positive,mesophilic,157935
30,growth,positive,mesophilic,157934
30,growth,positive,mesophilic,157933
30,growth,positive,mesophilic,157932
30,growth,positive,mesophilic,157931
30,growth,positive,mesophilic,157930
30,growth,positive,mesophilic,157929
30,growth,positive,mesophilic,157928
30,growth,positive,mesophilic,157927
30,growth,positive,mesophilic,157926
30,growth,positive,mesophilic,131732
30,growth,positive,mesophilic,131731
28,growth,positive,mesophilic,131730
28,growth,positive,mesophilic,131729
37,growth,positive,mesophilic,130304
28,growth,positive,mesophilic,4962
37,growth,positive,mesophilic,4961
28,growth,positive,mesophilic,131036
37,growth,positive,mesophilic,4960
37,growth,positive,mesophilic,4959
37,growth,positive,mesophilic,4958
37,growth,positive,mesophilic,4957
37,growth,positive,mesophilic,4964
37,growth,positive,mesophilic,132748
37,growth,positive,mesophilic,132747
30,growth,positive,mesophilic,4956
28,growth,positive,mesophilic,23932
37,growth,positive,mesophilic,4955
37,growth,positive,mesophilic,4954
37,growth,positive,mesophilic,4953
30,growth,positive,mesophilic,4952
30,growth,positive,mesophilic,13644
37,growth,positive,mesophilic,4951
25,growth,positive,mesophilic,4950
30,growth,positive,mesophilic,4949
37,growth,positive,mesophilic,4948
30,growth,positive,mesophilic,4947
30,growth,positive,mesophilic,4946
37,growth,positive,mesophilic,4969
37,growth,positive,mesophilic,4968
28,growth,positive,mesophilic,130340
28,growth,positive,mesophilic,5816
45,growth,positive,thermophilic,24019
25-30,growth,positive,mesophilic,5528
37,growth,positive,mesophilic,4929
28,growth,positive,mesophilic,5333
28,growth,positive,mesophilic,5332
37,growth,positive,mesophilic,14782
37,growth,positive,mesophilic,14781
37,growth,positive,mesophilic,14780
37,growth,positive,mesophilic,14779
30,growth,positive,mesophilic,5331
37,growth,positive,mesophilic,5330
37,growth,positive,mesophilic,5329
28,growth,positive,mesophilic,4230
30,growth,positive,mesophilic,4229
22,growth,positive,psychrophilic,11374
20,growth,positive,psychrophilic,12709
28,growth,positive,mesophilic,131682
28,growth,positive,mesophilic,131681
28,growth,positive,mesophilic,131680
28,growth,positive,mesophilic,131679
28,growth,positive,mesophilic,131678
28,growth,positive,mesophilic,139805
28,growth,positive,mesophilic,139804
30,growth,positive,mesophilic,318
30,growth,positive,mesophilic,317
30,growth,positive,mesophilic,316
28,growth,positive,mesophilic,7820
30,growth,positive,mesophilic,23815
28,growth,positive,mesophilic,22903
28,growth,positive,mesophilic,315
28,growth,positive,mesophilic,314
28,growth,positive,mesophilic,313
30,growth,positive,mesophilic,312
30,growth,positive,mesophilic,311
30,growth,positive,mesophilic,256
37,growth,positive,mesophilic,255
28,growth,positive,mesophilic,2086
28,growth,positive,mesophilic,1780
25-30,growth,positive,mesophilic,1779
30,growth,positive,mesophilic,1778
28,growth,positive,mesophilic,1777
28,growth,positive,mesophilic,254
28,growth,positive,mesophilic,157925
28,growth,positive,mesophilic,157924
28,growth,positive,mesophilic,157923
28,growth,positive,mesophilic,157922
28,growth,positive,mesophilic,157921
35,growth,positive,mesophilic,2095
30,growth,positive,mesophilic,157920
37,growth,positive,mesophilic,2094
37,growth,positive,mesophilic,2093
25,growth,positive,mesophilic,2092
28,growth,positive,mesophilic,2091
28,growth,positive,mesophilic,2892
30,growth,positive,mesophilic,7378
30,growth,positive,mesophilic,7377
30,growth,positive,mesophilic,7376
28,growth,positive,mesophilic,7484
28,growth,positive,mesophilic,7483
25,growth,positive,mesophilic,17954
28,growth,positive,mesophilic,13049
25,growth,positive,mesophilic,2891
30,growth,positive,mesophilic,6316
30,growth,positive,mesophilic,12682
25,growth,positive,mesophilic,12681
28,growth,positive,mesophilic,132691
28,growth,positive,mesophilic,132690
22,growth,positive,psychrophilic,23569
22,growth,positive,psychrophilic,23568
22,growth,positive,psychrophilic,23567
22,growth,positive,psychrophilic,23566
22,growth,positive,psychrophilic,23564
22,growth,positive,psychrophilic,23562
22,growth,positive,psychrophilic,23561
22,growth,positive,psychrophilic,23559
22,growth,positive,psychrophilic,23558
20,growth,positive,psychrophilic,23554
26,growth,positive,mesophilic,444
26,growth,positive,mesophilic,12680
20,growth,positive,psychrophilic,12686
37,growth,positive,mesophilic,14795
37,growth,positive,mesophilic,2249
37,growth,positive,mesophilic,17973
37,growth,positive,mesophilic,17972
37,growth,positive,mesophilic,17971
37,growth,positive,mesophilic,17998
37,growth,positive,mesophilic,17970
10,growth,positive,psychrophilic,12678
26-28,growth,positive,mesophilic,12677
19,growth,positive,psychrophilic,12676
37,growth,positive,mesophilic,233
37,growth,positive,mesophilic,232
37,growth,positive,mesophilic,231
37,growth,positive,mesophilic,223
26,growth,positive,mesophilic,13838
37,growth,positive,mesophilic,14607
37,growth,positive,mesophilic,5328
37,growth,positive,mesophilic,14606
26,growth,positive,mesophilic,13539
26,growth,positive,mesophilic,13801
26,growth,positive,mesophilic,13735
20,growth,positive,psychrophilic,13781
20,growth,positive,psychrophilic,13780
26,growth,positive,mesophilic,13538
30,growth,positive,mesophilic,22895
28,growth,positive,mesophilic,22894
30,growth,positive,mesophilic,22894
30,growth,positive,mesophilic,22893
30,growth,positive,mesophilic,84
28,growth,positive,mesophilic,83
28,growth,positive,mesophilic,40
28,growth,positive,mesophilic,157919
30,growth,positive,mesophilic,11419
40,growth,positive,thermophilic,11418
30,growth,positive,mesophilic,11417
30,growth,positive,mesophilic,11416
37,growth,positive,mesophilic,130141
30,growth,positive,mesophilic,237
30,growth,positive,mesophilic,23539
28,growth,positive,mesophilic,253
30,growth,positive,mesophilic,11415
30,growth,positive,mesophilic,11414
30,growth,positive,mesophilic,11413
30,growth,positive,mesophilic,11412
30,growth,positive,mesophilic,11411
30,growth,positive,mesophilic,11410
30,growth,positive,mesophilic,11384
30,growth,positive,mesophilic,11383
30,growth,positive,mesophilic,11382
30,growth,positive,mesophilic,11381
28,growth,positive,mesophilic,157918
30,growth,positive,mesophilic,23935
28,growth,positive,mesophilic,16221
28,growth,positive,mesophilic,16220
28,growth,positive,mesophilic,16219
30,growth,positive,mesophilic,5163
28,growth,positive,mesophilic,16217
28,growth,positive,mesophilic,16216
30,growth,positive,mesophilic,23934
28,growth,positive,mesophilic,10625
28,growth,positive,mesophilic,13048
28,growth,positive,mesophilic,13047
28,growth,positive,mesophilic,13046
30,growth,positive,mesophilic,13045
28,growth,positive,mesophilic,1550
37,growth,positive,mesophilic,1550
37,growth,positive,mesophilic,5904
30,growth,positive,mesophilic,3772
26,growth,positive,mesophilic,13044
28,growth,positive,mesophilic,1919
30,growth,positive,mesophilic,1918
30,growth,positive,mesophilic,1917
28,growth,positive,mesophilic,1916
55,growth,positive,thermophilic,7050
55,growth,positive,thermophilic,7049
55,growth,positive,thermophilic,7048
37,growth,positive,mesophilic,24824
30,growth,positive,mesophilic,5791
60,growth,positive,thermophilic,18053
60,growth,positive,thermophilic,18052
60,growth,positive,thermophilic,18051
35,growth,positive,mesophilic,17114
35,growth,positive,mesophilic,4121
35,growth,positive,mesophilic,6092
28,growth,positive,mesophilic,13295
28,growth,positive,mesophilic,13481
50,growth,positive,thermophilic,13427
50,growth,positive,thermophilic,13426
50,growth,positive,thermophilic,13425
37-45,growth,positive,NULL,13424
28,growth,positive,mesophilic,13423
45,growth,positive,thermophilic,13422
28,growth,positive,mesophilic,13421
45,growth,positive,thermophilic,16630
28,growth,positive,mesophilic,16969
37,growth,positive,mesophilic,131033
37,growth,positive,mesophilic,6561
37,growth,positive,mesophilic,6560
35,growth,positive,mesophilic,4224
35,growth,positive,mesophilic,4223
37,growth,positive,mesophilic,3150
37,growth,positive,mesophilic,3149
37,growth,positive,mesophilic,3148
37,growth,positive,mesophilic,3041
37,growth,positive,mesophilic,3059
28,growth,positive,mesophilic,131848
28,growth,positive,mesophilic,131847
28,growth,positive,mesophilic,131846
28,growth,positive,mesophilic,131845
28,growth,positive,mesophilic,131844
28,growth,positive,mesophilic,131843
28,growth,positive,mesophilic,131842
28,growth,positive,mesophilic,131841
28,growth,positive,mesophilic,131840
28,growth,positive,mesophilic,131839
28,growth,positive,mesophilic,131838
28,growth,positive,mesophilic,131837
28,growth,positive,mesophilic,131836
28,growth,positive,mesophilic,131835
28,growth,positive,mesophilic,131834
28,growth,positive,mesophilic,131833
28,growth,positive,mesophilic,131832
28,growth,positive,mesophilic,130491
28,growth,positive,mesophilic,139803
28,growth,positive,mesophilic,11107
30,growth,positive,mesophilic,139802
28,growth,positive,mesophilic,139801
28,growth,positive,mesophilic,139800
28,growth,positive,mesophilic,139799
28,growth,positive,mesophilic,139798
28,growth,positive,mesophilic,11106
28,growth,positive,mesophilic,139797
28,growth,positive,mesophilic,139796
28,growth,positive,mesophilic,139795
28,growth,positive,mesophilic,139794
28,growth,positive,mesophilic,139793
28,growth,positive,mesophilic,139792
30,growth,positive,mesophilic,24310
28,growth,positive,mesophilic,139791
28,growth,positive,mesophilic,11105
28,growth,positive,mesophilic,132770
28,growth,positive,mesophilic,132769
28,growth,positive,mesophilic,11104
25,growth,positive,mesophilic,6135
25,growth,positive,mesophilic,17079
28,growth,positive,mesophilic,13451
28,growth,positive,mesophilic,1092
30,growth,positive,mesophilic,1091
45,growth,positive,thermophilic,11409
25,growth,positive,mesophilic,130572
26,growth,positive,mesophilic,13042
26,growth,positive,mesophilic,13041
26,growth,positive,mesophilic,13040
26,growth,positive,mesophilic,13039
26,growth,positive,mesophilic,13038
26,growth,positive,mesophilic,13037
26,growth,positive,mesophilic,13036
26,growth,positive,mesophilic,13035
26,growth,positive,mesophilic,13034
26,growth,positive,mesophilic,13033
26,growth,positive,mesophilic,23205
27,growth,positive,mesophilic,13032
26,growth,positive,mesophilic,13031
27,growth,positive,mesophilic,24421
26,growth,positive,mesophilic,13030
26,growth,positive,mesophilic,13029
26,growth,positive,mesophilic,13028
27,growth,positive,mesophilic,13027
27,growth,positive,mesophilic,13026
28,growth,positive,mesophilic,13025
26,growth,positive,mesophilic,13024
28,growth,positive,mesophilic,24420
25,growth,positive,mesophilic,13023
26,growth,positive,mesophilic,13022
26,growth,positive,mesophilic,13021
26,growth,positive,mesophilic,13020
37,growth,positive,mesophilic,14605
28,growth,positive,mesophilic,16011
37,growth,positive,mesophilic,14035
28,growth,positive,mesophilic,10724
28,growth,positive,mesophilic,131828
45,growth,positive,thermophilic,130210
55,growth,positive,thermophilic,1561
50,growth,positive,thermophilic,139790
60,growth,positive,thermophilic,1560
30,growth,positive,mesophilic,13907
37,growth,positive,mesophilic,6967
30,growth,positive,mesophilic,17482
30,growth,positive,mesophilic,17481
37,growth,positive,mesophilic,22967
37,growth,positive,mesophilic,8160
25,growth,positive,mesophilic,289
28,growth,positive,mesophilic,289
25,growth,positive,mesophilic,457
28,growth,positive,mesophilic,8096
37,growth,positive,mesophilic,157917
37,growth,positive,mesophilic,132687
30,growth,positive,mesophilic,131595
30,growth,positive,mesophilic,131594
37,growth,positive,mesophilic,157916
37,growth,positive,mesophilic,157915
37,growth,positive,mesophilic,24223
30,growth,positive,mesophilic,8095
30,growth,positive,mesophilic,8094
30,growth,positive,mesophilic,8093
30,growth,positive,mesophilic,17275
28,growth,positive,mesophilic,16578
28,growth,positive,mesophilic,7829
28,growth,positive,mesophilic,7828
28,growth,positive,mesophilic,7827
28,growth,positive,mesophilic,7826
28,growth,positive,mesophilic,7825
28,growth,positive,mesophilic,7824
28,growth,positive,mesophilic,7823
28,growth,positive,mesophilic,16603
28,growth,positive,mesophilic,7822
28,growth,positive,mesophilic,7821
28,growth,positive,mesophilic,7819
28,growth,positive,mesophilic,24855
28,growth,positive,mesophilic,24850
28,growth,positive,mesophilic,7873
28,growth,positive,mesophilic,7872
30,growth,positive,mesophilic,7576
30,growth,positive,mesophilic,6150
37,growth,positive,mesophilic,2768
28,growth,positive,mesophilic,11899
28,growth,positive,mesophilic,15323
28,growth,positive,mesophilic,15322
28,growth,positive,mesophilic,15321
28,growth,positive,mesophilic,15320
28,growth,positive,mesophilic,15319
28,growth,positive,mesophilic,15318
28,growth,positive,mesophilic,15317
28,growth,positive,mesophilic,15316
28,growth,positive,mesophilic,15315
28,growth,positive,mesophilic,15314
28,growth,positive,mesophilic,15313
