ID_culture_pH,pH,test_type,ability,ID_strains
8669,9-10,optimum,positive,140783
8670,5.5-8,growth,positive,140784
8671,6.5,optimum,positive,140784
8672,7-11,growth,positive,140785
8673,6.5-7.5,optimum,positive,140785
8674,6-9,growth,positive,140786
8675,8,optimum,positive,140786
8676,5-7,growth,positive,140787
8677,6,optimum,positive,140787
8678,6-9,growth,positive,140788
8679,6-8.5,growth,positive,140789
8680,7.5-8,optimum,positive,140789
8681,4.5-9.5,growth,positive,140791
8682,7,optimum,positive,140791
8683,5.5-9,growth,positive,140792
8684,7,optimum,positive,140792
8685,6-11,growth,positive,140793
8686,7-8,optimum,positive,140793
8687,5.5-8,growth,positive,140794
8688,7,optimum,positive,140794
8689,4-9,growth,positive,140795
8690,6-7,optimum,positive,140795
8691,6-7,growth,positive,140796
8692,6.5,optimum,positive,140796
8693,6.5-10,growth,positive,140797
8694,7.5-8.5,optimum,positive,140797
8695,5-8,growth,positive,132628
8696,6,optimum,positive,132628
8697,5.5-7.8,growth,positive,140798
8698,6.9,optimum,positive,140798
8699,6-9,growth,positive,140799
8700,7,optimum,positive,140799
8701,3-8.5,growth,positive,6089
8702,6.5-6.9,optimum,positive,6089
8703,4.7-9,growth,positive,132582
8704,6.5-8.1,optimum,positive,132582
8705,6.9-7.7,growth,positive,140800
8706,7,optimum,positive,140800
8707,6.9-7.3,growth,positive,140168
8708,7,optimum,positive,140168
8709,5.5-9,growth,positive,140803
8710,7-7.5,optimum,positive,140803
8711,6-8,growth,positive,132989
8712,7,optimum,positive,132989
8713,9,growth,positive,140805
8714,10,growth,no,140805
8715,7,optimum,positive,140805
8716,5-9,growth,positive,132991
8717,7-8,optimum,positive,132991
8718,6-9,growth,positive,140806
8719,6.5-8,optimum,positive,140806
8720,5,growth,positive,140807
8721,4.5,growth,no,140807
8722,6.5-7.5,optimum,positive,140807
8723,5.5-9,growth,positive,140808
8724,6.5-8,optimum,positive,140808
8725,5-8,growth,positive,139573
8726,5,optimum,positive,139573
8727,6-11,growth,positive,132595
8728,7.5,optimum,positive,132595
8729,4.5-8,growth,positive,140809
8730,6.8,optimum,positive,140809
8731,5-9,growth,positive,132992
8732,7-8,optimum,positive,132992
8733,7-9,growth,positive,140810
8734,7,optimum,positive,140810
8735,5.5-9.5,growth,positive,132596
8736,7-8,optimum,positive,132596
8737,5.5-8.5,growth,positive,140811
8738,6.5-8,optimum,positive,140811
8739,5-10,growth,positive,140812
8740,8,optimum,positive,140812
8741,5-10,growth,positive,140813
8742,8,optimum,positive,140813
8743,6-9,growth,positive,140814
8744,7,optimum,positive,140814
8745,6-9,growth,positive,132566
8746,6-9,growth,positive,140815
8747,7,optimum,positive,140815
8748,6.5-8,growth,positive,140816
8749,7,optimum,positive,140816
8750,6-9,growth,positive,132573
8751,7,optimum,positive,132573
8752,4.8-8.1,growth,positive,132575
8753,6.2,optimum,positive,132575
8754,6.1-8.8,growth,positive,140817
8755,6.5-7.7,optimum,positive,140817
8756,5-10,growth,positive,140818
8757,6-8,optimum,positive,140818
8758,5-7,growth,positive,140819
8759,6,optimum,positive,140819
8760,7-9,growth,positive,140820
8761,8,optimum,positive,140820
8762,6.5-9,growth,positive,140821
8763,7,optimum,positive,140821
8764,6-8,growth,positive,140822
8765,7-8,optimum,positive,140822
8766,5.5-7.5,growth,positive,132984
8767,6-6.5,optimum,positive,132984
8768,6.5-12.5,growth,positive,140166
8769,5.5-10.5,growth,positive,140823
8770,7-8.5,optimum,positive,140823
8771,5.5-9.5,growth,positive,132572
8772,7-8,optimum,positive,132572
8773,6-8,growth,positive,140824
8774,7,optimum,positive,140824
8775,7-9,growth,positive,132265
8776,8,optimum,positive,132265
8777,6-9,growth,positive,140825
8778,7,optimum,positive,140825
8779,6-10,growth,positive,132564
8780,7-8,optimum,positive,132564
8781,7-9,growth,positive,140826
8782,7,optimum,positive,140826
8783,6-10,growth,positive,140827
8784,7,optimum,positive,140827
8785,5.5-8,growth,positive,140828
8786,7-8,optimum,positive,140828
8787,5.5-9.5,growth,positive,132562
8788,7-7.5,optimum,positive,132562
8789,8-11,growth,positive,140829
8790,9,optimum,positive,140829
8791,7.5-9.7,growth,positive,1120
8792,8.5-9,optimum,positive,1120
8793,6.5-10,growth,positive,1293
8794,8.5,optimum,positive,1293
8795,5.5-9,growth,positive,139617
8796,6-12,growth,positive,132561
8797,7.5-8.5,optimum,positive,132561
8798,5-8,growth,positive,132576
8799,6,optimum,positive,132576
8800,5.5-8,growth,positive,140830
8801,7-8,optimum,positive,140830
8802,4-9,growth,positive,140831
8803,7-8,optimum,positive,140831
8804,5-10,growth,positive,132532
8805,6-8,optimum,positive,132532
8806,5-8,growth,positive,132534
8807,7,optimum,positive,132534
8808,7-8.5,growth,positive,140832
8809,7.5-8,optimum,positive,140832
8810,6.5-10,growth,positive,132547
8811,8.5-9.5,optimum,positive,132547
8812,5-8,optimum,positive,132550
8813,6-9,growth,positive,140833
8814,7,optimum,positive,140833
8815,6-8,growth,positive,132548
8816,7,optimum,positive,132548
8817,6.7-8,growth,positive,140834
8818,7-7.5,optimum,positive,140834
8819,6.5-8.5,growth,positive,140835
8820,7.5,optimum,positive,140835
8821,7-8,growth,positive,140836
8822,7,optimum,positive,140836
8823,7-8,growth,positive,140837
8824,7,optimum,positive,140837
8825,5.5-9.5,growth,positive,140838
8826,7.5,optimum,positive,140838
8827,6-10,growth,positive,132535
8828,5,growth,inconsistent,132535
8829,6-11,growth,positive,140839
8830,7-8,optimum,positive,140839
8831,6-9,growth,positive,140840
8832,7,optimum,positive,140840
8833,6-9,growth,positive,140841
8834,7,optimum,positive,140841
8835,4.9-9.5,growth,positive,140842
8836,7,optimum,positive,140842
8837,5.5-8.5,growth,positive,140843
8838,8,optimum,positive,140843
8839,7-10,growth,positive,140844
8840,8.5,optimum,positive,140844
8841,5-9,growth,positive,132512
8842,7,optimum,positive,132512
8843,6-10,growth,positive,140845
8844,8-8.5,optimum,positive,140845
8845,6-9,growth,positive,132517
8846,7-7.5,optimum,positive,132517
8847,6.5-8,growth,positive,140846
8848,7-7.5,optimum,positive,140846
8849,6.5-6.8,optimum,positive,132529
8850,6.5-6.8,optimum,positive,132530
8851,6.5-7,optimum,positive,132531
8852,6-8,growth,positive,132514
8853,7,optimum,positive,132514
8854,6-8,growth,positive,132515
8855,7,optimum,positive,132515
8856,4-9,growth,positive,140848
8857,4-9,growth,positive,132516
8858,7,optimum,positive,132516
8859,5-11,growth,positive,140849
8860,8-9,optimum,positive,140849
8861,6-9,growth,positive,140850
8862,7,optimum,positive,140850
8863,6.5-9,growth,positive,132525
8864,6.5,optimum,positive,132525
8865,6-11,growth,positive,132519
8866,9-10,optimum,positive,132519
8867,6-9,growth,positive,140851
8868,7,optimum,positive,140851
8869,6-9,growth,positive,140852
8870,7,optimum,positive,140852
8871,5-10,growth,positive,140853
8872,6-8,growth,positive,140855
8873,7,optimum,positive,140855
8874,6-10.5,growth,positive,140856
8875,8,optimum,positive,140856
8876,5.9-9.5,growth,positive,132490
8877,7.5-8.8,optimum,positive,132490
8878,5-9,growth,positive,140857
8879,6,optimum,positive,140857
8880,4-8,growth,positive,132486
8881,6-7,optimum,positive,132486
8882,5-9,growth,positive,140858
8883,6,optimum,positive,140858
8884,6-8,growth,positive,132477
8885,7-8,optimum,positive,132477
8886,5.5-10,growth,positive,132479
8887,7,optimum,positive,132479
8888,3-10,growth,positive,132485
8889,8,optimum,positive,132485
8890,6-9,growth,positive,140859
8891,7-8.5,optimum,positive,140859
8892,6-8,growth,positive,140860
8893,7-8,optimum,positive,140860
8894,6-10,growth,positive,140862
8895,7,optimum,positive,140862
8896,5-8,growth,positive,140863
8897,7,optimum,positive,140863
8898,6-9.5,growth,positive,132970
8899,6.5,optimum,positive,132970
8900,5-8,growth,positive,140864
8901,6.5,optimum,positive,140864
8902,5-10,growth,positive,132481
8903,6-8,optimum,positive,132481
8904,5.5-8,growth,positive,132482
8905,7,optimum,positive,132482
8906,7-10,growth,positive,140865
8907,8-9,optimum,positive,140865
8908,6-8,growth,positive,140866
8909,7,optimum,positive,140866
8910,6.5-9,growth,positive,140146
8911,7,optimum,positive,140146
8912,7-9,growth,positive,140867
8913,7,optimum,positive,140867
8914,6-7,growth,positive,140868
8915,6-8.5,growth,positive,140869
8916,7-7.5,optimum,positive,140869
8917,5.5-9,growth,positive,140870
8918,6.5-7.5,optimum,positive,140870
8919,7-10,growth,positive,132480
8920,8,optimum,positive,132480
8921,7-9,growth,positive,140871
8922,7,optimum,positive,140871
8923,4.5-10,growth,positive,140872
8924,7.5,optimum,positive,140872
8925,6-9,growth,positive,17779
8926,7,optimum,positive,17779
8927,5.4-8.7,growth,positive,17777
8928,6.6-7.3,optimum,positive,17777
8929,5.5-8.6,growth,positive,17778
8930,7-7.6,optimum,positive,17778
8931,5.5-9,growth,positive,140873
8932,7,optimum,positive,140873
8933,5-10,growth,positive,130972
8934,6-7,optimum,positive,130972
8935,6-8,growth,positive,140874
8936,7-8,growth,positive,140875
8937,7,optimum,positive,140875
8938,5-10,growth,positive,140876
8939,7-8,growth,positive,140877
8940,5-11,growth,positive,140878
8941,6-8,optimum,positive,140878
8942,5-11,growth,positive,140879
8943,6-9,optimum,positive,140879
8944,6-9,growth,positive,16526
8945,6-8,growth,positive,140880
8946,5-10,growth,positive,140881
8947,7.5,optimum,positive,140881
8948,4-8,growth,positive,140882
8949,7-8,optimum,positive,140882
8950,6-7,growth,positive,140883
8951,7,optimum,positive,140883
8952,4-8,growth,positive,140884
8953,5.5-7,growth,positive,132454
8954,6.5-7,optimum,positive,132454
8955,6-8.5,growth,positive,140885
8956,7-8,optimum,positive,140885
8957,3-7,growth,positive,132457
8958,6-6.5,optimum,positive,132457
8959,5.8-8,growth,positive,132452
8960,6-7.2,optimum,positive,132452
8961,6.3-9.1,growth,positive,140144
8962,7.1,optimum,positive,140144
8963,6-9,growth,positive,140887
8964,7,optimum,positive,140887
8965,5.5-8,growth,positive,140888
8966,7-8,optimum,positive,140888
8967,6-8,growth,positive,140889
8968,6,optimum,positive,140889
8969,5-10,growth,positive,140890
8970,5-8,optimum,positive,140890
8971,6-9,growth,positive,132456
8972,6-8,growth,positive,140891
8973,6.5-7.5,optimum,positive,140891
8974,5.5-9,growth,positive,140892
8975,6.5-7.5,optimum,positive,140892
8976,6-10,growth,positive,140893
8977,7,optimum,positive,140893
8978,6.5-8.5,growth,positive,140894
8979,7-7.5,optimum,positive,140894
8980,6-9,growth,positive,132434
8981,7-8,optimum,positive,132434
8982,6-9,growth,positive,140895
8983,7-7.5,optimum,positive,140895
8984,6-8.5,growth,positive,140896
8985,7.5,optimum,positive,140896
8986,5-8.5,growth,positive,132429
8987,7,optimum,positive,132429
8988,6.5-9.3,growth,positive,132450
8989,7.8,optimum,positive,132450
8990,6-8,growth,positive,140897
8991,6-7,optimum,positive,140897
8992,5-9,growth,positive,132455
8993,7,optimum,positive,132455
8994,6.5-10,growth,positive,132446
8995,9,optimum,positive,132446
8996,7.5-11,growth,positive,140898
8997,9.5,optimum,positive,140898
8998,4-9,growth,positive,140899
8999,5-6,optimum,positive,140899
9000,6.5-9,growth,positive,132449
9001,8,optimum,positive,132449
9002,5-8.5,growth,positive,132451
9003,6-6.5,optimum,positive,132451
9004,5-9,growth,positive,140900
9005,7,optimum,positive,140900
9006,6-8,growth,positive,140901
9007,7-8,optimum,positive,140901
9008,6.3-9.1,growth,positive,132467
9009,7.5-7.8,optimum,positive,132467
9010,6.3-9.1,growth,positive,140143
9011,7.5-7.8,optimum,positive,140143
9012,6-9,growth,positive,132430
9013,7,optimum,positive,132430
9014,7-10,growth,positive,132440
9015,7,optimum,positive,132440
9016,6-10,growth,positive,140902
9017,7,optimum,positive,140902
9018,7-9,growth,positive,132433
9019,8,optimum,positive,132433
9020,6-8,growth,positive,140903
9021,7,optimum,positive,140903
9022,5-8,growth,positive,132436
9023,5-8,growth,positive,132438
9024,7-9,growth,positive,132443
9025,5.5-9.5,growth,positive,140904
9026,7.5,optimum,positive,140904
9027,6-12,growth,positive,140905
9028,4-8,growth,positive,140906
9029,6-7,optimum,positive,140906
9030,6-8.5,growth,positive,132448
9031,7-7.5,optimum,positive,132448
9032,6-12,growth,positive,140907
9033,8-9,optimum,positive,140907
9034,6-9,growth,positive,132431
9035,7-8,optimum,positive,132431
9036,5-8,growth,positive,140908
9037,5-11,growth,positive,132442
9038,7,optimum,positive,132442
9039,5-11,growth,positive,140909
9040,7,optimum,positive,140909
9041,5-8,growth,positive,132444
9042,7,optimum,positive,132444
9043,5-10,growth,positive,132432
9044,3-12,growth,positive,132441
9045,4-10,optimum,positive,132441
9046,5-8,growth,positive,140910
9047,7-8,optimum,positive,140910
9048,5.5-9,growth,positive,132445
9049,6.5-8,optimum,positive,132445
9050,5-8.5,growth,positive,140911
9051,6.5-8.2,growth,positive,132428
9052,7.1,optimum,positive,132428
9053,7-10,growth,positive,132380
9054,7,optimum,positive,132380
9055,5.1-9.7,growth,positive,140913
9056,8.5,optimum,positive,140913
9057,5-9,growth,positive,131429
9058,6-8,optimum,positive,131429
9059,5-8,growth,positive,130794
9060,6-7,optimum,positive,130794
9061,6-8,growth,positive,132395
9062,7,optimum,positive,132395
9063,7-9,growth,positive,132966
9064,8,optimum,positive,132966
9065,6-9,growth,positive,140140
9066,7,optimum,positive,140140
9067,6-10,growth,positive,132385
9068,8,optimum,positive,132385
9069,5.5-10.5,growth,positive,132157
9070,7.5,optimum,positive,132157
9071,6-9,growth,positive,132387
9072,7,optimum,positive,132387
9073,6-8,growth,positive,132383
9074,7,optimum,positive,132383
9075,5.5-9,growth,positive,132388
9076,7.5-8.5,optimum,positive,132388
9077,5.6-8,growth,positive,5445
9078,5.5-9,growth,positive,132376
9079,7-7.5,optimum,positive,132376
9080,6-10,growth,positive,140915
9081,7,optimum,positive,140915
9082,4.5-7.5,growth,positive,140916
9083,7-7.5,optimum,positive,140916
9084,7-7.2,optimum,positive,132391
9085,5.2-7.5,growth,positive,140917
9086,6-6.2,optimum,positive,140917
9087,6-11,growth,positive,132389
9088,8,optimum,positive,132389
9089,4.5-10,growth,positive,140918
9090,6-8.5,growth,positive,140919
9091,7,optimum,positive,140919
9092,6-8,growth,positive,140920
9093,5.5-8,growth,positive,132386
9094,7,optimum,positive,132386
9095,5.5-9.5,growth,positive,140921
9096,7,optimum,positive,140921
9097,6-8,optimum,positive,2648
9098,6-8,growth,positive,140922
9099,7,optimum,positive,140922
9100,8.5,optimum,positive,2601
9101,5.5-8.8,growth,positive,132414
9102,6.5,optimum,positive,132414
9103,4-11,growth,positive,140923
9104,6,optimum,positive,140923
9105,4.5-8,growth,positive,132396
9106,7,optimum,positive,132396
9107,6-9,growth,positive,140924
9108,7,optimum,positive,140924
9109,5-9,growth,positive,140925
9110,7-8,optimum,positive,140925
9111,6-9,growth,positive,140926
9112,7,optimum,positive,140926
9113,6.5-8.5,growth,positive,140927
9114,7.5,optimum,positive,140927
9115,6.5-8,growth,positive,140928
9116,7-8,optimum,positive,140928
9117,5.8-9.2,growth,positive,140929
9118,8,optimum,positive,140929
9119,6-9,growth,positive,132377
9120,6-8,growth,positive,132373
9121,7,optimum,positive,132373
9122,7.5-11.5,growth,positive,132419
9123,8-11,optimum,positive,132419
9124,6-10,growth,positive,140139
9125,7.5,optimum,positive,140139
9126,6-10,growth,positive,132378
9127,7-11,growth,positive,140930
9128,7-10,optimum,positive,140930
9129,3-9,growth,positive,140931
9130,7-8,optimum,positive,140931
9131,6-10,growth,positive,132384
9132,7,optimum,positive,132384
9133,7-8,growth,positive,132397
9134,7.5,optimum,positive,132397
9135,5.5-9,growth,positive,132390
9136,7-7.5,optimum,positive,132390
9137,5.5-9,growth,positive,140932
9138,7.5,optimum,positive,140932
9139,6-8,growth,positive,140933
9140,7,optimum,positive,140933
9141,3.5-6.5,growth,positive,132417
9142,5-5.5,optimum,positive,132417
9143,4.5-8.5,growth,positive,132374
9144,5-8,optimum,positive,132374
9145,5-9.5,growth,positive,132375
9146,6-7.5,optimum,positive,132375
9147,6-8,growth,positive,140934
9148,6,optimum,positive,140934
9149,5-9,growth,positive,140935
9150,7.5,optimum,positive,140935
9151,4-9,growth,positive,140936
9152,7,optimum,positive,140936
9153,6-10,growth,positive,132965
9154,8,optimum,positive,132965
9155,5,growth,no,132381
9156,9,growth,no,132381
9157,6-9,growth,positive,140937
9158,5,growth,no,140937
9159,10,growth,no,140937
9160,6-12,growth,positive,132379
9161,7-8,optimum,positive,132379
9162,6.5-9.5,growth,positive,132403
9163,7-7.5,optimum,positive,132403
9164,5-9,growth,positive,140938
9165,7-8,optimum,positive,140938
9166,6-8,growth,positive,140939
9167,7,optimum,positive,140939
9168,6-8,growth,positive,140141
9169,7,optimum,positive,140141
9170,3.5-8,growth,positive,132354
9171,4-4.5,optimum,positive,132354
9172,2,optimum,positive,132357
9173,5-9,growth,positive,140940
9174,6-9,optimum,positive,140940
9175,6-8,growth,positive,140941
9176,7-8,optimum,positive,140941
9177,7-8,growth,positive,140942
9178,7,optimum,positive,140942
9179,5.5-9,growth,positive,140943
9180,6.5-7,optimum,positive,140943
9181,5-11,growth,positive,140944
9182,7,optimum,positive,140944
9183,5-10,growth,positive,132364
9184,7,optimum,positive,132364
9185,7-10,growth,positive,140946
9186,8-8.5,optimum,positive,140946
9187,4.5-7.5,growth,positive,132346
9188,6.5,optimum,positive,132346
9189,6-7.5,growth,positive,140947
9190,7,optimum,positive,140947
9191,4.5-8,growth,positive,132345
9192,7,optimum,positive,132345
9193,5.5-7.5,growth,positive,132348
9194,6.5,optimum,positive,132348
9195,5.0-9.0,growth,positive,140948
9196,6,optimum,positive,140948
9197,5.0-8.0,growth,positive,140949
9198,7,optimum,positive,140949
9199,5.5-9.0,growth,positive,140342
9200,7.5,optimum,positive,140342
9201,6.0-10.0,growth,positive,140343
9202,6.0-9.0,growth,positive,140344
9203,7.0-7.5,optimum,positive,140344
9204,7.0-11.0,growth,positive,140349
9205,9.0-10.0,optimum,positive,140349
9206,6.0-9.0,growth,positive,140950
9207,6.1-10.1,growth,positive,7500
9208,7.1-8.1,optimum,positive,7500
9209,5.0-8.0,growth,positive,7344
9210,7,optimum,positive,7344
9211,6.0-8.0,optimum,positive,140951
9212,6.0-10.0,growth,positive,140951
9213,4.5-8.5,growth,positive,140346
9214,6.5,optimum,positive,140346
9215,6.0-9.0,growth,positive,140952
9216,7,optimum,positive,140952
9217,6.0-8.0,growth,positive,140953
9218,6.0-7.0,growth,positive,140347
9219,5,optimum,no,140347
9220,6.0-9.0,growth,positive,140954
9221,8,optimum,positive,140954
9222,7.0-9.0,growth,positive,140955
9223,8,optimum,positive,140955
9224,7.0-9.0,growth,positive,140956
9225,8,optimum,positive,140956
9226,7.0-8.0,growth,positive,140957
9227,7,optimum,positive,140957
9228,7.0-8.0,growth,positive,140958
9229,7,optimum,positive,140958
9230,5.5-8.0,growth,positive,140959
9231,6.0-7.0,optimum,positive,140959
9232,5.0-10.0,growth,positive,140960
9233,7.0-8.0,optimum,positive,140960
9234,5.0-10.0,growth,positive,140961
9235,6,optimum,positive,140961
9236,5.0-9.0,growth,positive,140962
9237,6,optimum,positive,140962
9238,5.0-10.0,growth,positive,140963
9239,7,optimum,positive,140963
9240,5.0-10.0,growth,positive,140964
9241,7,optimum,positive,140964
9242,5.0-10.0,growth,positive,140965
9243,7,optimum,positive,140965
9244,5.0-10.0,growth,positive,140966
9245,8,optimum,positive,140966
9246,5.0-9.0,growth,positive,140967
9247,7,optimum,positive,140967
9248,5.0-9.0,growth,positive,140968
9249,7,optimum,positive,140968
9250,4.5-10,growth,positive,140969
9251,8,optimum,positive,140969
9252,7,optimum,positive,140970
9253,5.0-9.0,growth,positive,140970
9254,6.0-10.0,growth,positive,140971
9255,8,optimum,positive,140971
9256,5.0-9.0,growth,positive,140972
9257,7.0-8.0,optimum,positive,140972
9258,5.5-7.0,growth,positive,140973
9259,6,optimum,positive,140973
9260,6.0-8.0,growth,positive,140974
9261,7,optimum,positive,140974
9262,5,growth,no,140974
9263,9,growth,no,140974
9264,4.0-10.0,growth,positive,140975
9265,6.0-8.0,optimum,positive,140975
9266,4.0-10.0,growth,positive,140976
9267,6.0-8.0,optimum,positive,140976
9268,4.0-9.0,growth,positive,140977
9269,6.0-7.0,optimum,positive,140977
9270,6.0-8.0,growth,positive,140978
9271,7,optimum,positive,140978
9272,6.0-8.0,growth,positive,140979
9273,7,optimum,positive,140979
9274,5-8,growth,positive,140980
9275,6.6,optimum,positive,140980
9276,5.0-9.0,growth,positive,140981
9277,6,optimum,positive,140981
9278,5.0-9.5,growth,positive,140984
9279,6.5-7.5,optimum,positive,140984
9280,6.0-9.0,growth,positive,140985
9281,7,optimum,positive,140985
9282,5.0-10.0,growth,positive,140986
9283,6.5-8.5,optimum,positive,140986
9284,5.0-11.5,growth,positive,140987
9285,7.0-7.5,optimum,positive,140987
9286,5.0-11.5,growth,positive,140988
9287,7.5-8.0,optimum,positive,140988
9288,5.5-9.0,growth,positive,140989
9289,7,optimum,positive,140989
9290,6.0-9.0,growth,positive,140990
9291,7,optimum,positive,140990
9292,6.0-7.0,growth,positive,140991
9293,7,optimum,positive,140991
9294,6.0-9.0,growth,positive,140992
9295,6.0-9.0,growth,positive,140993
9296,5.0-8.0,growth,positive,140994
9297,6,optimum,positive,140994
9298,7.0-8.0,optimum,positive,140995
9299,5.5,growth,positive,140995
9300,5,growth,no,140995
9301,7.0-7.5,optimum,positive,140996
9302,6,growth,positive,140996
9303,5.5,growth,no,140996
9304,6.0-9.0,growth,positive,140997
9305,6.5,optimum,positive,140997
9306,7.0-8.0,optimum,positive,140998
9307,6,growth,positive,140998
9308,5.5,growth,no,140998
9309,6.0-8.0,growth,positive,140999
9310,7,optimum,positive,140999
9311,5.0-9.0,growth,positive,141000
9312,7,optimum,positive,141000
9313,6.5-8.5,growth,positive,140360
9314,7.3-7.8,optimum,positive,140360
9315,6.5-7.3,growth,positive,140361
9316,7.0-7.3,optimum,positive,140361
9317,7.0-9.0,growth,positive,141001
9318,8,optimum,positive,141001
9319,6.0-9.0,growth,positive,141002
9320,7,optimum,positive,141002
9321,7.0-8.0,growth,positive,140369
9322,7,optimum,positive,140369
9323,4.0-9.0,growth,positive,140370
9324,7,optimum,positive,140370
9325,6.0-10.0,growth,positive,141003
9326,6.0-7.0,optimum,positive,141003
9327,6.0-11.0,growth,positive,141004
9328,7.0-8.0,optimum,positive,141004
9329,6.0-7.0,optimum,positive,140372
9330,6.0-9.5,growth,positive,141005
9331,7,optimum,positive,141005
9332,4.5-7.5,growth,positive,141006
9333,5.5-6.0,optimum,positive,141006
9334,7.0-10.0,growth,positive,141007
9335,8,optimum,positive,141007
9336,4.0-8.0,growth,positive,140373
9337,4.0-7.0,optimum,positive,140373
9338,7.0-12.0,growth,positive,140404
9339,9.0-10.0,optimum,positive,140404
9340,6.0-10.0,growth,positive,140408
9341,8,optimum,positive,140408
9342,4.0-7.5,growth,positive,140409
9343,4.0-7.0,growth,positive,140410
9344,4.0-8.0,growth,positive,141008
9345,7,optimum,positive,141008
9346,7.5,optimum,positive,140414
9347,5.5-8.0,growth,positive,140414
9348,8,optimum,positive,141010
9349,6.5-8.5,growth,positive,141010
9350,7.0-8.0,optimum,positive,141011
9351,6,growth,positive,141011
9352,5.5,growth,no,141011
9353,5.0-8.0,growth,positive,141012
9354,7,optimum,positive,141012
9355,6.0-10.0,growth,positive,141013
9356,6.0-7.0,optimum,positive,141013
9357,3.5-6.0,growth,positive,141014
9358,6,optimum,positive,141014
9359,5.0-7.0,growth,positive,141028
9360,7,optimum,positive,141028
9361,7.0-8.0,growth,positive,141030
9362,7.0-10.0,growth,positive,141032
9363,8.0-9.0,optimum,positive,141032
9364,6.5-8.5,growth,positive,141033
9365,7.5,optimum,positive,141033
9366,7.0-7.3,optimum,positive,6091
9367,6.0-9.0,growth,positive,6092
9368,7.5-8.0,optimum,positive,6092
9369,5.5-9.0,growth,positive,141034
9370,7.0-7.5,optimum,positive,141034
9371,4.0-7.0,growth,positive,141035
9372,4.0-6.5,optimum,positive,141035
9373,4.0-7.5,growth,positive,141036
9374,5.5-6.0,optimum,positive,141036
9375,6.0-8.0,growth,positive,141037
9376,7,optimum,positive,141037
9377,7,optimum,positive,141038
9378,5.0-9.5,growth,positive,141038
9379,9-10,optimum,positive,141039
9380,8-11,growth,positive,141039
9381,7.0-9.0,growth,positive,141040
9382,7.0-8.0,optimum,positive,141040
9383,6.0-9.5,growth,positive,141041
9384,7,optimum,positive,141041
9385,6.0-8.0,growth,positive,141042
9386,7,optimum,positive,141042
9387,7.0-8.0,optimum,positive,141043
9388,5.5,growth,positive,141043
9389,5,growth,no,141043
9390,6.0-10.5,growth,positive,141044
9391,7,optimum,positive,141044
9392,5.0-9.0,growth,positive,141045
9393,7,optimum,positive,141045
9394,6.0-9.0,growth,positive,141046
9395,7,optimum,positive,141046
9396,5.0-11.0,growth,positive,141047
9397,7.0-8.0,optimum,positive,141047
9398,6.0-8.0,growth,positive,141048
9399,7,optimum,positive,141048
9400,4,growth,no,141049
9401,8,growth,positive,141049
9402,5.5-10.5,growth,positive,141050
9403,7.0-8.0,optimum,positive,141050
9404,6.0-8.5,growth,positive,141051
9405,7.0-7.5,optimum,positive,141051
9406,6.0-8.0,growth,positive,141052
9407,7,optimum,positive,141052
9408,6.5-8.0,growth,positive,141053
9409,6.0-9.0,growth,positive,141054
9410,6.5-8.0,optimum,positive,141054
9411,5.0-9.0,growth,positive,141055
9412,7,optimum,positive,141055
9413,5.0-9.0,growth,positive,141056
9414,7,optimum,positive,141056
9415,6.0-7.5,growth,positive,141057
9416,7,optimum,positive,141057
9417,6.0-7.5,growth,positive,141058
9418,7,optimum,positive,141058
9419,6.0-9.0,growth,positive,141059
9420,7,optimum,positive,141059
9421,5.5-8.5,growth,positive,141060
9422,6.0-7.0,optimum,positive,141060
9423,6.0-10.0,growth,positive,141062
9424,7,optimum,positive,141062
9425,6.0-10.0,growth,positive,132993
9426,7,optimum,positive,132993
9427,8,optimum,positive,132565
9428,7,optimum,positive,132560
9429,6.0-10.0,optimum,positive,132560
9430,5.0-12.0,growth,positive,132563
9431,7,optimum,positive,132563
9432,5.0-7.0,growth,positive,132569
9433,6.0-6.5,optimum,positive,132569
9434,6.0-10.0,growth,positive,141063
9435,7.0-7.5,optimum,positive,141063
9436,5.0-7.0,growth,positive,132574
9437,6,optimum,positive,132574
9438,5.5-9.5,growth,positive,141064
9439,7.0-8.0,optimum,positive,141065
9440,5.5,growth,positive,141065
9441,5,growth,no,141065
9442,7.0-8.0,optimum,positive,141066
9443,5.5,growth,positive,141066
9444,5,growth,no,141066
9445,7.0-9.0,growth,positive,141067
9446,8,optimum,positive,141067
9447,6.0-9.0,growth,positive,141068
9448,8,optimum,positive,141068
9449,7.5-12,growth,positive,141069
9450,10,optimum,positive,141069
9451,6.0-8.0,growth,positive,141070
9452,6.0-7.0,optimum,positive,141070
9453,5.0-9.0,growth,positive,141071
9454,7.0-8.0,optimum,positive,141072
9455,6,growth,positive,141072
9456,5.5,growth,no,141072
9457,6.0-10.0,growth,positive,132977
9458,7.5-8.5,optimum,positive,132977
9459,4.0-8.9,growth,positive,140162
9460,6.0-7.0,optimum,positive,140162
9461,6.0-10.0,growth,positive,132976
9462,7.5,optimum,positive,132976
9463,6.0-11.0,growth,positive,132974
9464,7,optimum,positive,132974
9465,6.0-10.0,growth,positive,132536
9466,7.5,optimum,positive,132536
9467,5.5-9.0,growth,positive,141073
9468,6.5,optimum,positive,141073
9469,7.0-9.0,growth,positive,141074
9470,6.0-8.0,growth,positive,132518
9471,6.0-8.0,growth,positive,141075
9472,6,optimum,positive,141075
