ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
43105,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158776
43106,"acid phosphatase",+,3.1.3.2,NULL,NULL,158776
43107,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158776
43108,urease,+,3.5.1.5,NULL,NULL,158776
43109,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158776
43110,"lipase (C 14)",-,NULL,NULL,NULL,158776
43111,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158776
43112,"valine arylamidase",-,NULL,NULL,NULL,158776
43113,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158776
43114,trypsin,-,3.4.21.4,NULL,NULL,158776
43115,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158776
43116,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158776
43117,beta-galactosidase,-,3.2.1.23,NULL,NULL,158776
43118,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158776
43119,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158776
43120,beta-glucosidase,-,3.2.1.21,NULL,NULL,158776
43121,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158776
43122,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158776
43123,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158776
43124,catalase,+,1.11.1.6,NULL,NULL,158777
43125,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158777
43126,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158777
43127,"esterase (C 4)",+,NULL,NULL,NULL,158777
43128,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158777
43129,"lipase (C 14)",+,NULL,NULL,NULL,158777
43130,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158777
43131,"valine arylamidase",+,NULL,NULL,NULL,158777
43132,naphthol-AS-BI-phosphohydrolase,+/-,NULL,NULL,NULL,158777
43133,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158777
43134,trypsin,-,3.4.21.4,NULL,NULL,158777
43135,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158777
43136,"acid phosphatase",-,3.1.3.2,NULL,NULL,158777
43137,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158777
43138,beta-galactosidase,-,3.2.1.23,NULL,NULL,158777
43139,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158777
43140,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158777
43141,beta-glucosidase,-,3.2.1.21,NULL,NULL,158777
43142,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158777
43143,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158777
43144,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158777
43145,urease,-,3.5.1.5,NULL,NULL,158777
43146,catalase,+,1.11.1.6,NULL,NULL,158778
43147,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158778
43148,urease,+,3.5.1.5,NULL,NULL,158778
43149,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158779
43150,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158779
43151,"esterase (C 4)",+,NULL,NULL,NULL,158779
43152,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158779
43153,"lipase (C 14)",+,NULL,NULL,NULL,158779
43154,"leucine aminopeptidase",+,3.4.1.1,NULL,NULL,158779
43155,"valine aminopeptidase",+,NULL,NULL,NULL,158779
43156,"cystine aminopeptidase",+,3.4.11.3,NULL,NULL,158779
43157,"acid phosphatase",+,3.1.3.2,NULL,NULL,158779
43158,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158779
43159,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,158779
43160,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158779
43161,beta-galactosidase,-,3.2.1.23,NULL,NULL,158779
43162,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158779
43163,beta-glucosidase,-,3.2.1.21,NULL,NULL,158779
43164,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158779
43165,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158779
43166,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158779
43167,trypsin,-,3.4.21.4,NULL,NULL,158779
43168,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158779
43169,catalase,+,1.11.1.6,NULL,NULL,158780
43170,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158780
43171,urease,+,3.5.1.5,NULL,NULL,158780
43172,catalase,-,1.11.1.6,NULL,NULL,158781
43173,"cytochrome oxidase",+/-,1.9.3.1,NULL,NULL,158781
43174,urease,-,3.5.1.5,NULL,NULL,158781
43175,gelatinase,-,NULL,NULL,NULL,158781
43176,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158781
43177,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158781
43178,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158781
43179,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,158781
43180,DNase,-,NULL,NULL,NULL,158781
43181,catalase,+,1.11.1.6,NULL,NULL,158782
43182,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158782
43183,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158782
43184,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158782
43185,"valine arylamidase",+,NULL,NULL,NULL,158782
43186,"acid phosphatase",+,3.1.3.2,NULL,NULL,158782
43187,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158782
43188,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158782
43189,beta-galactosidase,+,3.2.1.23,NULL,NULL,158782
43190,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158782
43191,beta-glucosidase,+,3.2.1.21,NULL,NULL,158782
43192,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158782
43193,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158783
43194,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158783
43195,"valine arylamidase",+,NULL,NULL,NULL,158783
43196,"acid phosphatase",+,3.1.3.2,NULL,NULL,158783
43197,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158783
43198,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158783
43199,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158783
43200,beta-galactosidase,+,3.2.1.23,NULL,NULL,158783
43201,beta-glucosidase,+,3.2.1.21,NULL,NULL,158783
43202,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158783
43203,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158783
43204,alpha-fucosidase,+,3.2.1.51,NULL,NULL,158783
43205,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158784
43206,catalase,+,1.11.1.6,NULL,NULL,158784
43207,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158784
43208,urease,+,3.5.1.5,NULL,NULL,158784
43209,beta-galactosidase,+,3.2.1.23,NULL,NULL,158784
43210,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158784
43211,"esterase (C 4)",+,NULL,NULL,NULL,158784
43212,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158784
43213,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158784
43214,"valine arylamidase",+,NULL,NULL,NULL,158784
43215,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158784
43216,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158784
43217,"acid phosphatase",+,3.1.3.2,NULL,NULL,158784
43218,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158784
43219,6-phospho-beta-galactosidase,+,3.2.1.85,NULL,NULL,158784
43220,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158784
43221,beta-glucuronidase,+,3.2.1.31,NULL,NULL,158784
43222,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158784
43223,beta-glucosidase,+,3.2.1.21,NULL,NULL,158784
43224,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158784
43225,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158784
43226,"lipase (C 14)",-,NULL,NULL,NULL,158784
43227,trypsin,-,3.4.21.4,NULL,NULL,158784
43228,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158784
43229,catalase,-,1.11.1.6,NULL,NULL,158785
43230,"pyroglutamic acid arylamidase",+,NULL,NULL,NULL,158785
43231,"esterase (C 4)",+,NULL,NULL,NULL,158785
43232,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158785
43233,"acid phosphatase",+,3.1.3.2,NULL,NULL,158785
43234,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158785
43235,catalase,+,1.11.1.6,NULL,NULL,158396
43236,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158396
43237,"acid phosphatase",+,3.1.3.2,NULL,NULL,158396
43238,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158396
43239,"esterase (C 4)",+,NULL,NULL,NULL,158396
43240,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158396
43241,beta-glucosidase,+,3.2.1.21,NULL,NULL,158396
43242,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158396
43243,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158396
43244,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158396
43245,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158396
43246,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158396
43247,beta-D-fucosidase,-,3.2.1.38,NULL,NULL,158396
43248,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158396
43249,beta-galactosidase,-,3.2.1.23,NULL,NULL,158396
43250,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158396
43251,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158396
43252,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158396
43253,"lipase (C 14)",-,NULL,NULL,NULL,158396
43254,trypsin,-,3.4.21.4,NULL,NULL,158396
43255,"valine arylamidase",-,NULL,NULL,NULL,158396
43256,gelatinase,+,NULL,NULL,NULL,158396
43257,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158396
43258,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158396
43259,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158396
43260,"tryptophan decarboxylase",-,4.1.1.27,NULL,NULL,158396
43261,urease,-,3.5.1.5,NULL,NULL,158396
43262,catalase,+,1.11.1.6,NULL,NULL,158786
43263,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158786
43264,"acid phosphatase",+,3.1.3.2,NULL,NULL,158786
43265,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158786
43266,"esterase (C 4)",+,NULL,NULL,NULL,158786
43267,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158786
43268,alpha-fucosidase,+,3.2.1.51,NULL,NULL,158786
43269,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158786
43270,beta-galactosidase,+,3.2.1.23,NULL,NULL,158786
43271,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158786
43272,beta-glucosidase,+,3.2.1.21,NULL,NULL,158786
43273,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158786
43274,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158786
43275,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158786
43276,"2-nitrophenyl beta-D-galactopyranoside",+,3.2.1.52,NULL,NULL,158786
43277,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158786
43278,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,158786
43279,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158786
43280,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158786
43281,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158786
43282,"lipase (C 14)",-,NULL,NULL,NULL,158786
43283,trypsin,-,3.4.21.4,NULL,NULL,158786
43284,urease,-,3.5.1.5,NULL,NULL,158786
43285,"valine arylamidase",-,NULL,NULL,NULL,158786
43286,catalase,+,1.11.1.6,NULL,NULL,158787
43287,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158787
43288,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158787
43289,"esterase (C 4)",+,NULL,NULL,NULL,158787
43290,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158787
43291,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158787
43292,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158787
43293,"acid phosphatase",+,3.1.3.2,NULL,NULL,158787
43294,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158787
43295,beta-galactosidase,+,3.2.1.23,NULL,NULL,158787
43296,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158787
43297,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158787
43298,protease,+,NULL,NULL,NULL,158787
43299,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158787
43300,urease,-,3.5.1.5,NULL,NULL,158787
43301,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158364
43302,catalase,+,1.11.1.6,NULL,NULL,158364
43303,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158788
43304,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158788
43305,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158788
43306,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158788
43307,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158788
43308,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158788
43309,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158788
43310,beta-galactosidase,-,3.2.1.23,NULL,NULL,158788
43311,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158788
43312,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158788
43313,beta-glucosidase,-,3.2.1.21,NULL,NULL,158788
43314,"valine arylamidase",-,NULL,NULL,NULL,158788
43315,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158788
43316,trypsin,-,3.4.21.4,NULL,NULL,158788
43317,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158788
43318,"acid phosphatase",-,3.1.3.2,NULL,NULL,158788
43319,lipase,-,NULL,NULL,NULL,158788
43320,esterase,+/-,NULL,NULL,NULL,158788
43321,"esterase Lipase (C 8)",+/-,NULL,NULL,NULL,158788
43322,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158788
43323,urease,-,3.5.1.5,NULL,NULL,158788
43324,catalase,+,1.11.1.6,NULL,NULL,158789
43325,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158789
43326,catalase,+,1.11.1.6,NULL,NULL,158267
43327,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158790
43328,"esterase (C 4)",+,NULL,NULL,NULL,158790
43329,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158790
43330,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158790
43331,"valine arylamidase",+,NULL,NULL,NULL,158790
43332,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158790
43333,trypsin,+,3.4.21.4,NULL,NULL,158790
43334,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158790
43335,"acid phosphatase",+,3.1.3.2,NULL,NULL,158790
43336,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158790
43337,beta-galactosidase,+,3.2.1.23,NULL,NULL,158790
43338,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158790
43339,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158790
43340,"lipase (C 14)",-,NULL,NULL,NULL,158790
43341,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158790
43342,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158790
43343,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158790
43344,beta-glucosidase,-,3.2.1.21,NULL,NULL,158790
43345,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158790
43346,catalase,+,1.11.1.6,NULL,NULL,158356
43347,catalase,+,1.11.1.6,NULL,NULL,158791
43348,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158791
43349,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158791
43350,"esterase (C 4)",+,NULL,NULL,NULL,158791
43351,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158791
43352,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158791
43353,"valine arylamidase",+,NULL,NULL,NULL,158791
43354,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158791
43355,trypsin,+,3.4.21.4,NULL,NULL,158791
43356,"acid phosphatase",+,3.1.3.2,NULL,NULL,158791
43357,"lipase (C 14)",-,NULL,NULL,NULL,158791
43358,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158791
43359,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,158791
43360,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158791
43361,beta-galactosidase,-,3.2.1.23,NULL,NULL,158791
43362,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158791
43363,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158791
43364,beta-glucosidase,-,3.2.1.21,NULL,NULL,158791
43365,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158791
43366,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158791
43367,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158791
43368,catalase,+,1.11.1.6,NULL,NULL,158398
43369,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158398
43370,pyrazinamidase,+,3.5.1.B15,NULL,NULL,158398
43371,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158398
43372,"esterase (C 4)",+,NULL,NULL,NULL,158398
43373,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158398
43374,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158398
43375,"acid phosphatase",+,3.1.3.2,NULL,NULL,158398
43376,phosphoamidase,+,3.9.1.1,NULL,NULL,158398
43377,"lipase (C 14)",-,NULL,NULL,NULL,158398
43378,"pyrrolidonyl arylamidase",-,3.4.19.3,NULL,NULL,158398
43379,"valine aminopeptidase",-,NULL,NULL,NULL,158398
43380,trypsin,-,3.4.21.4,NULL,NULL,158398
43381,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158398
43382,beta-galactosidase,-,3.2.1.23,NULL,NULL,158398
43383,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158398
43384,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158398
43385,beta-glucosidase,-,3.2.1.21,NULL,NULL,158398
43386,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158398
43387,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158398
43388,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158398
43389,catalase,+,1.11.1.6,NULL,NULL,158792
43390,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158792
43391,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158792
43392,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158792
43393,"valine arylamidase",+,NULL,NULL,NULL,158792
43394,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158792
43395,trypsin,+,3.4.21.4,NULL,NULL,158792
43396,"acid phosphatase",+,3.1.3.2,NULL,NULL,158792
43397,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158792
43398,urease,-,3.5.1.5,NULL,NULL,158792
43399,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158792
43400,"esterase (C 4)",-,NULL,NULL,NULL,158792
43401,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158792
43402,"lipase (C 14)",-,NULL,NULL,NULL,158792
43403,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158792
43404,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158792
43405,beta-galactosidase,-,3.2.1.23,NULL,NULL,158792
43406,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158792
43407,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158792
43408,beta-glucosidase,-,3.2.1.21,NULL,NULL,158792
43409,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158792
43410,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158792
43411,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158792
43412,catalase,-,1.11.1.6,NULL,NULL,158793
43413,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158793
43414,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158793
43415,proline-arylamidase,+,3.4.11.5,NULL,NULL,158793
43416,"phenylalanine arylamidase",+,NULL,NULL,NULL,158793
43417,"tyrosine arylamidase",+,NULL,NULL,NULL,158793
43418,"alanine arylamidase",+,3.4.11.2,NULL,NULL,158793
43419,"glycin arylamidase",+,NULL,NULL,NULL,158793
43420,catalase,-,1.11.1.6,NULL,NULL,158794
43421,"esterase (C 4)",-,NULL,NULL,NULL,158794
43422,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158794
43423,"lipase (C 14)",-,NULL,NULL,NULL,158794
43424,trypsin,-,3.4.21.4,NULL,NULL,158794
43425,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158794
43426,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,158794
43427,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158794
43428,beta-galactosidase,-,3.2.1.23,NULL,NULL,158794
43429,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158794
43430,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158794
43431,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158794
43432,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158794
43433,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158794
43434,"alkaline phosphatase",+/-,3.1.3.1,NULL,NULL,158794
43435,"leucine arylamidase",+/-,3.4.11.1,NULL,NULL,158794
43436,"acid phosphatase",+/-,3.1.3.2,NULL,NULL,158794
43437,naphthol-AS-BI-phosphohydrolase,+/-,NULL,NULL,NULL,158794
43438,beta-glucuronidase,+,3.2.1.31,NULL,NULL,158794
43439,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158794
43440,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158794
43441,beta-glucosidase,+,3.2.1.21,NULL,NULL,158794
43442,"nitrate reductase",+,1.7.99.4,NULL,NULL,158795
43443,urease,+,3.5.1.5,NULL,NULL,158795
43444,pyrazinamidase,+,3.5.1.B15,NULL,NULL,158795
43445,arylsulfatase,+/-,3.1.6.1,NULL,NULL,158795
43446,catalase,+/-,1.11.1.6,NULL,NULL,158795
43447,catalase,-,1.11.1.6,NULL,NULL,158401
43448,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158401
43449,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158401
43450,urease,-,3.5.1.5,NULL,NULL,158401
43451,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158401
43452,beta-galactosidase,-,3.2.1.23,NULL,NULL,158401
43453,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158401
43454,beta-glucosidase,-,3.2.1.21,NULL,NULL,158401
43455,alpha-arabinosidase,-,NULL,NULL,NULL,158401
43456,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158401
43457,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158401
43458,"glutamate decarboxylase",-,4.1.1.15,NULL,NULL,158401
43459,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158401
43460,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,158401
43461,"arginine arylamidase",-,NULL,NULL,NULL,158401
43462,proline-arylamidase,-,3.4.11.5,NULL,NULL,158401
43463,"leucyl glycin arylamidase",-,3.4.11.1,NULL,NULL,158401
43464,"phenylalanine arylamidase",-,NULL,NULL,NULL,158401
43465,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158401
43466,"pyroglutamic acid arylamidase",-,NULL,NULL,NULL,158401
43467,"tyrosine arylamidase",-,NULL,NULL,NULL,158401
43468,"alanine arylamidase",-,3.4.11.2,NULL,NULL,158401
43469,"glycin arylamidase",-,NULL,NULL,NULL,158401
43470,"histidine arylamidase",-,NULL,NULL,NULL,158401
43471,"glutamyl-glutamate arylamidase",-,NULL,NULL,NULL,158401
43472,"serine arylamidase",-,NULL,NULL,NULL,158401
43473,catalase,-,1.11.1.6,NULL,NULL,158400
43474,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158400
43475,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158400
43476,proline-arylamidase,+,3.4.11.5,NULL,NULL,158400
43477,"phenylalanine arylamidase",+,NULL,NULL,NULL,158400
43478,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158400
43479,"tyrosine arylamidase",+,NULL,NULL,NULL,158400
43480,"alanine arylamidase",+,3.4.11.2,NULL,NULL,158400
43481,"glycin arylamidase",+,NULL,NULL,NULL,158400
43482,"histidine arylamidase",+,NULL,NULL,NULL,158400
43483,"serine arylamidase",+,NULL,NULL,NULL,158400
43484,urease,-,3.5.1.5,NULL,NULL,158400
43485,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158400
43486,beta-galactosidase,-,3.2.1.23,NULL,NULL,158400
43487,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158400
43488,beta-glucosidase,-,3.2.1.21,NULL,NULL,158400
43489,alpha-arabinosidase,-,NULL,NULL,NULL,158400
43490,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158400
43491,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158400
43492,"glutamate decarboxylase",-,4.1.1.15,NULL,NULL,158400
43493,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158400
43494,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,158400
43495,"arginine arylamidase",-,NULL,NULL,NULL,158400
43496,"leucyl glycin arylamidase",-,3.4.11.1,NULL,NULL,158400
43497,"pyroglutamic acid arylamidase",-,NULL,NULL,NULL,158400
43498,"glutamyl-glutamate arylamidase",-,NULL,NULL,NULL,158400
43499,catalase,+,1.11.1.6,NULL,NULL,158797
43500,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158797
43501,urease,+,3.5.1.5,NULL,NULL,158797
43502,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158798
43503,catalase,-,1.11.1.6,NULL,NULL,158798
43504,urease,-,3.5.1.5,NULL,NULL,158798
43505,"esterase (C 4)",+,NULL,NULL,NULL,158798
43506,alpha-fucosidase,+,3.2.1.51,NULL,NULL,158798
43507,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158798
43508,beta-galactosidase,+,3.2.1.23,NULL,NULL,158798
43509,beta-glucuronidase,+,3.2.1.31,NULL,NULL,158798
43510,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158798
43511,beta-glucosidase,+,3.2.1.21,NULL,NULL,158798
43512,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158798
43513,"acid phosphatase",-,3.1.3.2,NULL,NULL,158798
43514,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,158798
43515,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158798
43516,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158798
43517,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158798
43518,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158798
43519,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158798
43520,"lipase (C 14)",-,NULL,NULL,NULL,158798
43521,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158798
43522,trypsin,-,3.4.21.4,NULL,NULL,158798
