ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
215,beta-glucosidase,+,3.2.1.21,NULL,NULL,17561
216,catalase,+,1.11.1.6,NULL,NULL,17561
217,gelatinase,+,NULL,NULL,NULL,17561
218,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,17561
219,urease,+,3.5.1.5,NULL,NULL,17561
220,"pyrrolidonyl arylamidase",+,3.4.19.3,NULL,NULL,14758
221,gelatinase,-,NULL,NULL,NULL,17584
222,catalase,+,1.11.1.6,NULL,NULL,78
223,catalase,-,1.11.1.6,NULL,NULL,131
224,catalase,+,1.11.1.6,NULL,NULL,132
225,catalase,+,1.11.1.6,NULL,NULL,133
226,catalase,+,1.11.1.6,NULL,NULL,134
227,catalase,-,1.11.1.6,NULL,NULL,141
228,catalase,+,1.11.1.6,NULL,NULL,143
229,catalase,+,1.11.1.6,NULL,NULL,297
230,catalase,+,1.11.1.6,NULL,NULL,300
231,catalase,+,1.11.1.6,NULL,NULL,301
232,catalase,+,1.11.1.6,NULL,NULL,302
233,catalase,+,1.11.1.6,NULL,NULL,303
234,catalase,+,1.11.1.6,NULL,NULL,304
235,catalase,+,1.11.1.6,NULL,NULL,305
236,catalase,+,1.11.1.6,NULL,NULL,306
237,catalase,+,1.11.1.6,NULL,NULL,307
238,catalase,+,1.11.1.6,NULL,NULL,308
239,catalase,+,1.11.1.6,NULL,NULL,320
240,catalase,+,1.11.1.6,NULL,NULL,366
241,catalase,+,1.11.1.6,NULL,NULL,374
242,catalase,+,1.11.1.6,NULL,NULL,375
243,catalase,+,1.11.1.6,NULL,NULL,376
244,catalase,+,1.11.1.6,NULL,NULL,382
245,catalase,+,1.11.1.6,NULL,NULL,385
246,catalase,-,1.11.1.6,NULL,NULL,1601
247,catalase,-,1.11.1.6,NULL,NULL,1608
248,catalase,+,1.11.1.6,NULL,NULL,1638
249,catalase,-,1.11.1.6,NULL,NULL,1640
250,catalase,-,1.11.1.6,NULL,NULL,1641
251,catalase,-,1.11.1.6,NULL,NULL,1642
252,catalase,-,1.11.1.6,NULL,NULL,1643
253,catalase,-,1.11.1.6,NULL,NULL,1644
254,catalase,+,1.11.1.6,NULL,NULL,1780
255,catalase,+,1.11.1.6,NULL,NULL,1889
256,catalase,+,1.11.1.6,NULL,NULL,1898
257,catalase,+,1.11.1.6,NULL,NULL,1899
258,catalase,+,1.11.1.6,NULL,NULL,1900
259,catalase,+,1.11.1.6,NULL,NULL,1901
260,catalase,+,1.11.1.6,NULL,NULL,1903
261,catalase,+,1.11.1.6,NULL,NULL,1906
262,catalase,+,1.11.1.6,NULL,NULL,1907
263,catalase,+,1.11.1.6,NULL,NULL,1908
264,catalase,+,1.11.1.6,NULL,NULL,1909
265,catalase,+,1.11.1.6,NULL,NULL,1911
266,catalase,+,1.11.1.6,NULL,NULL,1912
267,catalase,+,1.11.1.6,NULL,NULL,1916
268,catalase,+,1.11.1.6,NULL,NULL,1917
269,catalase,+,1.11.1.6,NULL,NULL,1919
270,catalase,+,1.11.1.6,NULL,NULL,1927
271,catalase,+,1.11.1.6,NULL,NULL,1934
272,catalase,+,1.11.1.6,NULL,NULL,1938
273,catalase,+,1.11.1.6,NULL,NULL,1941
274,catalase,+,1.11.1.6,NULL,NULL,1945
275,catalase,+,1.11.1.6,NULL,NULL,1946
276,catalase,+,1.11.1.6,NULL,NULL,1947
277,catalase,+,1.11.1.6,NULL,NULL,1948
278,catalase,+,1.11.1.6,NULL,NULL,1949
279,catalase,+,1.11.1.6,NULL,NULL,1950
280,catalase,+,1.11.1.6,NULL,NULL,1951
281,catalase,+,1.11.1.6,NULL,NULL,1954
282,catalase,+,1.11.1.6,NULL,NULL,1955
283,catalase,+,1.11.1.6,NULL,NULL,1956
284,catalase,+,1.11.1.6,NULL,NULL,1959
285,catalase,+,1.11.1.6,NULL,NULL,1960
286,catalase,+,1.11.1.6,NULL,NULL,1961
287,catalase,+,1.11.1.6,NULL,NULL,1964
288,catalase,+,1.11.1.6,NULL,NULL,1966
289,catalase,+,1.11.1.6,NULL,NULL,1968
290,catalase,+,1.11.1.6,NULL,NULL,1973
291,catalase,+,1.11.1.6,NULL,NULL,1974
292,catalase,+,1.11.1.6,NULL,NULL,1976
293,catalase,-,1.11.1.6,NULL,NULL,1977
294,catalase,+,1.11.1.6,NULL,NULL,1979
295,catalase,+,1.11.1.6,NULL,NULL,1980
296,catalase,+,1.11.1.6,NULL,NULL,1981
297,catalase,+,1.11.1.6,NULL,NULL,1982
298,catalase,+,1.11.1.6,NULL,NULL,1983
299,catalase,+,1.11.1.6,NULL,NULL,1984
300,catalase,+,1.11.1.6,NULL,NULL,1985
301,catalase,+,1.11.1.6,NULL,NULL,1986
302,catalase,+,1.11.1.6,NULL,NULL,1987
303,catalase,+,1.11.1.6,NULL,NULL,1988
304,catalase,+,1.11.1.6,NULL,NULL,1989
305,catalase,+,1.11.1.6,NULL,NULL,1990
306,catalase,+,1.11.1.6,NULL,NULL,2091
307,catalase,+,1.11.1.6,NULL,NULL,2092
308,catalase,+,1.11.1.6,NULL,NULL,2094
309,catalase,+,1.11.1.6,NULL,NULL,2095
310,catalase,-,1.11.1.6,NULL,NULL,2097
311,catalase,+,1.11.1.6,NULL,NULL,2099
312,catalase,+,1.11.1.6,NULL,NULL,2101
313,catalase,-,1.11.1.6,NULL,NULL,2102
314,catalase,+,1.11.1.6,NULL,NULL,2103
315,catalase,+,1.11.1.6,NULL,NULL,2120
316,catalase,+,1.11.1.6,NULL,NULL,2121
317,catalase,-,1.11.1.6,NULL,NULL,2125
318,catalase,+,1.11.1.6,NULL,NULL,2126
319,catalase,+,1.11.1.6,NULL,NULL,2127
320,catalase,-,1.11.1.6,NULL,NULL,2128
321,catalase,+,1.11.1.6,NULL,NULL,2131
322,catalase,+,1.11.1.6,NULL,NULL,2134
323,catalase,-,1.11.1.6,NULL,NULL,2135
324,catalase,-,1.11.1.6,NULL,NULL,2138
325,catalase,+,1.11.1.6,NULL,NULL,2140
326,catalase,+,1.11.1.6,NULL,NULL,2141
327,catalase,+,1.11.1.6,NULL,NULL,2582
328,catalase,+,1.11.1.6,NULL,NULL,2583
329,catalase,+,1.11.1.6,NULL,NULL,2584
330,catalase,-,1.11.1.6,NULL,NULL,5276
331,catalase,+,1.11.1.6,NULL,NULL,5277
332,catalase,+,1.11.1.6,NULL,NULL,5278
333,catalase,+,1.11.1.6,NULL,NULL,5279
334,catalase,+,1.11.1.6,NULL,NULL,5284
335,catalase,+,1.11.1.6,NULL,NULL,5285
336,catalase,+,1.11.1.6,NULL,NULL,5291
337,catalase,-,1.11.1.6,NULL,NULL,5292
338,catalase,+,1.11.1.6,NULL,NULL,5294
339,catalase,-,1.11.1.6,NULL,NULL,5295
340,catalase,+,1.11.1.6,NULL,NULL,5296
341,catalase,+,1.11.1.6,NULL,NULL,5297
342,catalase,-,1.11.1.6,NULL,NULL,5298
343,catalase,-,1.11.1.6,NULL,NULL,5299
344,catalase,-,1.11.1.6,NULL,NULL,5300
345,catalase,-,1.11.1.6,NULL,NULL,5302
346,catalase,-,1.11.1.6,NULL,NULL,5303
347,catalase,-,1.11.1.6,NULL,NULL,5304
348,catalase,-,1.11.1.6,NULL,NULL,5305
349,catalase,-,1.11.1.6,NULL,NULL,5306
350,catalase,+,1.11.1.6,NULL,NULL,5307
351,catalase,-,1.11.1.6,NULL,NULL,5308
352,catalase,-,1.11.1.6,NULL,NULL,5309
353,catalase,-,1.11.1.6,NULL,NULL,5310
354,catalase,-,1.11.1.6,NULL,NULL,5311
355,catalase,+,1.11.1.6,NULL,NULL,5313
356,catalase,+,1.11.1.6,NULL,NULL,5314
357,catalase,-,1.11.1.6,NULL,NULL,5315
358,catalase,-,1.11.1.6,NULL,NULL,5318
359,catalase,-,1.11.1.6,NULL,NULL,5321
360,catalase,-,1.11.1.6,NULL,NULL,5323
361,catalase,-,1.11.1.6,NULL,NULL,5326
362,catalase,+,1.11.1.6,NULL,NULL,5327
363,catalase,-,1.11.1.6,NULL,NULL,5335
364,catalase,-,1.11.1.6,NULL,NULL,5342
365,catalase,-,1.11.1.6,NULL,NULL,5348
366,catalase,+,1.11.1.6,NULL,NULL,5349
367,catalase,-,1.11.1.6,NULL,NULL,5350
368,catalase,-,1.11.1.6,NULL,NULL,5351
369,catalase,-,1.11.1.6,NULL,NULL,5353
370,catalase,-,1.11.1.6,NULL,NULL,5354
371,catalase,-,1.11.1.6,NULL,NULL,5355
372,catalase,-,1.11.1.6,NULL,NULL,5356
373,catalase,-,1.11.1.6,NULL,NULL,5357
374,catalase,-,1.11.1.6,NULL,NULL,5358
375,catalase,-,1.11.1.6,NULL,NULL,5360
376,catalase,-,1.11.1.6,NULL,NULL,5361
377,catalase,-,1.11.1.6,NULL,NULL,5362
378,catalase,-,1.11.1.6,NULL,NULL,5367
379,catalase,-,1.11.1.6,NULL,NULL,5372
380,catalase,-,1.11.1.6,NULL,NULL,5495
381,catalase,+,1.11.1.6,NULL,NULL,5632
382,catalase,+,1.11.1.6,NULL,NULL,5634
383,catalase,+,1.11.1.6,NULL,NULL,5635
384,catalase,+,1.11.1.6,NULL,NULL,5716
385,catalase,-,1.11.1.6,NULL,NULL,5750
386,catalase,-,1.11.1.6,NULL,NULL,5783
387,catalase,+,1.11.1.6,NULL,NULL,6098
388,catalase,+,1.11.1.6,NULL,NULL,6101
389,catalase,+,1.11.1.6,NULL,NULL,6102
390,catalase,+,1.11.1.6,NULL,NULL,6103
391,catalase,+,1.11.1.6,NULL,NULL,6107
392,catalase,+,1.11.1.6,NULL,NULL,6108
393,catalase,+,1.11.1.6,NULL,NULL,6706
394,catalase,+,1.11.1.6,NULL,NULL,6707
395,catalase,+,1.11.1.6,NULL,NULL,6708
396,catalase,+,1.11.1.6,NULL,NULL,6709
397,catalase,+,1.11.1.6,NULL,NULL,6710
398,catalase,+,1.11.1.6,NULL,NULL,6711
399,catalase,+,1.11.1.6,NULL,NULL,6712
400,catalase,+,1.11.1.6,NULL,NULL,6713
401,catalase,+,1.11.1.6,NULL,NULL,6714
402,catalase,+,1.11.1.6,NULL,NULL,6715
403,catalase,+,1.11.1.6,NULL,NULL,6716
404,catalase,+,1.11.1.6,NULL,NULL,6717
405,catalase,+,1.11.1.6,NULL,NULL,6718
406,catalase,+,1.11.1.6,NULL,NULL,6719
407,catalase,+,1.11.1.6,NULL,NULL,6720
408,catalase,+,1.11.1.6,NULL,NULL,6721
409,catalase,+,1.11.1.6,NULL,NULL,6722
410,catalase,+,1.11.1.6,NULL,NULL,6723
411,catalase,+,1.11.1.6,NULL,NULL,6724
412,catalase,+,1.11.1.6,NULL,NULL,6725
413,catalase,+,1.11.1.6,NULL,NULL,6726
414,catalase,+,1.11.1.6,NULL,NULL,6727
415,catalase,+,1.11.1.6,NULL,NULL,6728
416,catalase,+,1.11.1.6,NULL,NULL,6729
417,catalase,+,1.11.1.6,NULL,NULL,6730
418,catalase,+,1.11.1.6,NULL,NULL,6731
419,catalase,+,1.11.1.6,NULL,NULL,6732
420,catalase,+,1.11.1.6,NULL,NULL,6734
421,catalase,+,1.11.1.6,NULL,NULL,6735
422,catalase,+,1.11.1.6,NULL,NULL,6736
423,catalase,+,1.11.1.6,NULL,NULL,6740
424,catalase,+,1.11.1.6,NULL,NULL,6741
425,catalase,+,1.11.1.6,NULL,NULL,6743
426,catalase,+,1.11.1.6,NULL,NULL,6744
427,catalase,+,1.11.1.6,NULL,NULL,6745
428,catalase,+,1.11.1.6,NULL,NULL,6749
429,catalase,+,1.11.1.6,NULL,NULL,6751
430,catalase,-,1.11.1.6,NULL,NULL,6752
431,catalase,+,1.11.1.6,NULL,NULL,6753
432,catalase,+,1.11.1.6,NULL,NULL,6754
433,catalase,+,1.11.1.6,NULL,NULL,6756
434,catalase,+,1.11.1.6,NULL,NULL,6758
435,catalase,+,1.11.1.6,NULL,NULL,6759
436,catalase,+,1.11.1.6,NULL,NULL,6760
437,catalase,-,1.11.1.6,NULL,NULL,6761
438,catalase,+,1.11.1.6,NULL,NULL,6763
439,catalase,+,1.11.1.6,NULL,NULL,6766
440,catalase,+,1.11.1.6,NULL,NULL,6774
441,catalase,+,1.11.1.6,NULL,NULL,6775
442,catalase,+,1.11.1.6,NULL,NULL,6776
443,catalase,+,1.11.1.6,NULL,NULL,6777
444,catalase,+,1.11.1.6,NULL,NULL,6778
445,catalase,+,1.11.1.6,NULL,NULL,6779
446,catalase,+,1.11.1.6,NULL,NULL,6780
447,catalase,+,1.11.1.6,NULL,NULL,6781
448,catalase,+,1.11.1.6,NULL,NULL,6782
449,catalase,+,1.11.1.6,NULL,NULL,6783
450,catalase,+,1.11.1.6,NULL,NULL,6784
451,catalase,+,1.11.1.6,NULL,NULL,6785
452,catalase,+,1.11.1.6,NULL,NULL,6786
453,catalase,+,1.11.1.6,NULL,NULL,6787
454,catalase,+,1.11.1.6,NULL,NULL,6790
455,catalase,+,1.11.1.6,NULL,NULL,6791
456,catalase,+,1.11.1.6,NULL,NULL,6792
457,catalase,-,1.11.1.6,NULL,NULL,6869
458,catalase,+,1.11.1.6,NULL,NULL,6870
459,catalase,+,1.11.1.6,NULL,NULL,6871
460,catalase,+,1.11.1.6,NULL,NULL,6872
461,catalase,+,1.11.1.6,NULL,NULL,6873
462,catalase,+,1.11.1.6,NULL,NULL,6874
463,catalase,+,1.11.1.6,NULL,NULL,6875
464,catalase,+,1.11.1.6,NULL,NULL,6876
465,catalase,+,1.11.1.6,NULL,NULL,6877
466,catalase,+,1.11.1.6,NULL,NULL,6878
467,catalase,+,1.11.1.6,NULL,NULL,6879
468,catalase,+,1.11.1.6,NULL,NULL,6880
469,catalase,+,1.11.1.6,NULL,NULL,6881
470,catalase,+,1.11.1.6,NULL,NULL,7573
471,catalase,+,1.11.1.6,NULL,NULL,8057
472,catalase,+,1.11.1.6,NULL,NULL,8058
473,catalase,+,1.11.1.6,NULL,NULL,8073
474,catalase,+,1.11.1.6,NULL,NULL,8078
475,catalase,+,1.11.1.6,NULL,NULL,8084
476,catalase,+,1.11.1.6,NULL,NULL,8088
477,catalase,+,1.11.1.6,NULL,NULL,8092
478,catalase,+,1.11.1.6,NULL,NULL,8093
479,catalase,+,1.11.1.6,NULL,NULL,8094
480,catalase,+,1.11.1.6,NULL,NULL,8095
481,catalase,+,1.11.1.6,NULL,NULL,8096
482,catalase,+,1.11.1.6,NULL,NULL,8097
483,catalase,+,1.11.1.6,NULL,NULL,8123
484,catalase,+,1.11.1.6,NULL,NULL,8124
485,catalase,+,1.11.1.6,NULL,NULL,8125
486,catalase,+,1.11.1.6,NULL,NULL,8126
487,catalase,+,1.11.1.6,NULL,NULL,8128
488,catalase,+,1.11.1.6,NULL,NULL,8130
489,catalase,+,1.11.1.6,NULL,NULL,8133
490,catalase,+,1.11.1.6,NULL,NULL,8135
491,catalase,+,1.11.1.6,NULL,NULL,8139
492,catalase,+,1.11.1.6,NULL,NULL,8142
493,catalase,+,1.11.1.6,NULL,NULL,8144
494,catalase,+,1.11.1.6,NULL,NULL,8145
495,catalase,+,1.11.1.6,NULL,NULL,8146
496,catalase,+,1.11.1.6,NULL,NULL,8147
497,catalase,+,1.11.1.6,NULL,NULL,8148
498,catalase,+,1.11.1.6,NULL,NULL,8151
499,catalase,-,1.11.1.6,NULL,NULL,8153
500,catalase,-,1.11.1.6,NULL,NULL,8155
501,catalase,+,1.11.1.6,NULL,NULL,8156
502,catalase,+,1.11.1.6,NULL,NULL,8157
503,catalase,+,1.11.1.6,NULL,NULL,8160
504,catalase,+,1.11.1.6,NULL,NULL,8161
505,catalase,+,1.11.1.6,NULL,NULL,8162
506,catalase,+,1.11.1.6,NULL,NULL,8168
507,catalase,+,1.11.1.6,NULL,NULL,8169
508,catalase,+,1.11.1.6,NULL,NULL,8174
509,catalase,+,1.11.1.6,NULL,NULL,8175
510,catalase,+,1.11.1.6,NULL,NULL,10466
511,catalase,+,1.11.1.6,NULL,NULL,10467
512,catalase,+,1.11.1.6,NULL,NULL,10468
513,catalase,+,1.11.1.6,NULL,NULL,10470
514,catalase,+,1.11.1.6,NULL,NULL,10471
515,catalase,+,1.11.1.6,NULL,NULL,10472
516,catalase,+,1.11.1.6,NULL,NULL,10473
517,catalase,+,1.11.1.6,NULL,NULL,10474
518,catalase,+,1.11.1.6,NULL,NULL,10476
519,catalase,+,1.11.1.6,NULL,NULL,10477
520,catalase,+,1.11.1.6,NULL,NULL,10478
521,catalase,+,1.11.1.6,NULL,NULL,10483
522,catalase,+,1.11.1.6,NULL,NULL,10484
523,catalase,+,1.11.1.6,NULL,NULL,10487
524,catalase,+,1.11.1.6,NULL,NULL,10488
525,catalase,+,1.11.1.6,NULL,NULL,10490
526,catalase,-,1.11.1.6,NULL,NULL,10492
527,catalase,+,1.11.1.6,NULL,NULL,10513
528,catalase,+,1.11.1.6,NULL,NULL,11323
529,catalase,+,1.11.1.6,NULL,NULL,11327
530,catalase,+,1.11.1.6,NULL,NULL,11329
531,catalase,+,1.11.1.6,NULL,NULL,11330
532,catalase,+,1.11.1.6,NULL,NULL,11338
533,catalase,+,1.11.1.6,NULL,NULL,11339
534,catalase,+,1.11.1.6,NULL,NULL,11340
535,catalase,+,1.11.1.6,NULL,NULL,11341
536,catalase,+,1.11.1.6,NULL,NULL,11342
537,catalase,-,1.11.1.6,NULL,NULL,11672
538,catalase,+,1.11.1.6,NULL,NULL,11678
539,catalase,+,1.11.1.6,NULL,NULL,11680
540,catalase,+,1.11.1.6,NULL,NULL,11682
541,catalase,-,1.11.1.6,NULL,NULL,11683
542,catalase,+,1.11.1.6,NULL,NULL,11684
543,catalase,-,1.11.1.6,NULL,NULL,11686
544,catalase,+,1.11.1.6,NULL,NULL,11687
545,catalase,+,1.11.1.6,NULL,NULL,11691
546,catalase,-,1.11.1.6,NULL,NULL,11694
547,catalase,+,1.11.1.6,NULL,NULL,11695
548,catalase,+,1.11.1.6,NULL,NULL,11696
549,catalase,+,1.11.1.6,NULL,NULL,11697
550,catalase,+,1.11.1.6,NULL,NULL,11698
551,catalase,+,1.11.1.6,NULL,NULL,11699
552,catalase,+,1.11.1.6,NULL,NULL,11702
553,catalase,+,1.11.1.6,NULL,NULL,11703
554,catalase,+,1.11.1.6,NULL,NULL,11704
555,catalase,+,1.11.1.6,NULL,NULL,11705
556,catalase,+,1.11.1.6,NULL,NULL,11706
557,catalase,+,1.11.1.6,NULL,NULL,11707
558,catalase,+,1.11.1.6,NULL,NULL,11708
559,catalase,+,1.11.1.6,NULL,NULL,11714
560,catalase,+,1.11.1.6,NULL,NULL,11715
561,catalase,+,1.11.1.6,NULL,NULL,11716
562,catalase,+,1.11.1.6,NULL,NULL,11717
563,catalase,+,1.11.1.6,NULL,NULL,11721
564,catalase,+,1.11.1.6,NULL,NULL,11726
565,catalase,+,1.11.1.6,NULL,NULL,11727
566,catalase,+,1.11.1.6,NULL,NULL,11729
567,catalase,+,1.11.1.6,NULL,NULL,11735
568,catalase,+,1.11.1.6,NULL,NULL,11737
569,catalase,+,1.11.1.6,NULL,NULL,11739
570,catalase,+,1.11.1.6,NULL,NULL,11740
571,catalase,+,1.11.1.6,NULL,NULL,11741
572,catalase,-,1.11.1.6,NULL,NULL,11745
573,catalase,+,1.11.1.6,NULL,NULL,11746
574,catalase,-,1.11.1.6,NULL,NULL,11751
575,catalase,+,1.11.1.6,NULL,NULL,11752
576,catalase,+,1.11.1.6,NULL,NULL,11753
577,catalase,+,1.11.1.6,NULL,NULL,11754
578,catalase,-,1.11.1.6,NULL,NULL,11757
579,catalase,+,1.11.1.6,NULL,NULL,11758
580,catalase,+,1.11.1.6,NULL,NULL,11759
581,catalase,+,1.11.1.6,NULL,NULL,11886
582,catalase,+,1.11.1.6,NULL,NULL,12501
583,catalase,-,1.11.1.6,NULL,NULL,12508
584,catalase,-,1.11.1.6,NULL,NULL,12510
585,catalase,-,1.11.1.6,NULL,NULL,12511
586,catalase,-,1.11.1.6,NULL,NULL,12512
587,catalase,+,1.11.1.6,NULL,NULL,12513
588,catalase,+,1.11.1.6,NULL,NULL,12515
589,catalase,-,1.11.1.6,NULL,NULL,12522
590,catalase,+,1.11.1.6,NULL,NULL,12523
591,catalase,-,1.11.1.6,NULL,NULL,12552
592,catalase,-,1.11.1.6,NULL,NULL,12562
593,catalase,-,1.11.1.6,NULL,NULL,12563
594,catalase,+,1.11.1.6,NULL,NULL,13546
595,catalase,-,1.11.1.6,NULL,NULL,13562
596,catalase,+,1.11.1.6,NULL,NULL,13571
597,catalase,+,1.11.1.6,NULL,NULL,13572
598,catalase,+,1.11.1.6,NULL,NULL,13580
599,catalase,+,1.11.1.6,NULL,NULL,13584
600,catalase,+,1.11.1.6,NULL,NULL,13588
601,catalase,+,1.11.1.6,NULL,NULL,13599
602,catalase,+,1.11.1.6,NULL,NULL,13606
603,catalase,+,1.11.1.6,NULL,NULL,13609
604,catalase,+,1.11.1.6,NULL,NULL,13622
605,catalase,+,1.11.1.6,NULL,NULL,13624
606,catalase,+,1.11.1.6,NULL,NULL,13639
607,catalase,+,1.11.1.6,NULL,NULL,13640
608,catalase,+,1.11.1.6,NULL,NULL,13641
609,catalase,+,1.11.1.6,NULL,NULL,13642
610,catalase,+,1.11.1.6,NULL,NULL,13643
611,catalase,+,1.11.1.6,NULL,NULL,13644
612,catalase,-,1.11.1.6,NULL,NULL,13647
613,catalase,+,1.11.1.6,NULL,NULL,13654
614,catalase,+,1.11.1.6,NULL,NULL,13660
615,catalase,+,1.11.1.6,NULL,NULL,13662
616,catalase,+,1.11.1.6,NULL,NULL,13668
617,catalase,+,1.11.1.6,NULL,NULL,13669
618,catalase,+,1.11.1.6,NULL,NULL,13670
619,catalase,+,1.11.1.6,NULL,NULL,13673
620,catalase,+,1.11.1.6,NULL,NULL,13684
621,catalase,+,1.11.1.6,NULL,NULL,13685
622,catalase,+,1.11.1.6,NULL,NULL,13687
623,catalase,+,1.11.1.6,NULL,NULL,13730
624,catalase,+,1.11.1.6,NULL,NULL,13731
625,catalase,+,1.11.1.6,NULL,NULL,13732
626,catalase,+,1.11.1.6,NULL,NULL,13733
627,catalase,+,1.11.1.6,NULL,NULL,13734
628,catalase,+,1.11.1.6,NULL,NULL,13760
629,catalase,+,1.11.1.6,NULL,NULL,13763
630,catalase,+,1.11.1.6,NULL,NULL,13768
631,catalase,+,1.11.1.6,NULL,NULL,13769
632,catalase,+,1.11.1.6,NULL,NULL,13770
633,catalase,+,1.11.1.6,NULL,NULL,13772
634,catalase,+,1.11.1.6,NULL,NULL,13773
635,catalase,+,1.11.1.6,NULL,NULL,13777
636,catalase,+,1.11.1.6,NULL,NULL,13780
637,catalase,+,1.11.1.6,NULL,NULL,13783
638,catalase,+,1.11.1.6,NULL,NULL,13787
639,catalase,+,1.11.1.6,NULL,NULL,13788
640,catalase,+,1.11.1.6,NULL,NULL,13789
641,catalase,+,1.11.1.6,NULL,NULL,13790
642,catalase,+,1.11.1.6,NULL,NULL,13794
643,catalase,+,1.11.1.6,NULL,NULL,13804
644,catalase,+,1.11.1.6,NULL,NULL,13826
645,catalase,+,1.11.1.6,NULL,NULL,13830
646,catalase,+,1.11.1.6,NULL,NULL,13833
647,catalase,+,1.11.1.6,NULL,NULL,13839
648,catalase,+,1.11.1.6,NULL,NULL,13843
649,catalase,+,1.11.1.6,NULL,NULL,13848
650,catalase,+,1.11.1.6,NULL,NULL,13854
651,catalase,+,1.11.1.6,NULL,NULL,13855
652,catalase,+,1.11.1.6,NULL,NULL,14441
653,catalase,+,1.11.1.6,NULL,NULL,14442
654,catalase,+,1.11.1.6,NULL,NULL,14444
655,catalase,+,1.11.1.6,NULL,NULL,14445
656,catalase,+,1.11.1.6,NULL,NULL,14446
657,catalase,+,1.11.1.6,NULL,NULL,14447
658,catalase,+,1.11.1.6,NULL,NULL,14448
659,catalase,+,1.11.1.6,NULL,NULL,14449
660,catalase,+,1.11.1.6,NULL,NULL,14450
661,catalase,+,1.11.1.6,NULL,NULL,14454
662,catalase,+,1.11.1.6,NULL,NULL,14460
663,catalase,+,1.11.1.6,NULL,NULL,14461
664,catalase,+,1.11.1.6,NULL,NULL,14463
665,catalase,+,1.11.1.6,NULL,NULL,14464
666,catalase,+,1.11.1.6,NULL,NULL,14466
667,catalase,+,1.11.1.6,NULL,NULL,14468
668,catalase,+,1.11.1.6,NULL,NULL,14472
669,catalase,-,1.11.1.6,NULL,NULL,14473
670,catalase,+,1.11.1.6,NULL,NULL,14479
671,catalase,+,1.11.1.6,NULL,NULL,14480
672,catalase,+,1.11.1.6,NULL,NULL,14481
673,catalase,+,1.11.1.6,NULL,NULL,14487
674,catalase,+,1.11.1.6,NULL,NULL,14490
675,catalase,+,1.11.1.6,NULL,NULL,14495
676,catalase,+,1.11.1.6,NULL,NULL,14497
677,catalase,+,1.11.1.6,NULL,NULL,14498
678,catalase,+,1.11.1.6,NULL,NULL,14499
679,catalase,+,1.11.1.6,NULL,NULL,14500
680,catalase,+,1.11.1.6,NULL,NULL,14501
681,catalase,+,1.11.1.6,NULL,NULL,14502
682,catalase,+,1.11.1.6,NULL,NULL,14503
683,catalase,+,1.11.1.6,NULL,NULL,14504
684,catalase,+,1.11.1.6,NULL,NULL,14505
685,catalase,+,1.11.1.6,NULL,NULL,14506
686,catalase,+,1.11.1.6,NULL,NULL,14509
687,catalase,+,1.11.1.6,NULL,NULL,14516
688,catalase,+,1.11.1.6,NULL,NULL,14518
689,catalase,+,1.11.1.6,NULL,NULL,14522
690,catalase,+,1.11.1.6,NULL,NULL,14527
691,catalase,+,1.11.1.6,NULL,NULL,14529
692,catalase,+,1.11.1.6,NULL,NULL,14542
693,catalase,+,1.11.1.6,NULL,NULL,14544
694,catalase,+,1.11.1.6,NULL,NULL,14546
695,catalase,+,1.11.1.6,NULL,NULL,14553
696,catalase,+,1.11.1.6,NULL,NULL,14554
697,catalase,+,1.11.1.6,NULL,NULL,14555
698,catalase,+,1.11.1.6,NULL,NULL,14557
699,catalase,+,1.11.1.6,NULL,NULL,14559
700,catalase,+,1.11.1.6,NULL,NULL,14562
701,catalase,+,1.11.1.6,NULL,NULL,14563
702,catalase,+,1.11.1.6,NULL,NULL,14572
703,catalase,+,1.11.1.6,NULL,NULL,14573
704,catalase,+,1.11.1.6,NULL,NULL,14575
705,catalase,+,1.11.1.6,NULL,NULL,14586
706,catalase,+,1.11.1.6,NULL,NULL,14587
707,catalase,+,1.11.1.6,NULL,NULL,14599
708,catalase,+,1.11.1.6,NULL,NULL,14603
709,catalase,+,1.11.1.6,NULL,NULL,14609
710,catalase,+,1.11.1.6,NULL,NULL,14614
711,catalase,+,1.11.1.6,NULL,NULL,14617
712,catalase,+,1.11.1.6,NULL,NULL,14625
713,catalase,+,1.11.1.6,NULL,NULL,14631
714,catalase,+,1.11.1.6,NULL,NULL,14636
715,catalase,+,1.11.1.6,NULL,NULL,14657
716,catalase,+,1.11.1.6,NULL,NULL,14658
717,catalase,+,1.11.1.6,NULL,NULL,14662
718,catalase,+,1.11.1.6,NULL,NULL,14665
719,catalase,+,1.11.1.6,NULL,NULL,14669
720,catalase,+,1.11.1.6,NULL,NULL,14670
721,catalase,+,1.11.1.6,NULL,NULL,14671
722,catalase,+,1.11.1.6,NULL,NULL,14673
723,catalase,+,1.11.1.6,NULL,NULL,14676
724,catalase,+,1.11.1.6,NULL,NULL,14677
725,catalase,+,1.11.1.6,NULL,NULL,14678
726,catalase,+,1.11.1.6,NULL,NULL,14679
727,catalase,+,1.11.1.6,NULL,NULL,14680
728,catalase,-,1.11.1.6,NULL,NULL,14712
729,catalase,-,1.11.1.6,NULL,NULL,14713
730,catalase,+,1.11.1.6,NULL,NULL,14714
731,catalase,-,1.11.1.6,NULL,NULL,14716
