ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
373,1.2-1.5,µm,0.8,rod-shaped,1,NULL,negative,1792
374,1.1-1.4,µm,0.8,rod-shaped,1,NULL,negative,1793
375,0.8-1.0,µm,2.0-6.0,rod-shaped,1,"monotrichous, polar",negative,1801
376,NULL,NULL,NULL,NULL,1,"monotrichous, polar",negative,1812
377,NULL,NULL,NULL,NULL,NULL,NULL,negative,1813
378,1.5-4.5,µm,0.5,rod-shaped,NULL,NULL,negative,1814
379,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1815
380,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1816
381,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1817
382,1.20-1.45,µm,0.4-1.0,rod-shaped,1,"monotrichous, polar",negative,1829
383,1.25-25,µm,0.6-4.0,rod-shaped,1,"monotrichous, polar",negative,1830
384,NULL,NULL,NULL,rod-shaped,1,peritrichous,negative,1878
385,0.6-1.2,µm,0.4,rod-shaped,1,peritrichous,negative,1882
386,0.6-1.4,µm,0.4-0.6,rod-shaped,1,peritrichous,negative,1884
387,2,µm,NULL,rod-shaped,0,NULL,negative,1886
388,1.4,µm,0.8,rod-shaped,1,"monotrichous, polar",negative,1887
389,NULL,NULL,NULL,rod-shaped,1,lophotrichous,NULL,1888
390,NULL,NULL,NULL,NULL,1,NULL,negative,1890
391,1.5-1.7,µm,0.65-0.75,rod-shaped,1,"monotrichous, polar",negative,1891
392,2,µm,NULL,rod-shaped,0,NULL,negative,1892
393,2,µm,NULL,rod-shaped,0,NULL,negative,1893
394,2,µm,NULL,rod-shaped,1,NULL,negative,1894
395,2,µm,NULL,rod-shaped,0,NULL,negative,1895
396,1.5-2.5,µm,NULL,rod-shaped,1,NULL,negative,1896
397,NULL,NULL,NULL,dumbbell-shaped,1,NULL,negative,1897
398,NULL,NULL,NULL,rod-shaped,0,NULL,negative,1899
399,NULL,NULL,NULL,rod-shaped,0,NULL,negative,1900
400,2,µm,NULL,rod-shaped,0,NULL,negative,1901
401,NULL,NULL,NULL,rod-shaped,0,NULL,negative,1902
402,NULL,NULL,NULL,rod-shaped,0,NULL,negative,1903
403,0.7-2.0,µm,0.4-0.6,rod-shaped,NULL,NULL,negative,1904
404,NULL,NULL,NULL,rod-shaped,1,NULL,negative,1974
405,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1983
406,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1984
407,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1985
408,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1986
409,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1987
410,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1989
411,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,1990
412,NULL,NULL,NULL,NULL,1,NULL,negative,1993
413,0.8-1.6,µm,0.3-0.6,rod-shaped,NULL,NULL,negative,2053
414,1.5-3.7,µm,0.6-1.5,rod-shaped,1,NULL,negative,2055
415,1.5-4.0,µm,0.5-0.7,NULL,1,NULL,negative,2056
416,1.5-4.0,µm,0.5-0.7,NULL,1,NULL,negative,2057
417,1.5-4.0,µm,0.5-0.7,NULL,1,NULL,negative,2058
418,1.5-4.0,µm,0.5-0.7,NULL,1,NULL,negative,2059
419,1.5-4.0,µm,0.5-0.7,NULL,1,NULL,negative,2060
420,1.2-4.5,µm,0.5-0.7,rod-shaped,1,NULL,negative,2061
421,1.5,µm,0.7,rod-shaped,1,NULL,negative,2062
422,2.3-2.8,µm,0.7-0.9,rod-shaped,1,NULL,negative,2063
423,2.8,µm,0.9,rod-shaped,1,NULL,negative,2066
424,0.5-1.4,µm,0.3-0.5,rod-shaped,0,NULL,NULL,2076
425,0.5-1.4,µm,0.4-0.5,rod-shaped,0,NULL,NULL,2079
426,0.8-1.8,µm,0.6-0.8,rod-shaped,0,NULL,NULL,2080
427,0.6-1.8,µm,0.4-0.5,rod-shaped,0,NULL,NULL,2081
428,1.5-3.0,µm,1.0,rod-shaped,NULL,NULL,negative,2086
429,0.8-1.1,µm,NULL,coccus-shaped,0,NULL,NULL,2090
430,1.0-3.0,µm,0.2-0.4,rod-shaped,1,NULL,negative,2094
431,1.0-3.0,µm,0.2-0.4,rod-shaped,1,NULL,negative,2095
432,1.5,µm,0.5,rod-shaped,NULL,NULL,negative,2096
433,1.5-2.5,µm,0.4-0.5,rod-shaped,1,polar,negative,2097
434,2.0-5.0,µm,0.5-0.8,rod-shaped,1,lophotrichous,negative,2136
435,1.2-2.5,µm,0.2-0.5,rod-shaped,1,"monotrichous, polar",negative,2137
436,0.5-1.8,µm,0.25-0.5,rod-shaped,0,NULL,negative,2138
437,1.0-2.0,mm,0.3,vibrio-shaped,1,"monotrichous, polar",negative,2225
438,NULL,NULL,NULL,spiral-shaped,NULL,NULL,NULL,2225
439,1.0-2.0,mm,0.3,vibrio-shaped,1,polar,negative,2226
440,NULL,NULL,NULL,spiral-shaped,NULL,NULL,NULL,2226
441,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,positive,2249
442,1.0-2.0,µm,0.7-1.0,rod-shaped,0,NULL,negative,2339
443,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,2339
444,NULL,NULL,0.6-0.8,NULL,NULL,NULL,NULL,2395
445,NULL,NULL,0.6-0.8,rod-shaped,0,NULL,NULL,2396
446,NULL,NULL,0.7-1.1,rod-shaped,0,NULL,NULL,2397
447,NULL,NULL,NULL,vibrio-shaped,NULL,NULL,NULL,2397
448,NULL,NULL,0.7-1.1,rod-shaped,0,NULL,NULL,2398
449,NULL,NULL,0.5-0.7,vibrio-shaped,0,NULL,NULL,2401
450,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,2401
451,NULL,NULL,0.8-1.0,filament-shaped,1,NULL,negative,2416
452,2.0-7.0,µm,0.10-0.15,spiral-shaped,1,NULL,negative,2497
453,3.0-8.0,µm,0.5-1.0,filament-shaped,0,NULL,NULL,2827
454,1.5-2.0,µm,0.3-0.5,rod-shaped,1,NULL,negative,2905
455,NULL,NULL,NULL,rod-shaped,1,lophotrichous,negative,2927
456,NULL,NULL,NULL,rod-shaped,1,lophotrichous,negative,2928
457,NULL,NULL,NULL,rod-shaped,1,lophotrichous,negative,2930
458,2.0-6.0,µm,1.0-2.0,rod-shaped,1,polar,negative,2932
459,2.0-2.5,µm,0.5-1.0,rod-shaped,1,NULL,negative,2936
460,1.0-2.0,µm,0.5,rod-shaped,1,NULL,negative,2937
461,0.9-1.5,µm,0.6-0.8,rod-shaped,0,NULL,negative,2938
462,2.4-4.0,µm,0.7-1.2,rod-shaped,1,NULL,negative,2952
463,1.6-3.0,µm,0.6-0.8,rod-shaped,1,NULL,negative,2954
464,0.6-5.5,µm,0.3-0.6,rod-shaped,1,monotrichous,negative,2965
465,0.6-5.5,µm,0.3-0.6,rod-shaped,1,monotrichous,negative,2966
466,0.6-5.5,µm,0.3-0.6,rod-shaped,1,monotrichous,negative,2968
467,1.4-2.0,µm,0.8-1.2,rod-shaped,1,"monotrichous, polar",negative,2972
468,1.0-4.0,µm,NULL,coccus-shaped,0,NULL,negative,2982
469,0.8-2.8,µm,NULL,coccus-shaped,0,NULL,negative,2983
470,1.0-3.0,µm,0.6,rod-shaped,0,NULL,negative,2984
471,1.1-1.4,µm,0.7-0.9,rod-shaped,0,NULL,negative,2985
472,0.8-1.0,µm,0.6-0.8,coccus-shaped,0,NULL,negative,2986
473,2.0,µm,0.5,rod-shaped,1,polar,negative,2992
474,1.0-1.5,µm,0.5-0.7,rod-shaped,1,NULL,negative,3016
475,1.0-2.0,µm,0.5-0.7,rod-shaped,1,NULL,negative,3017
476,1.5-3.0,µm,0.3-0.5,rod-shaped,1,NULL,negative,3018
477,1.3-1.7,µm,0.4-0.8,rod-shaped,NULL,NULL,negative,3022
478,1.0-1.5,µm,0.4-0.5,rod-shaped,0,NULL,NULL,3032
479,1.0-1.7,µm,0.4-0.5,rod-shaped,0,NULL,NULL,3033
480,0.46-0.74,µm,0.25-0.35,rod-shaped,0,NULL,negative,3034
481,0.64-1.16,mm,0.23-0.37,rod-shaped,0,NULL,negative,3035
482,0.6-0.9,µm,NULL,coccus-shaped,0,NULL,positive,3043
483,0.8-1.0,µm,0.4,rod-shaped,0,NULL,positive,3053
484,NULL,NULL,NULL,NULL,0,NULL,positive,3159
485,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3161
486,NULL,NULL,NULL,NULL,0,NULL,positive,3163
487,NULL,NULL,NULL,NULL,0,NULL,positive,3164
488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3164
489,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,3167
490,NULL,NULL,NULL,coccus-shaped,0,NULL,NULL,3167
491,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,3169
492,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,3169
493,NULL,NULL,NULL,NULL,0,NULL,NULL,3169
494,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3171
495,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3172
496,NULL,NULL,NULL,other,0,NULL,positive,3178
497,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3180
498,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3181
499,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3182
500,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3183
501,NULL,NULL,NULL,NULL,0,NULL,positive,3184
502,NULL,NULL,NULL,NULL,0,NULL,positive,3187
503,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3190
504,NULL,NULL,NULL,NULL,0,NULL,positive,3192
505,1.0-4.5,µm,0.8-1.1,rod-shaped,0,NULL,positive,3195
506,NULL,NULL,NULL,dumbbell-shaped,0,NULL,positive,3196
507,NULL,NULL,NULL,pleomorphic-shaped,0,NULL,positive,3198
508,NULL,NULL,NULL,pleomorphic-shaped,0,NULL,positive,3199
509,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3202
510,NULL,NULL,NULL,NULL,0,NULL,positive,3203
511,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,3205
512,NULL,NULL,NULL,NULL,0,NULL,positive,3206
513,1-3,µm,NULL,rod-shaped,0,NULL,positive,3207
514,1.0-1.5,µm,0.5-0.7,rod-shaped,0,NULL,positive,3208
515,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3209
516,NULL,NULL,NULL,NULL,0,NULL,positive,3210
517,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3211
518,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3212
519,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3213
520,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3214
521,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3215
522,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3216
523,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3221
524,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3223
525,NULL,NULL,NULL,NULL,0,NULL,positive,3224
526,NULL,NULL,NULL,NULL,0,NULL,positive,3245
527,1.5-2.5,µm,0.3-0.7,rod-shaped,0,NULL,negative,3841
528,1.2-2.0,µm,NULL,sphere-shaped,0,NULL,positive,3855
529,1.2-2.0,µm,NULL,sphere-shaped,0,NULL,positive,3858
530,1.4-2.5,µm,0.8-1.3,rod-shaped,0,NULL,negative,3901
531,4.5-8.0,µm,1.9-2.3,vibrio-shaped,0,NULL,negative,3963
532,NULL,NULL,NULL,NULL,1,NULL,NULL,3963
533,5.4-6.2,µm,3.1,NULL,NULL,NULL,negative,3984
534,3.2-4.2,µm,0.8,NULL,NULL,NULL,negative,3987
535,4.2-6.1,µm,2.1,NULL,NULL,NULL,negative,3988
536,1.6-2.7,µm,0.7,NULL,NULL,NULL,negative,4029
537,4.5-7.4,µm,0.6,NULL,NULL,NULL,negative,4030
538,1.9-3.8,µm,0.7-1.2,rod-shaped,1,polar,negative,4031
539,1.0-2.0,µm,0.3-0.5,rod-shaped,0,NULL,negative,4032
540,1.5-2.0,µm,0.5,vibrio-shaped,1,polar,negative,4034
541,1.2-2.7,µm,0.6-0.7,NULL,1,polar,negative,4064
542,NULL,NULL,NULL,vibrio-shaped,NULL,NULL,NULL,4064
543,1.0-2.5,µm,0.4-0.5,vibrio-shaped,1,polar,negative,4065
544,2-3,µm,0.5,vibrio-shaped,1,polar,negative,4147
545,2.3-4.1,µm,0.7,vibrio-shaped,1,polar,negative,4148
546,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,4149
547,NULL,NULL,NULL,vibrio-shaped,NULL,NULL,NULL,4149
548,4.5-9.0,µm,0.3,curved-shaped,1,polar,negative,4149
549,1.0-5.0,µm,0.5-1.2,vibrio-shaped,1,polar,negative,4150
550,5.0-8.0,µm,1.0,vibrio-shaped,NULL,NULL,negative,4151
551,NULL,NULL,NULL,spiral-shaped,1,NULL,NULL,4151
552,3.0-4.0,µm,1.3-1.6,rod-shaped,0,NULL,negative,4165
553,0.5-2.0,µm,0.3-0.8,vibrio-shaped,1,polar,negative,4167
554,1.0-3.3,µm,0.4-0.6,rod-shaped,1,polar,negative,4168
555,2.4-5.6,µm,0.8-0.9,rod-shaped,1,polar,negative,4170
556,3.5,µm,0.5,vibrio-shaped,1,polar,NULL,4171
557,1.2-3.0,µm,NULL,coccus-shaped,1,"polytrichous, monopolar",negative,4189
558,1-2,µm,NULL,coccus-shaped,1,"polytrichous, monopolar",negative,4190
559,1.0-6.0,µm,NULL,coccus-shaped,NULL,NULL,negative,4191
560,1.0-1.5,µm,NULL,coccus-shaped,NULL,NULL,NULL,4192
561,0.8-1.0,µm,NULL,coccus-shaped,1,NULL,negative,4195
562,1.2-2.1,µm,NULL,coccus-shaped,1,NULL,negative,4196
563,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,4198
564,1-4,µm,NULL,coccus-shaped,1,polar,NULL,4199
565,0.6-1.0,µm,NULL,coccus-shaped,0,NULL,NULL,4200
566,0.8-1.3,µm,NULL,coccus-shaped,NULL,NULL,NULL,4203
567,0.2-0.8,µm,NULL,coccus-shaped,1,NULL,NULL,4205
568,3.0-5.0,µm,0.7-1.0,rod-shaped,1,lophotrichous,negative,4210
569,2.5-3.0,µm,0.7,rod-shaped,1,peritrichous,negative,4238
570,5.0-20.0,µm,0.4-0.6,rod-shaped,0,NULL,negative,4239
571,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,4241
572,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,4241
573,1.0-1.3,µm,0.2-0.3,rod-shaped,1,"monotrichous, polar",negative,5381
574,1.3-2.5,µm,0.6-1.0,rod-shaped,1,"monotrichous, polar",negative,5387
575,0.5-1.0,µm,0.48,rod-shaped,0,NULL,positive,12668
576,1.2,µm,0.5,rod-shaped,1,NULL,positive,22931
577,0.9-1.5,µm,NULL,coccus-shaped,1,NULL,positive,23735
578,1.5-2.2,µm,0.6-0.8,rod-shaped,1,peritrichous,positive,130201
579,1.5-3.0,µm,0.3-0.5,rod-shaped,1,NULL,negative,131560
580,NULL,NULL,NULL,NULL,0,NULL,positive,133131
581,2.0-4.0,µm,0.3-0.5,curved-shaped,1,monotrichous,negative,132639
582,2.9-30.0,µm,0.3-0.4,filament-shaped,0,NULL,negative,133003
583,1.0-1.12,µm,0.67-0.70,rod-shaped,1,NULL,negative,133164
584,1.7-2.3,µm,0.8-1.1,rod-shaped,1,NULL,positive,133154
585,1.3,µm,0.7,coccus-shaped,0,NULL,positive,133154
586,0.9-1.4,µm,0.4-0.6,rod-shaped,1,"monotrichous, polar",negative,133181
587,1.6-2.2,µm,0.4-0.5,rod-shaped,1,"monotrichous, polar",negative,133161
588,0.7-1.2,µm,0.4-0.6,rod-shaped,0,NULL,negative,133143
589,NULL,NULL,NULL,NULL,NULL,NULL,positive,133135
590,NULL,NULL,NULL,coccus-shaped,NULL,NULL,positive,132638
591,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,132638
592,2.0-5.0,µm,1.0-1.5,rod-shaped,0,NULL,negative,133002
593,NULL,NULL,NULL,oval-shaped,NULL,NULL,NULL,133002
594,NULL,NULL,NULL,NULL,0,NULL,positive,132632
595,1.0-2.0,µm,0.2-0.5,rod-shaped,NULL,NULL,negative,133170
596,2.0-4.0,µm,0.9,rod-shaped,NULL,NULL,negative,132648
597,0.4-10.0,µm,0.1-0.3,rod-shaped,0,NULL,negative,133148
598,1.2-2.5,µm,0.8-1.1,rod-shaped,0,NULL,negative,133165
599,0.4-0.7,µm,1.0-1.5,rod-shaped,0,NULL,negative,133165
600,1.2-1.3,µm,0.7-0.8,rod-shaped,1,NULL,negative,133173
601,1.1-1.3,µm,0.3-0.4,rod-shaped,0,NULL,negative,133142
602,1.1-1.5,µm,0.3-1.1,rod-shaped,0,NULL,negative,133144
603,0.5-0.6,µm,0.4-0.5,coccus-shaped,0,NULL,positive,132635
604,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,132635
605,0.5-2.0,µm,0.4-0.6,rod-shaped,0,NULL,positive,133130
606,NULL,NULL,NULL,NULL,0,NULL,positive,133129
607,4.0-20.0,µm,1,rod-shaped,1,peritrichous,positive,133157
608,0.4-8.0,µm,0.4-0.7,coccus-shaped,0,NULL,negative,133178
609,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,133178
610,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,133178
611,3.0-10.0,µm,0.7-0.9,rod-shaped,0,NULL,negative,132640
612,1.6-3.0,µm,0.5-1.2,rod-shaped,0,NULL,negative,132637
613,1.3-1.9,µm,0.5-0.6,rod-shaped,0,NULL,negative,133179
614,NULL,NULL,NULL,NULL,0,NULL,positive,133134
615,NULL,NULL,NULL,NULL,NULL,NULL,positive,133132
616,NULL,NULL,NULL,filament-shaped,NULL,NULL,positive,133137
617,1.2-1.4,µm,0.6-0.7,rod-shaped,1,polar,negative,133158
618,1.0-10.0,µm,0.3,rod-shaped,1,"monotrichous, polar",negative,132643
619,1.0-2.0,µm,NULL,rod-shaped,1,"monotrichous, polar",negative,133172
620,1.0-1.8,µm,0.5-0.7,rod-shaped,1,"monotrichous, polar",negative,132647
621,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,132664
622,1.4-2.0,µm,0.4-0.6,rod-shaped,0,NULL,positive,133186
623,1.0-1.5,µm,NULL,coccus-shaped,NULL,NULL,positive,132663
624,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,132663
625,NULL,NULL,NULL,NULL,0,NULL,positive,132662
626,0.8-1.0,µm,NULL,rod-shaped,1,NULL,positive,133183
627,NULL,NULL,NULL,coccus-shaped,NULL,NULL,positive,132661
628,1.1-1.2,µm,NULL,coccus-shaped,NULL,NULL,positive,17886
629,1.1-1.2,µm,NULL,coccus-shaped,NULL,NULL,positive,8593
630,0.7-0.9,µm,NULL,coccus-shaped,0,NULL,positive,132659
631,NULL,NULL,NULL,NULL,0,NULL,positive,132666
632,NULL,NULL,NULL,NULL,0,NULL,positive,132668
633,NULL,NULL,NULL,filament-shaped,0,NULL,positive,132669
634,NULL,NULL,NULL,NULL,NULL,NULL,positive,133187
635,NULL,NULL,NULL,NULL,0,NULL,positive,132670
636,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,132667
637,2,µm,0.8,rod-shaped,1,NULL,negative,132665
638,2.2,µm,0.5,rod-shaped,0,NULL,positive,133189
639,1.2-2.3,µm,0.4-0.5,rod-shaped,1,,negative,133188
640,0.3-3.0,µm,0.2-0.8,rod-shaped,1,,negative,133006
641,3.3-4.2,µm,0.65-0.95,rod-shaped,1,,negative,133190
642,1.7-1.8,µm,0.5-0.6,rod-shaped,1,,negative,133191
643,1.0-1.6,µm,0.4-0.6,rod-shaped,1,,negative,133007
644,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,133192
645,1.5-3.0,µm,0.3-0.7,rod-shaped,0,NULL,negative,133193
646,1.1-1.6,µm,0.4-0.6,rod-shaped,1,,negative,133194
647,0.8-1.2,µm,0.2-0.4,rod-shaped,0,NULL,negative,133195
648,1.6,µm,0.8,rod-shaped,0,NULL,negative,133008
649,1.0-3.0,µm,0.7-1.2,rod-shaped,0,NULL,negative,133196
650,2.5-15.0,µm,0.3-0.4,filament-shaped,0,NULL,negative,133197
651,1.5-2.7,µm,0.4-0.5,rod-shaped,0,NULL,negative,133198
652,0.8-1.5,µm,0.2-0.3,rod-shaped,0,NULL,positive,133199
653,0.7-0.8,µm,0.4-0.5,rod-shaped,0,NULL,negative,133200
654,0.5-2.0,µm,0.5-1.0,rod-shaped,0,NULL,negative,133009
655,NULL,NULL,NULL,NULL,NULL,NULL,positive,131722
656,NULL,NULL,NULL,NULL,NULL,NULL,positive,131723
657,NULL,NULL,NULL,NULL,NULL,NULL,positive,131724
658,1.2-1.7,µm,0.5-0.6,rod-shaped,0,NULL,positive,133240
659,0.7-1.2,µm,0.4-0.5,rod-shaped,0,NULL,positive,133018
660,0.8-1.2,µm,0.3-0.6,rod-shaped,0,NULL,positive,133239
661,NULL,NULL,NULL,rod-shaped,1,NULL,positive,7328
662,0.9-1.8,µm,0.6-1.3,rod-shaped,0,NULL,positive,131684
663,1.0-2.1,µm,0.5-0.6,rod-shaped,0,NULL,positive,133241
664,NULL,NULL,NULL,NULL,NULL,NULL,positive,131989
665,0.8-0.9,µm,0.4-0.5,rod-shaped,0,NULL,positive,12636
666,NULL,NULL,NULL,ellipsoidal,NULL,NULL,NULL,12636
667,0.8-0.9,µm,0.4-0.5,coccus-shaped,0,NULL,positive,133242
668,NULL,NULL,NULL,filament-shaped,0,NULL,positive,133243
669,0.65-0.70,µm,0.25-0.3,rod-shaped,0,NULL,positive,133246
670,NULL,NULL,NULL,NULL,0,NULL,positive,132025
671,2.1-2.6,µm,0.8-0.9,rod-shaped,0,NULL,positive,133020
672,1.2-4.0,µm,0.6-1.0,rod-shaped,0,NULL,positive,133266
673,NULL,NULL,NULL,NULL,1,NULL,NULL,130206
674,1.1-1.4,µm,NULL,coccus-shaped,0,NULL,positive,133028
675,1.5-2.9,µm,0.4-0.6,rod-shaped,1,lophotrichous,positive,133029
676,NULL,NULL,NULL,filament-shaped,NULL,NULL,positive,132033
677,0.64-2.55,µm,0.35-0.47,rod-shaped,0,NULL,positive,133267
678,2.0-8.0,µm,0.5-1.5,curved-shaped,1,NULL,negative,2741
679,2.0-8.0,µm,0.5-1.5,curved-shaped,1,NULL,positive,5415
680,1.1-2.5,µm,0.5-0.6,rod-shaped,NULL,NULL,NULL,133268
681,10.0-30.0,µm,0.5-0.6,filament-shaped,NULL,NULL,NULL,133268
682,1.0-5.0,µm,0.5-0.8,rod-shaped,1,"monotrichous, polar",negative,133030
683,1.5-2.0,µm,NULL,coccus-shaped,0,NULL,negative,133269
684,1.7-4.8,µm,0.5-0.9,rod-shaped,0,NULL,negative,133032
685,1.3-1.7,µm,0.7-0.9,rod-shaped,0,NULL,negative,133033
686,1.8,µm,1,sphere-shaped,0,NULL,negative,133034
687,15-300,µm,0.2-0.3,NULL,NULL,NULL,NULL,14336
688,1.1-2.0,µm,0.4-0.6,rod-shaped,0,NULL,negative,133270
689,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,133271
690,1.6-1.8,µm,0.3-0.4,rod-shaped,1,"monotrichous, polar",negative,133272
691,NULL,NULL,NULL,curved-shaped,NULL,NULL,NULL,133272
692,1.5-3.5,µm,0.5-0.8,rod-shaped,1,"monotrichous, polar",negative,133273
693,1.0-2.0,µm,0.6-0.8,ovoid-shaped,1,NULL,negative,133275
694,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,133275
695,1.3-1.4,µm,0.3-0.4,vibrio-shaped,1,"monotrichous, polar",negative,133276
696,1.3-3.6,µm,0.5-1.1,rod-shaped,1,NULL,negative,133277
697,1.5-1.6,µm,0.4-0.5,rod-shaped,0,NULL,negative,133278
698,1.5-2.0,µm,0.5-0.8,rod-shaped,1,"monotrichous, polar",negative,133279
699,0.8-2.0,µm,0.5-0.8,rod-shaped,0,NULL,negative,133280
700,1.6-1.9,µm,0.9-1.1,rod-shaped,0,NULL,negative,133281
701,1,µm,1,coccus-shaped,0,NULL,negative,133282
702,0.8-1.0,µm,0.3-0.6,rod-shaped,1,"monotrichous, polar",negative,133283
703,1.3-1.7,µm,0.5-0.7,rod-shaped,1,"monotrichous, polar",negative,133284
704,1.0-2.5,µm,0.5-1.0,rod-shaped,1,NULL,negative,133285
705,2,µm,1,rod-shaped,1,NULL,negative,133286
706,0.8-2.4,µm,0.3-0.6,rod-shaped,1,NULL,negative,133287
707,832,µm,427,oval-shaped,NULL,NULL,negative,133288
708,0.8-1.0,µm,0.4-0.5,rod-shaped,1,"monotrichous, polar",negative,133289
709,1.05-1.17,µm,0.39-0.43,rod-shaped,1,NULL,negative,133290
710,0.6-2.0,µm,0.2-0.4,filament-shaped,0,NULL,negative,133291
711,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,133291
712,1.2-2.5,µm,0.4-0.6,rod-shaped,1,NULL,negative,133292
713,NULL,NULL,NULL,curved-shaped,NULL,NULL,NULL,133292
714,NULL,NULL,NULL,NULL,1,NULL,negative,133293
715,1.0-2.4,µm,0.3-0.4,vibrio-shaped,1,"monotrichous, polar",negative,133294
716,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,133295
717,1.5-2.0,µm,0.3-0.5,rod-shaped,1,"monotrichous, polar",negative,133296
718,1.5-3.3,µm,0.2-0.5,coccus-shaped,0,NULL,negative,133297
719,0.6-1.0,µm,0.1-0.3,rod-shaped,0,NULL,negative,133046
720,NULL,NULL,NULL,rod-shaped,1,NULL,negative,133298
721,NULL,NULL,NULL,rod-shaped,0,NULL,negative,133299
722,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,133175
723,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,133162
724,NULL,NULL,NULL,ovoid-shaped,0,NULL,negative,133169
725,0.4-10.0,µm,0.2-0.4,,NULL,NULL,NULL,133169
726,NULL,NULL,NULL,rod-shaped,0,NULL,positive,133136
727,0.5-2.0,µm,0.1-0.4,ovoid-shaped,NULL,NULL,NULL,133136
728,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,133163
729,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,133163
730,0.2-3.0,µm,0.2-1.0,rod-shaped,NULL,NULL,NULL,133163
731,0.6-1.5,µm,0.4-0.6,rod-shaped,NULL,NULL,negative,132636
732,NULL,NULL,NULL,sphere-shaped,0,NULL,positive,133150
733,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,133150
734,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,133150
735,1.0-2.5,µm,NULL,rod-shaped,NULL,NULL,negative,133141
736,2.0-9.0,µm,0.4-1.0,rod-shaped,0,NULL,negative,133149
737,NULL,NULL,NULL,NULL,NULL,NULL,positive,133149
738,NULL,NULL,NULL,NULL,0,NULL,positive,133133
739,NULL,NULL,NULL,pleomorphic-shaped,0,NULL,negative,133133
740,1.2-1.5,µm,0.5-0.7,rod-shaped,1,lophotrichous,negative,133160
741,NULL,NULL,NULL,rod-shaped,0,NULL,negative,132644
742,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132633
743,2.0-6.0,µm,0.5,NULL,0,NULL,positive,132646
744,3.5,µm,1.1,rod-shaped,0,NULL,negative,133140
745,0.5-0.7,µm,1.0-1.1,rod-shaped,0,NULL,positive,132631
746,1.0-1.6,µm,0.3-0.9,rod-shaped,1,peritrichous,positive,133153
