ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
6773,1.5-2,µm,0.4-0.6,rod-shaped,1,gliding,negative,140831
6774,NULL,NULL,NULL,NULL,0,NULL,positive,132532
6775,0.4-2,µm,0.2-0.7,rod-shaped,NULL,NULL,positive,132534
6776,4-5.5,µm,0.5-0.7,rod-shaped,0,NULL,negative,140832
6777,1.2-2.1,µm,0.6-0.7,rod-shaped,1,NULL,positive,132547
6778,7.5-9,µm,3-4,rod-shaped,1,NULL,negative,132550
6779,1.3-2.4,µm,1.3-1.5,coccus-shaped,1,gliding,negative,140833
6780,1.4-1.5,µm,0.6-0.7,rod-shaped,1,NULL,positive,132548
6781,1-2,µm,0.5-1.5,coccus-shaped,0,NULL,negative,140834
6782,0.6-0.8,µm,0.3-0.4,pleomorphic-shaped,0,NULL,negative,140835
6783,4-7,µm,0.9-1,rod-shaped,0,NULL,negative,140836
6784,2.8-3,µm,0.5-0.6,rod-shaped,0,NULL,negative,140837
6785,1.8-3,µm,0.7-0.9,rod-shaped,NULL,NULL,negative,140838
6786,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132535
6787,NULL,NULL,NULL,rod-shaped,0,NULL,positive,140839
6788,NULL,NULL,NULL,NULL,NULL,NULL,positive,140840
6789,NULL,NULL,NULL,NULL,NULL,NULL,positive,140841
6790,NULL,NULL,NULL,NULL,NULL,NULL,positive,140842
6791,0.7-2.7,µm,0.7-1.25,rod-shaped,1,peritrichous,positive,140843
6792,1.8-2.2,µm,0.6-0.9,rod-shaped,1,NULL,negative,140844
6793,0.4-1.3,µm,0.5-0.7,coccus-shaped,0,NULL,negative,132528
6794,NULL,NULL,1-1.5,coccus-shaped,0,NULL,positive,132512
6795,1.5-2,µm,1,rod-shaped,1,monotrichous,negative,140845
6796,1.3-15,µm,0.4-0.8,rod-shaped,0,NULL,negative,132517
6797,1.1-1.7,µm,0.4-0.5,rod-shaped,1,"monotrichous, polar",negative,140846
6798,1.2-3,µm,0.3,spiral-shaped,1,lophotrichous,NULL,132529
6799,2.5-4,µm,0.3-0.4,spiral-shaped,1,lophotrichous,NULL,132530
6800,2-4,µm,0.3,spiral-shaped,1,lophotrichous,NULL,132531
6801,0.8-1.4,µm,0.3-0.4,rod-shaped,0,NULL,positive,132514
6802,1-2,µm,0.3-0.4,rod-shaped,0,NULL,positive,132515
6803,1.2-1.8,µm,0.5-0.7,rod-shaped,0,NULL,negative,140847
6804,NULL,NULL,NULL,rod-shaped,0,NULL,positive,140848
6805,1.7-2.6,µm,0.7,rod-shaped,0,NULL,positive,132516
6806,0.7-0.9,µm,NULL,coccus-shaped,0,NULL,positive,140849
6807,2.4-3.3,µm,0.9-1.5,rod-shaped,1,peritrichous,positive,140850
6808,1-5.3,µm,1-2,coccus-shaped,NULL,NULL,positive,132525
6809,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,132519
6810,NULL,NULL,NULL,rod-shaped,1,"monotrichous, polar",negative,140851
6811,1-1.5,µm,0.7-0.9,rod-shaped,0,NULL,negative,140852
6812,NULL,NULL,NULL,NULL,NULL,NULL,positive,140853
6813,1.4-2.8,µm,0.4-1.1,NULL,0,NULL,negative,140854
6814,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,139534
6815,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,139490
6816,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,139492
6817,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,139427
6818,NULL,NULL,NULL,coccus-shaped,NULL,NULL,negative,139493
6819,0.5-1,µm,0.5-0.7,rod-shaped,0,NULL,positive,140855
6820,1.2-1.6,µm,0.5-0.7,rod-shaped,1,"monotrichous, polar",negative,140856
6821,1-2,µm,0.5-0.6,rod-shaped,1,NULL,negative,132490
6822,0.92,µm,0.47,rod-shaped,0,NULL,negative,132488
6823,0.8-0.9,µm,0.4-0.5,rod-shaped,0,NULL,negative,140857
6824,0.5-1.5,µm,0.3-0.7,rod-shaped,0,NULL,negative,132486
6825,1-4.7,µm,0.4-0.5,rod-shaped,1,gliding,negative,140858
6826,NULL,NULL,NULL,NULL,0,NULL,positive,132477
6827,0.4-0.6,µm,0.7-2.5,rod-shaped,0,NULL,positive,132479
6828,NULL,NULL,NULL,rod-shaped,0,NULL,negative,132485
6829,1.7-4,µm,0.2-0.4,rod-shaped,1,gliding,negative,140859
6830,0.7-8,µm,0.4-0.8,rod-shaped,1,"monotrichous, polar",negative,140860
6831,1.2-3.9,µm,0.5-0.9,rod-shaped,1,NULL,negative,140861
6832,2-4,µm,0.3-0.5,rod-shaped,0,NULL,negative,140862
6833,0.5-0.8,µm,0.5-0.6,ovoid-shaped,0,NULL,negative,140862
6834,2.7-3.2,µm,0.5-0.8,rod-shaped,NULL,NULL,negative,140863
6835,1.25-2.3,µm,0.65-0.75,rod-shaped,0,NULL,negative,132970
6836,6-15,µm,0.2-0.5,filament-shaped,1,NULL,negative,140864
6837,NULL,NULL,NULL,pleomorphic-shaped,NULL,NULL,positive,132481
6838,1.5-2-5,µm,0.9-1.5,rod-shaped,0,NULL,positive,132482
6839,0.6-0.8,µm,NULL,coccus-shaped,0,NULL,positive,140865
6840,3.3-4.8,µm,0.9-1,rod-shaped,1,peritrichous,variable,140866
6841,1-1.2,µm,0.6-1,rod-shaped,0,NULL,negative,140146
6842,0.7-1.3,µm,0.5-0.8,coccus-shaped,0,NULL,negative,139044
6843,1-1.5,µm,0.2-0.3,rod-shaped,1,"monotrichous, polar",negative,140867
6844,NULL,NULL,NULL,NULL,0,NULL,positive,140868
6845,0.83-0.08,µm,0.45-0.1,rod-shaped,0,NULL,negative,132487
6846,1.2-1.4,µm,0.6-0.7,rod-shaped,0,NULL,negative,140869
6847,1.5-4,µm,0.3-0.5,helical-shaped,1,"monotrichous, polar",negative,140870
6848,0.4-1,µm,NULL,coccus-shaped,0,NULL,positive,132480
6849,1.8-2.2,µm,0.9-1.1,rod-shaped,0,NULL,negative,140871
6850,1.43-3.5,µm,0.57-0.75,rod-shaped,1,peritrichous,positive,140872
6851,NULL,NULL,NULL,rod-shaped,1,,negative,17779
6852,NULL,NULL,NULL,rod-shaped,0,,negative,17777
6853,NULL,NULL,NULL,rod-shaped,1,,negative,17778
6854,1-2,µm,1,rod-shaped,1,NULL,negative,140873
6855,1.5-2.5,µm,0.4-0.6,rod-shaped,NULL,NULL,negative,130972
6856,2,µm,0.3,rod-shaped,0,NULL,negative,140874
6857,1-1.7,µm,0.3-0.4,rod-shaped,0,NULL,negative,140875
6858,NULL,NULL,NULL,NULL,0,NULL,positive,140876
6859,3.2-3.5,µm,1.3-1.7,spiral-shaped,1,"monotrichous, polar",negative,140877
6860,2-2.2,µm,0.7-0.8,rod-shaped,1,,positive,140878
6861,1.8-2,µm,0.5-0.6,rod-shaped,1,,positive,140879
6862,NULL,NULL,NULL,NULL,0,NULL,positive,16526
6863,NULL,NULL,NULL,NULL,0,NULL,positive,140880
6864,1.4-3.7,µm,0.64-0.81,rod-shaped,1,peritrichous,positive,140881
6865,0.4-20,µm,0.4-0.8,rod-shaped,0,NULL,negative,140882
6866,0.8-5,µm,0.8-1,rod-shaped,0,NULL,negative,140883
6867,1-2,µm,0.5-1,rod-shaped,0,NULL,positive,140884
6868,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132454
6869,20,µm,0.2,helical-shaped,1,NULL,NULL,14311
6870,20,µm,0.2,helical-shaped,1,NULL,NULL,14310
6871,1-2,µm,0.3-0.4,rod-shaped,1,NULL,negative,140885
6872,1.5-2,µm,0.5-0.7,rod-shaped,0,NULL,negative,132457
6873,NULL,NULL,NULL,vibrio-shaped,1,NULL,NULL,132452
6874,0.4-1.5,µm,NULL,ovoid-shaped,NULL,NULL,negative,132468
6875,1-3,µm,0.5-1.3,rod-shaped,1,NULL,negative,140886
6876,0.9-8.8,µm,0.7-1,rod-shaped,NULL,NULL,negative,140144
6877,0.8-1,µm,0.3-0.4,rod-shaped,1,NULL,negative,140887
6878,1-5,µm,0.2-1,rod-shaped,0,NULL,negative,140888
6879,1.2-1.6,µm,0.4-0.8,rod-shaped,1,gliding,negative,140889
6880,1.2-2.4,µm,0.32-0.74,rod-shaped,1,peritrichous,negative,132465
6881,0.8-1.3,µm,NULL,coccus-shaped,1,NULL,positive,140890
6882,0.48-0.62,µm,0.32-0.39,coccus-shaped,NULL,NULL,negative,132456
6883,1.4-4.1,µm,0.4-0.7,rod-shaped,1,gliding,negative,140891
6884,1-1,µm,0.4-0.6,rod-shaped,0,NULL,negative,140892
6885,1.5-2,µm,0.4-0.5,rod-shaped,1,NULL,negative,140893
6886,1.8-2.8,mm,0.9-1.2,rod-shaped,1,NULL,negative,140894
6887,0.7-1.1,µm,NULL,coccus-shaped,0,NULL,positive,132434
6888,1.9-2.4,µm,0.7-1,rod-shaped,1,NULL,negative,140895
6889,3-3.7,µm,0.6-0.7,rod-shaped,0,NULL,negative,140896
6890,1-2,µm,NULL,coccus-shaped,0,NULL,,132429
6891,2-4,µm,0.2-0.4,rod-shaped,1,peritrichous,positive,132450
6892,1.5-2.5,µm,0.5-1.2,rod-shaped,0,NULL,negative,140897
6893,0.8-1.2,µm,NULL,coccus-shaped,NULL,NULL,positive,132455
6894,1.5,µm,NULL,coccus-shaped,0,NULL,positive,132446
6895,1.4-2.2,µm,0.7-1.17,rod-shaped,0,NULL,negative,140898
6896,0.8-2,µm,0.3-0.5,rod-shaped,1,NULL,negative,140899
6897,1.5-2,µm,0.8-0.9,rod-shaped,1,NULL,positive,132449
6898,1.8-6.9,µm,0.6-1.2,rod-shaped,1,peritrichous,positive,132451
6899,1.5-3,µm,0.4-0.6,rod-shaped,1,peritrichous,positive,140900
6900,2-4,µm,0.5-0.9,rod-shaped,1,NULL,positive,140901
6901,0.9-3.4,µm,0.7-1.2,rod-shaped,NULL,NULL,negative,132467
6902,1.1-4.4,µm,0.6-0.7,rod-shaped,NULL,NULL,negative,140143
6903,1.2-2,µm,0.5-0.8,rod-shaped,0,NULL,positive,132430
6904,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,132440
6905,1.95-2.05,µm,0.7-0.8,rod-shaped,0,NULL,negative,140902
6906,1.1-2.3,µm,0.4-0.6,rod-shaped,0,NULL,positive,132433
6907,1.2-2,µm,0.3,rod-shaped,0,NULL,negative,140903
6908,3.1,µm,0.75,rod-shaped,1,NULL,negative,132436
6909,2.1,µm,0.75,rod-shaped,1,NULL,negative,132438
6910,1.9-2.2,µm,0.6-0.7,rod-shaped,1,NULL,variable,132443
6911,0.5-1.6,µm,0.5-0.6,rod-shaped,0,NULL,negative,140904
6912,1.7-2.4,µm,1-1.2,rod-shaped,1,NULL,negative,140905
6913,1.9-3.2,µm,0.7-0.9,rod-shaped,0,NULL,negative,140906
6914,0.4-1.4,µm,0.4-0.6,rod-shaped,0,NULL,negative,132448
6915,1.3-1.8,µm,0.3-0.4,rod-shaped,0,NULL,positive,140907
6916,NULL,NULL,NULL,NULL,NULL,NULL,positive,132431
6917,1.5-2.5,µm,0.8,rod-shaped,1,"monotrichous, polar",negative,140908
6918,NULL,NULL,NULL,NULL,0,NULL,positive,132442
6919,NULL,NULL,NULL,NULL,0,NULL,positive,140909
6920,NULL,NULL,NULL,NULL,0,NULL,positive,132444
6921,NULL,NULL,NULL,NULL,0,NULL,positive,132432
6922,NULL,NULL,NULL,NULL,0,NULL,positive,132441
6923,0.7-10,µm,0.2-0.4,rod-shaped,0,NULL,negative,140910
6924,NULL,NULL,NULL,NULL,NULL,NULL,positive,132445
6925,3.6-4.4,µm,0.6-0.7,rod-shaped,1,peritrichous,positive,140911
6926,0.5-0.9,nm,NULL,coccus-shaped,1,monotrichous,NULL,132428
6927,1.2-1.7,µm,1.2,coccus-shaped,1,NULL,negative,132413
6928,1-1.5,µm,0.8,rod-shaped,0,NULL,negative,140912
6929,0.6-1,µm,NULL,rod-shaped,0,NULL,positive,132380
6930,0.6-0.8,µm,0.6-0.8,coccus-shaped,0,NULL,negative,140913
6931,2.9-6,µm,1-1.3,rod-shaped,1,gliding,negative,131429
6932,3-6,µm,1-1.2,rod-shaped,1,gliding,negative,130794
6933,1.5-2.1,µm,0.3-0.4,rod-shaped,1,"monotrichous, polar",negative,132395
6934,1.5-3.5,µm,0.6-0.8,rod-shaped,1,peritrichous,negative,132966
6935,NULL,NULL,NULL,rod-shaped,1,NULL,negative,140914
6936,1-6,µm,0.3-0.8,rod-shaped,1,polar,positive,140140
6937,3,µm,1,rod-shaped,0,NULL,positive,132382
6938,1.2-1.8,µm,0.6-0.9,rod-shaped,1,monotrichous,positive,132385
6939,1.5-6,µm,0.5-0.7,rod-shaped,1,peritrichous,positive,132157
6940,2-3.5,µm,0.8-1,rod-shaped,1,NULL,variable,132387
6941,1.5-2.6,µm,0.5-0.7,rod-shaped,1,peritrichous,positive,132383
6942,2.5-6,µm,0.5-1,rod-shaped,0,NULL,positive,132388
6943,1.7-9.4,µm,0.6-0.9,rod-shaped,1,peritrichous,positive,5434
6944,10-17,µm,1.3-1.6,rod-shaped,0,NULL,NULL,5445
6945,0.9-1.7,µm,0.3-0.5,rod-shaped,0,NULL,positive,132376
6946,0.6-0.7,µm,NULL,coccus-shaped,0,NULL,negative,140915
6947,0.3-2,µm,0.2-0.4,rod-shaped,0,NULL,negative,140916
6948,5-10,µm,0.8-1,rod-shaped,1,NULL,NULL,132391
6949,1.2-2,µm,0.5-0.8,rod-shaped,1,NULL,negative,140917
6950,2.5-3.5,µm,0.7-0.8,rod-shaped,1,peritrichous,positive,132389
6951,2-3,µm,0.5,rod-shaped,1,NULL,negative,132404
6952,1.5-1.7,µm,0.8-0.9,rod-shaped,1,NULL,negative,140918
6953,100,µm,0.3-0.4,filament-shaped,0,NULL,negative,140919
6954,1.3-2.3,µm,0.6-0.8,rod-shaped,1,gliding,negative,140920
6955,2.9-5.1,µm,0.6-1.2,rod-shaped,1,peritrichous,positive,132386
6956,1.2-2.2,µm,0.8-1.1,rod-shaped,0,NULL,negative,140921
6957,1.7-16,µm,0.6-1.6,rod-shaped,1,peritrichous,positive,2613
6958,2.2,µm,0.5,rod-shaped,0,NULL,positive,2648
6959,1.1-2,µm,0.5-0.8,rod-shaped,0,NULL,negative,140922
6960,1.3-9.2,µm,0.5-0.9,rod-shaped,1,peritrichous,positive,2601
6961,1-2,µm,0.6-0.7,rod-shaped,1,"monotrichous, polar",negative,132414
6962,0.2-0.6,µm,NULL,coccus-shaped,0,NULL,positive,140923
6963,1-3,µm,0.2-0.5,rod-shaped,0,NULL,positive,132396
6964,1.4-1.9,µm,0.5,rod-shaped,NULL,NULL,negative,140924
6965,0.9-1.9,µm,0.3-0.4,rod-shaped,1,"monotrichous, polar",negative,140925
6966,2-10,µm,0.5-0.6,rod-shaped,0,NULL,negative,140926
6967,1-1.1,µm,0.3-0.5,rod-shaped,0,NULL,negative,140927
6968,0.2-10,µm,0.2-0.6,pleomorphic-shaped,0,NULL,negative,140928
6969,2-2.6,µm,0.5-0.7,rod-shaped,1,polar,negative,140929
6970,NULL,NULL,NULL,NULL,0,NULL,positive,132377
6971,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132373
6972,1.3-2,µm,0.3-0.4,rod-shaped,0,NULL,negative,132419
6973,1.6-2.8,µm,0.2-0.6,rod-shaped,1,polar,negative,140139
6974,NULL,NULL,NULL,NULL,0,NULL,positive,132378
6975,NULL,NULL,NULL,NULL,0,NULL,positive,140930
6976,0.8-1,µm,0.3-0.5,rod-shaped,0,NULL,negative,140931
6977,2.7-3.2,µm,0.9-1.1,rod-shaped,1,,variable,132384
6978,3.2,µm,0.6,rod-shaped,1,peritrichous,positive,132397
6979,2.3-3.6,µm,0.4-0.6,rod-shaped,1,NULL,positive,132390
6980,2.2-3.5,µm,0.5-0.7,rod-shaped,0,NULL,positive,140932
6981,3.8-4.4,µm,0.8-1.3,rod-shaped,1,peritrichous,positive,140933
6982,1.5-2.5,µm,NULL,sphere-shaped,0,NULL,negative,132417
6983,1-1.5,µm,0.6-0.7,pleomorphic-shaped,1,NULL,positive,132374
6984,1.8,µm,0.6,rod-shaped,1,NULL,positive,132375
6985,0.8-1.4,µm,0.4-0.5,rod-shaped,1,polar,positive,140934
6986,NULL,NULL,NULL,rod-shaped,1,NULL,negative,140936
6987,0.8-1,µm,NULL,coccus-shaped,0,NULL,positive,140138
6988,NULL,NULL,NULL,NULL,0,NULL,positive,132965
6989,NULL,NULL,NULL,NULL,0,NULL,positive,132381
6990,1.5-2.8,µm,0.6-0.8,rod-shaped,1,"monotrichous, polar",negative,140937
6991,1.2-1.5,µm,0.6-0.7,rod-shaped,0,NULL,positive,132379
6992,NULL,NULL,NULL,rod-shaped,0,NULL,negative,132402
6993,1.5-2,µm,0.7-1,pleomorphic-shaped,0,NULL,negative,132403
6994,0.5-1.2,µm,NULL,coccus-shaped,1,"monotrichous, polar",NULL,140938
6995,2-3,µm,0.4-0.5,rod-shaped,1,NULL,negative,140939
6996,1-1.8,µm,0.5-0.8,rod-shaped,1,"monotrichous, polar",negative,140141
6997,1-1.4,µm,0.6-1.1,coccus-shaped,0,NULL,negative,132354
6998,1-2,µm,NULL,rod-shaped,1,NULL,negative,132357
6999,4.3-7.1,µm,NULL,NULL,NULL,NULL,negative,140940
7000,0.5-10,µm,0.2-0.5,rod-shaped,0,NULL,negative,140941
7001,3-5.7,µm,0.5,rod-shaped,0,NULL,negative,140942
7002,0.9-2,µm,0.4-0.7,rod-shaped,0,NULL,negative,140943
7003,1.5-5.2,µm,0.4-0.7,rod-shaped,0,NULL,negative,140944
7004,1.3-1.5,µm,0.9-1.1,rod-shaped,1,NULL,positive,132364
7005,1.2-1.8,µm,0.5,rod-shaped,NULL,NULL,negative,140945
7006,2-5,µm,0.4,rod-shaped,0,NULL,negative,140946
7007,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132346
7008,0.5-0.8,µm,NULL,coccus-shaped,0,NULL,positive,140947
7009,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132345
7010,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132348
7011,1.0-3.0,µm,0.5-0.8,rod-shaped,0,NULL,negative,140948
7012,1.2-1.4,µm,0.8-1.0,rod-shaped,0,NULL,negative,140949
7013,1.0-1.6,µm,0.2-0.5,rod-shaped,0,NULL,positive,140342
7014,0.6-1.0,µm,0.3-0.7,oval-shaped,0,NULL,positive,140343
7015,0.9-1.5,µm,0.3-0.4,rod-shaped,0,NULL,positive,140344
7016,0.9-1.1,µm,0.7,coccus-shaped,0,NULL,positive,140349
7017,NULL,NULL,NULL,NULL,NULL,NULL,positive,140950
7018,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,7500
7019,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,7500
7020,NULL,NULL,NULL,rod-shaped,1,NULL,positive,7344
7021,1.3-1.9,µm,0.3-0.8,rod-shaped,0,NULL,positive,140951
7022,0.7-1.3,µm,0.2-0.6,rod-shaped,0,NULL,positive,140346
7023,1.2-1.8,µm,0.8-1.0,rod-shaped,0,NULL,positive,140952
7024,NULL,NULL,NULL,NULL,0,NULL,positive,140953
7025,NULL,NULL,NULL,NULL,0,NULL,positive,140347
7026,0.6-1.0,µm,0.2-0.4,rod-shaped,0,NULL,negative,140954
7027,2.0-6.7,µm,0.2-0.4,rod-shaped,0,NULL,negative,140955
7028,3.0-7.0,µm,0.2-0.4,rod-shaped,0,NULL,negative,140956
7029,5.1-12.5,µm,0.9-1.2,rod-shaped,0,NULL,negative,140957
7030,1.5-2.3,µm,0.7-0.9,rod-shaped,NULL,NULL,negative,140958
7031,1.2-3.0,µm,0.2-0.5,rod-shaped,0,NULL,negative,140959
7032,2.8-3.3,µm,1.2-1.4,rod-shaped,0,NULL,positive,140960
7033,3.0-4.0,µm,1.2-1.6,rod-shaped,0,NULL,positive,140961
7034,2.2-2.6,µm,1.3-1.6,rod-shaped,1,peritrichous,positive,140962
7035,2.8-3.2,µm,1.3-1.5,rod-shaped,0,NULL,positive,140963
7036,2.5-3.2,µm,1.2-1.6,rod-shaped,1,peritrichous,positive,140964
7037,2.2-2.5,µm,1.2-1.3,rod-shaped,1,peritrichous,positive,140965
7038,2.8-3.6,µm,1.6-1.8,rod-shaped,0,NULL,positive,140966
7039,2.7-3.0,µm,1.0-1.5,rod-shaped,0,NULL,positive,140967
7040,1.8-2.2,µm,0.8-1.2,rod-shaped,0,NULL,positive,140968
7041,0.7-0.9,µm,1.2-1.5,oval-shaped,1,NULL,negative,140969
7042,1.0-1.2,µm,0.2-0.4,rod-shaped,1,NULL,negative,140970
7043,0.8-1.3,µm,0.3-0.4,rod-shaped,0,NULL,negative,140971
7044,1.9-2.5,µm,1.7-1.9,rod-shaped,1,,negative,140972
7045,0.5-0.7,µm,0.3-0.5,coccus-shaped,0,NULL,negative,140973
7046,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,140973
7047,1.0-3.0,µm,0.4-0.7,rod-shaped,0,NULL,negative,140974
7048,2.1-2.3,µm,0.4-0.5,rod-shaped,1,polar,negative,140975
7049,1.5-1.7,µm,0.4-0.5,rod-shaped,1,polar,negative,140976
7050,2.4-2.6,µm,0.3-0.5,rod-shaped,1,peritrichous,negative,140977
7051,0.6-1.0,µm,0.2-0.4,rod-shaped,1,gliding,negative,140978
7052,0.6-1.0,µm,0.3-0.4,rod-shaped,1,gliding,negative,140979
7053,1.07-1.46,µm,0.62-0.75,rod-shaped,NULL,NULL,negative,140980
7054,1.8-2.2,µm,0.4-0.5,rod-shaped,1,polar,negative,140981
7055,1.0-2.2,µm,0.5-0.9,rod-shaped,1,NULL,negative,140982
7056,1.0-2.2,µm,0.5-0.9,rod-shaped,1,NULL,negative,140983
7057,1.0-1.2,µm,0.6-0.8,rod-shaped,0,NULL,negative,140984
7058,1.2-2.2,µm,0.3-0.4,rod-shaped,0,NULL,negative,140985
7059,1.2-1.4,µm,0.3-0.7,rod-shaped,1,polar,negative,140986
7060,1.59-3.56,µm,0.5-0.96,rod-shaped,1,NULL,negative,140987
7061,1.46-3.95,µm,0.59-1.41,rod-shaped,1,NULL,negative,140988
7062,0.8-1.0,µm,0.4-0.6,oval-shaped,0,NULL,negative,140989
7063,0.9-1.3,µm,0.7-0.8,rod-shaped,0,NULL,negative,140990
7064,0.8-1.2,µm,0.5-0.6,rod-shaped,0,NULL,negative,140991
7065,1.8,µm,0.3,NULL,1,polar,negative,140992
7066,1.8,µm,0.4,NULL,1,polar,negative,140993
7067,2.0-4.0,µm,0.5-0.8,rod-shaped,1,monotrichous,negative,140994
7068,0.3-10.0,µm,0.2-0.6,ovoid-shaped,1,polar,negative,140995
7069,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,140995
7070,0.5-10.0,µm,0.2-0.4,ovoid-shaped,0,NULL,negative,140996
7071,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,140996
7072,0.8-1.5,µm,0.5-0.8,rod-shaped,1,NULL,negative,140997
7073,0.3-2.0,µm,0.3-0.6,coccus-shaped,0,NULL,negative,140998
7074,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,140998
7075,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,140998
7076,0.7-0.9,µm,0.4-0.5,rod-shaped,1,NULL,negative,140999
7077,0.8,µm,0.8,coccus-shaped,0,NULL,negative,141000
7078,0.6-0.8,µm,1.7-1.9,rod-shaped,NULL,NULL,NULL,141000
7079,6.0-27.5,µm,0.8,rod-shaped,1,NULL,negative,140360
7080,1.0-1.5,µm,0.5,rod-shaped,1,NULL,negative,140361
7081,1.5-1.8,µm,0.4,rod-shaped,0,NULL,negative,141001
7082,NULL,NULL,NULL,curved-shaped,NULL,NULL,NULL,141001
7083,NULL,NULL,NULL,spiral-shaped,NULL,NULL,NULL,141001
7084,NULL,NULL,NULL,ring-shaped,NULL,NULL,NULL,141001
7085,NULL,NULL,NULL,rod-shaped,0,NULL,negative,141002
7086,NULL,NULL,NULL,NULL,0,NULL,positive,140369
7087,0.8-0.9,µm,0.5,rod-shaped,1,NULL,positive,140370
7088,NULL,NULL,NULL,NULL,0,NULL,NULL,140371
7089,0.54-0.83,µm,0.54-0.83,coccus-shaped,1,NULL,positive,141003
7090,1.3-1.6,µm,0.7,rod-shaped,NULL,NULL,NULL,141003
7091,1.1-2.1,µm,0.3-0.4,rod-shaped,0,NULL,positive,141004
7092,1.1-1.6,µm,0.4-0.6,rod-shaped,0,NULL,positive,140372
7093,0.8-1.5,µm,0.3-0.4,rod-shaped,0,NULL,positive,141007
7094,NULL,NULL,NULL,rod-shaped,0,NULL,positive,140373
7095,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,140373
7096,1.5-2.5,µm,0.5-0.7,rod-shaped,0,NULL,positive,140404
7097,2.9-4.5,µm,0.7-1.0,rod-shaped,1,peritrichous,positive,140408
7098,1.3-3.0,µm,0.7,rod-shaped,0,NULL,positive,140409
7099,1.1-1.5,µm,0.7,rod-shaped,0,NULL,positive,140410
7100,0.8-1.5,µm,0.5-0.6,rod-shaped,NULL,NULL,negative,141008
7101,2.0-4.0,µm,0.5,rod-shaped,1,NULL,negative,140414
7102,1.0-1.5,µm,0.7,rod-shaped,1,polar,negative,141009
7103,1.7-5.7,µm,0.3-1.1,rod-shaped,1,polar,negative,141010
7104,0.6-5.0,µm,0.3-0.6,rod-shaped,0,NULL,negative,141011
7105,1.1-1.2,µm,0.4-0.6,coccus-shaped,0,NULL,positive,141012
7106,1.7-3.2,µm,1.3-1.8,rod-shaped,1,peritrichous,positive,141013
7107,NULL,NULL,NULL,NULL,0,NULL,positive,141014
7108,0.5-0.7,µm,2.4-2.7,rod-shaped,0,NULL,positive,141028
7109,2.4-2.7,µm,0.5-0.7,rod-shaped,0,NULL,positive,141028
7110,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,141029
7111,1.6-2.3,µm,0.8-0.9,rod-shaped,1,lophotrichous,negative,141030
7112,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,141031
7113,0.4-1.5,µm,0.4-0.6,ovoid-shaped,1,NULL,negative,141032
7114,NULL,NULL,NULL,filament-shaped,1,gliding,negative,141033
7115,1.0-1.2,µm,0.3-0.5,rod-shaped,1,polar,negative,6091
7116,1,µm,0.5,rod-shaped,1,polar,negative,6092
7117,0.3-0.5,µm,1.3-1.9,rod-shaped,0,NULL,negative,141034
7118,1.2-2.5,µm,0.4-0.6,rod-shaped,0,NULL,negative,141035
7119,1.2-1.9,µm,0.3-0.6,rod-shaped,1,polar,negative,141036
7120,0.6-0.8,µm,0.3-0.4,rod-shaped,0,NULL,negative,141037
7121,0.8-2.0,µm,0.4-0.5,rod-shaped,1,NULL,negative,141038
7122,1.1-2.0,µm,0.5-0.8,rod-shaped,1,,positive,141039
7123,0.8-1.1,µm,0.6,rod-shaped,0,NULL,negative,141040
7124,1.0-2.2,µm,0.4-0.5,rod-shaped,0,NULL,negative,141041
7125,1.5-5.0,µm,0.6-0.7,rod-shaped,0,NULL,negative,141042
7126,0.3-10.0,µm,0.2-0.6,ovoid-shaped,0,NULL,negative,141043
7127,NULL,NULL,NULL,rod-shaped,1,polar,negative,141044
7128,NULL,NULL,NULL,NULL,NULL,NULL,positive,141045
7129,1.1-1.5,µm,0.6-0.7,rod-shaped,0,NULL,positive,141046
7130,1.3-1.5,µm,1.3-1.5,coccus-shaped,1,NULL,positive,141047
7131,10-12,µm,0.5-1.0,rod-shaped,0,NULL,negative,141048
7132,0.5-0.6,µm,0.5-0.6,coccus-shaped,NULL,NULL,NULL,141048
7133,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,141049
