ID_kit_api_ID32E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_ID32E,modify_in_pgsql_ID32E,ID_tbl_api_ID32E,last_change
1676,+,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,+,-,-,136663,57204,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1677,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,141673,44770,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1678,-,-,+,-,-,+,+,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,152415,57321,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1679,-,-,+,-,-,+,+,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,-,-,+,152415,57321,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1680,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,+,-,+,-,152425,57332,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1681,-,-,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-,152436,57343,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1682,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,152450,57362,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1683,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,-,152452,57364,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1684,-,-,-,+,-,+,+,+,+,+,+,+,-,+,-,-,+,-,+,+,-,+,-,+,-,+,-,+,+,+,-,-,152454,57366,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1685,+,-,-,+,-,+,+,-,+,+,+,-,-,+,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,152455,57367,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1686,+,-,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,+,-,-,-,152456,57368,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1687,+,-,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,+,+,+,-,-,152460,57372,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1688,+,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,+,-,+,+,+,+,+,-,-,-,-,-,+,-,-,-,152460,57372,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1689,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,+,-,-,+,152465,57377,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1690,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,152470,57382,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1691,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,-,+,-,+,-,152471,57383,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1692,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,152477,57392,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1693,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,141266,44212,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1694,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,152506,57427,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1695,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,152507,57428,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1696,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,152508,57429,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1697,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,152510,57431,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1698,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,152525,57448,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1699,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,152526,57449,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1700,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,152538,57461,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1701,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,-,-,-,152539,57463,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1702,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,-,+,-,-,+,-,+,-,152543,57467,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1703,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,152544,57468,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1704,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,-,-,-,-,+,-,152576,57515,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1705,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,152588,57540,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1706,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152662,57634,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1707,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,-,+,-,+,-,152670,57642,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1708,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,-,+,-,+,-,152671,57643,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1709,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,+,-,136899,57667,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1710,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152698,57675,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1711,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,152715,57700,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1712,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,152716,57701,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1713,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152724,57709,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1714,-,-,+,-,-,+,+,-,+,+,+,-,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,+,-,-,4721,57716,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1715,-,-,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,-,+,+,+,-,+,-,+,+,+,-,-,-,-,-,152754,57748,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1716,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,152755,57749,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1717,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,152756,57750,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1718,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,152757,57751,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1719,+,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,+,+,-,-,-,-,+,152759,57753,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1720,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,152761,57755,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1721,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,-,+,+,+,-,-,+,+,+,-,+,+,-,+,141685,44783,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1722,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,+,+,+,-,-,+,+,+,-,-,+,-,-,152801,57801,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1723,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,152824,57835,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1724,-,-,-,-,-,+,+,+,-,+,+,+,-,-,+,+,-,-,+,+,+,-,-,-,+,+,+,-,+,+,-,+,152922,57953,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1725,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,+,-,-,152923,57954,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1726,-,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,-,+,-,-,152924,57955,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1727,-,-,-,-,-,+,+,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,+,+,-,+,+,-,-,152925,57956,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1728,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,+,-,152946,57982,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1729,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,152949,57986,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1730,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,152955,57993,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1731,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,152983,58027,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1732,+,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,+,+,+,+,-,-,-,-,-,153017,58086,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1733,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,153018,58087,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1734,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,-,-,+,-,+,+,-,+,-,+,-,-,+,-,+,-,153028,58099,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1735,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,17336,58159,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1736,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,-,+,-,+,-,153100,58188,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1737,+,+,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,153140,58229,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1738,-,-,-,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,-,+,+,-,+,+,+,-,-,-,-,-,4507,58384,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1739,-,+,-,-,-,+,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,+,-,+,-,153252,58386,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1740,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,+,+,-,-,141267,44213,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1741,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,141186,44107,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1742,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,153328,58478,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1743,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,153329,58479,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1744,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,153358,58511,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1745,-,-,-,+,-,+,+,-,+,-,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,-,-,-,153365,58521,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1746,-,-,-,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,5235,58594,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1747,+,+,+,-,-,-,+,+,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,137105,58652,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1748,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,+,141268,44214,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1749,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,153471,58665,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1750,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,-,153485,58681,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1751,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,17266,44825,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1752,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,141703,44826,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1753,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153518,58719,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1754,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,+,-,+,-,+,-,+,+,+,+,-,153525,58727,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1755,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,+,+,-,+,+,-,+,-,-,+,+,+,-,+,-,-,-,153531,58736,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1756,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,+,+,-,+,141705,44828,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1757,+,+,-,+,-,+,+,-,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,+,141706,44829,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1758,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,+,-,153558,58769,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1759,-,-,+,-,-,+,+,-,+,-,+,-,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,+,-,153559,58770,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1760,-,-,-,-,-,+,+,-,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,141707,44830,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1761,-,+,-,-,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,153562,58773,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1762,+,+,-,-,-,+,+,-,-,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,+,+,+,+,+,+,-,+,141708,44831,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1763,-,-,-,-,-,+,+,-,+,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,+,+,-,+,153619,58842,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1764,-,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,153638,58870,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1765,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,+,-,153650,58882,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1766,-,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,-,153651,58883,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1767,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,+,-,153652,58884,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1768,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,+,+,-,-,-,-,-,+,-,-,-,-,+,-,153655,58887,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1769,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,-,153657,58889,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1770,-,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,+,+,-,-,-,+,153677,58920,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1771,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,153688,58931,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1772,+,+,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,141711,44834,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1773,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,153718,58962,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1774,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,153770,59048,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1775,+,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,153786,59068,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1776,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,153801,59086,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1777,+,-,+,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,+,-,-,-,-,+,+,141713,44836,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1778,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,141714,44837,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1779,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,153805,59103,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1780,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,153807,59105,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1781,+,+,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,153848,59165,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1782,+,+,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,153849,59166,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1783,+,+,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,153850,59167,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1784,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,153868,59192,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1785,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,+,-,+,-,153871,59195,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1786,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,153879,59204,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1787,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,+,-,-,-,-,+,-,141719,44844,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1788,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,153915,59263,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1789,+,-,+,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,+,-,-,+,+,141720,44845,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1790,+,+,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,153993,59351,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1791,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,154009,59385,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1792,+,-,+,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,154010,59386,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1793,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,141270,44216,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1794,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154142,59585,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
