ID_kit_api_coryne,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_COR,modify_in_pgsql_COR,ID_tbl_api_COR,last_change
2922,+,-,+,-,-,-,+,+,-,-,+,-,+,+,-,-,-,-,-,-,,141766,44908,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2923,-,-,-,+,-,-,+,-,-,-,-,-,,-,-,+,+,-,+,-,+,141767,44909,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2924,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,156840,63270,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2925,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,+,-,-,141805,44951,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2926,-,+,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,141808,44954,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2927,-,+,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,,132731,45018,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2928,-,-,-,-,-,-,+,-,-,-,-,-,,+,-,-,+,-,-,+,-,141843,45023,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2929,-,+,-,-,-,-,+,-,-,-,-,-,,+,-,-,+,-,-,+,-,141846,45026,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2930,-,+,-,-,-,+,+,-,-,-,-,-,,+,-,-,+,-,-,-,-,132733,45046,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2931,-,-,-,+,+,-,+,-,+,-,-,-,+,+,-,-,+,-,+,-,-,141870,45056,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2932,+,-,-,-,+,+,-,-,+,-,+,-,+,+,+,+,+,+,+,-,-,141881,45072,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2933,-,-,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,141962,45155,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2934,+,-,+,+,-,-,+,-,-,+,+,-,+,+,-,+,+,+,+,-,+,142100,45333,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2935,+,+,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,+,+,-,+,14447,45334,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2936,+,+,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,+,+,+,+,141343,44313,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2937,+,+,-,+,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,14522,47537,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2938,+,+,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,-,+,144498,48179,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2939,+,+,+,+,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,+,145026,48786,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2940,+,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,-,+,-,+,145121,48899,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2941,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,145444,49276,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2942,+,+,+,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,145454,49286,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2943,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,+,+,+,-,+,145546,49394,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2944,+,+,+,-,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,,145547,49395,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2945,+,+,+,+,+,+,+,-,+,+,-,-,+,-,+,+,+,+,+,-,+,134521,49396,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2946,+,+,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,-,+,145549,49398,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2947,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+,+,+,+,-,+,145550,49399,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2948,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,,145559,49408,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2949,-,+,+,+,+,+,+,-,+,+,-,-,+,-,+,+,+,+,+,-,+,145597,49456,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2950,+,+,-,+,+,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,146044,49977,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2951,+,+,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,146256,50237,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2952,+,+,+,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,146267,50255,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2953,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,146454,50466,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2954,+,-,-,+,-,+,+,-,+,+,-,-,+,+,+,-,+,+,+,-,+,146726,50778,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2955,+,+,+,+,+,+,-,-,-,-,-,-,+,+,-,+,-,+,+,-,+,146913,51011,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2956,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138278,51149,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2957,+,+,-,+,-,-,+,-,-,+,-,-,+,-,-,-,+,-,+,+,-,147100,51221,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2958,+,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,+,147115,51240,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2959,+,-,+,+,-,+,+,-,-,+,+,-,+,+,-,-,+,+,+,-,+,147131,51256,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2960,+,+,-,+,-,-,+,-,-,+,-,-,+,-,-,-,+,-,+,-,+,147171,51300,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2961,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,3928,51333,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2962,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,3927,51334,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2963,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,+,+,+,+,-,+,147284,51437,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2964,+,+,+,+,-,-,+,-,+,-,+,-,+,-,-,-,+,+,+,-,+,147410,51580,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2965,-,-,-,+,-,-,+,-,+,-,-,-,+,+,-,-,+,-,+,-,+,147459,51632,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2966,-,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,-,+,147556,51744,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2967,+,-,-,+,-,-,+,-,+,-,+,-,+,-,-,+,-,-,+,-,+,147644,51842,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2968,+,-,-,+,-,-,+,-,+,-,+,-,+,-,-,+,-,-,+,-,+,14659,51843,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2969,-,+,+,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,+,-,+,147676,51876,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2970,+,+,+,+,-,-,+,-,-,-,+,-,+,+,-,+,+,+,+,-,+,147677,51878,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2971,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,147679,51880,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2972,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,+,+,+,+,-,+,147999,52232,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2973,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,+,14520,52550,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2974,+,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,14504,52568,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2975,+,-,+,+,+,+,+,-,+,+,-,-,+,+,+,-,+,+,+,-,+,14598,52571,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2976,+,+,-,+,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,148342,52628,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2977,+,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,148460,52760,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2978,+,+,+,+,-,-,-,-,+,+,-,-,+,-,-,-,+,+,+,-,+,148464,52764,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2979,+,-,+,+,-,-,+,-,+,+,-,-,+,+,-,+,+,+,+,-,+,148511,52826,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2980,+,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,+,148756,53084,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2981,+,+,-,+,-,-,+,-,+,-,+,-,+,+,-,-,+,-,+,-,+,148960,53294,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2982,-,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,148963,53297,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2983,+,+,+,+,-,+,+,-,-,-,-,-,+,-,-,-,+,-,+,-,+,148965,53299,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2984,+,-,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,+,148996,53333,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2985,-,+,+,-,-,+,+,-,+,-,+,-,+,+,-,+,+,+,+,-,+,176,53356,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2986,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,7579,53393,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2987,+,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,+,+,-,+,149119,53470,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2988,+,+,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,149161,53518,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2989,+,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,149169,53526,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2990,+,+,+,+,+,+,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,14576,44678,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2991,+,+,-,+,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,141614,44679,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2992,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,149193,53552,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2993,+,+,+,+,-,+,-,-,-,+,-,-,+,+,-,-,-,+,+,-,+,149194,53554,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2994,+,+,-,+,-,-,+,+,+,-,+,-,+,-,-,+,+,+,+,-,+,149284,53656,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2995,+,+,+,-,-,+,+,-,-,+,+,-,+,-,-,-,+,+,+,-,+,149539,53960,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2996,+,+,+,+,-,+,+,-,-,+,+,-,+,-,-,-,+,+,+,-,+,149539,53960,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2997,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,-,+,149596,54029,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2998,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,149661,54095,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2999,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,+,149665,54099,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3000,+,-,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,149690,54128,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3001,+,-,+,+,-,+,-,-,-,+,-,-,+,-,-,+,-,+,-,-,+,149748,54192,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3002,+,+,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,-,+,149760,54204,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3003,-,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,+,138232,54215,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3004,-,+,-,+,-,-,-,-,+,+,+,-,+,-,-,-,-,-,-,-,+,14422,54217,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3005,-,+,-,+,-,-,+,-,-,+,+,-,+,-,-,+,+,-,-,-,+,149771,54218,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3006,-,+,+,+,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,-,+,149773,54221,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3007,+,+,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,149829,54286,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3008,-,+,+,+,+,+,+,-,-,+,-,-,+,-,-,+,+,+,-,-,+,150008,54499,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3009,+,+,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,-,+,150092,54595,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3010,-,-,+,+,-,+,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,150096,54599,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3011,+,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,+,+,-,+,150209,54727,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3012,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,229,54739,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3013,+,+,+,+,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,150268,54796,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3014,+,-,+,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,-,+,150430,54987,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3015,-,+,-,+,-,-,+,+,+,-,+,-,+,+,+,+,+,-,+,-,+,150590,55175,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3016,+,+,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,150706,55303,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3017,+,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,150715,55312,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3018,+,+,+,-,-,+,+,-,+,-,+,-,+,+,-,+,+,+,+,-,+,136504,55409,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3019,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,150840,55456,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3020,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,-,+,-,+,150848,55464,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3021,+,+,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,+,150872,55489,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3022,+,-,+,+,-,+,+,-,+,+,-,-,+,+,+,+,-,+,+,-,+,141644,44734,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3023,+,+,-,+,+,+,-,-,+,+,-,-,+,+,+,-,+,+,+,-,+,151152,55821,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3024,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,+,151153,55822,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3025,+,-,-,+,+,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,151436,56138,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3026,+,+,+,-,+,-,-,-,+,+,-,-,+,-,-,+,+,+,+,-,+,151447,56149,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3027,+,+,+,+,-,+,+,-,-,+,-,-,+,-,-,+,+,+,+,-,+,151487,56189,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3028,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,151499,56201,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3029,+,+,+,+,+,+,-,-,-,+,-,-,+,+,-,+,-,+,+,-,+,151513,56216,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3030,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,151536,56239,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3031,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,+,-,+,-,+,137723,56512,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3032,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,+,+,+,-,+,151895,56662,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3033,+,-,+,+,-,+,+,-,-,+,+,-,+,+,-,-,+,+,+,-,+,152187,57022,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3034,+,+,+,+,-,+,+,-,+,-,+,-,+,+,-,-,+,+,+,-,+,152237,57097,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3035,+,+,+,+,-,+,+,-,+,-,+,-,+,-,-,-,+,+,+,-,+,152238,57098,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3036,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,-,-,+,-,-,+,152279,57148,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3037,+,+,+,+,-,+,+,-,+,-,+,-,+,+,-,-,+,+,+,-,+,152286,57155,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3038,+,+,+,+,-,+,-,+,+,+,+,-,+,-,-,-,+,+,+,-,+,152287,57156,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3039,+,+,+,-,-,+,+,-,+,-,+,-,+,+,-,-,+,+,+,-,+,152288,57157,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3040,+,+,+,+,-,+,+,-,+,-,-,-,+,-,-,-,+,+,+,-,+,152354,57239,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3041,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,-,+,+,+,-,+,152361,57246,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3042,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,-,+,152362,57247,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3043,+,-,+,+,-,-,-,-,-,+,+,-,+,+,-,-,-,+,+,-,+,152363,57248,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3044,+,-,+,+,+,-,-,-,+,-,+,-,+,+,-,-,-,+,+,-,+,152364,57249,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3045,+,-,+,+,+,-,-,-,-,-,+,-,+,+,-,-,-,+,+,-,+,152365,57250,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3046,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,152479,57394,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3047,-,+,+,+,-,-,+,-,-,+,+,-,-,-,-,-,+,+,+,-,+,7671,57577,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3048,-,+,+,+,-,-,+,-,-,-,+,-,+,-,-,-,+,-,+,-,+,7672,57578,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3049,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,152657,57629,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3050,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,152659,57631,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3051,-,+,-,+,-,-,+,-,-,-,+,-,+,-,-,-,+,-,+,-,+,152666,57638,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3052,+,+,+,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,152714,57699,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3053,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,153173,58267,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3054,+,+,+,+,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,+,153285,58429,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3055,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,153367,58524,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3056,-,+,-,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,153488,58684,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3057,+,+,+,+,-,-,+,-,-,+,-,-,+,-,-,-,+,+,+,-,+,153514,58715,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3058,+,+,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,153554,58762,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3059,-,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,153565,58780,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3060,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,-,+,153578,58801,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3061,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,+,+,+,-,+,153690,58933,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3062,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,-,+,153701,58944,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3063,-,+,-,+,-,+,+,+,+,-,-,-,+,+,+,+,+,-,+,-,+,153702,58945,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3064,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,+,-,+,-,+,153726,58975,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3065,+,+,+,+,-,+,+,-,-,+,+,-,+,+,-,+,+,+,+,-,+,134860,58994,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3066,+,-,+,+,-,+,+,-,+,+,+,-,+,+,-,-,+,+,+,-,+,153733,59000,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3067,+,-,+,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,-,+,153780,59061,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3068,+,+,+,+,-,+,-,-,-,+,-,-,+,+,-,-,+,+,+,-,+,153781,59062,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
3069,+,+,+,+,-,+,-,-,-,+,+,-,+,-,-,-,+,-,+,-,+,153782,59063,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
