ID_kit_api_coryne,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_COR,modify_in_pgsql_COR,ID_tbl_api_COR,last_change
2774,-,+,-,+,-,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,153487,58683,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2775,+,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,+,+,-,+,153493,58691,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2776,-,+,-,+,+,+,+,+,-,-,-,-,+,+,-,-,+,+,-,-,-,153504,58703,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2777,-,+,-,-,-,-,+,-,+,-,-,-,+,-,-,+,+,-,+,-,-,153505,58704,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2778,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,153534,58741,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2779,+,+,-,-,-,+,+,-,+,+,-,-,+,-,-,-,+,-,+,-,-,153535,58742,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2780,+,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,153571,58794,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2781,-,+,-,-,-,+,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,153643,58875,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2782,-,+,-,-,-,+,+,-,+,-,-,-,+,-,-,+,+,+,+,+,-,153662,58895,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2783,-,-,+,+,-,-,+,-,+,-,-,-,+,+,-,-,+,+,+,-,-,153694,58937,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2784,-,-,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,153727,58976,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2785,-,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,153745,59016,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2786,-,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,+,+,+,-,-,153754,59026,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2787,-,+,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,153756,59028,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2788,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,153757,59029,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2789,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,153763,59036,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2790,+,+,+,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,153766,59042,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2791,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,153792,59074,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2792,+,+,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,+,+,-,+,153851,59168,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2793,-,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,153854,59171,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2794,-,+,+,-,-,+,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,153878,59203,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2795,-,-,+,+,-,+,-,-,+,-,-,-,+,-,-,+,+,+,-,-,-,153922,59272,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2796,-,+,+,-,-,+,-,+,-,-,+,-,+,+,-,-,+,+,+,-,-,153949,59299,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2797,-,-,+,+,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,153962,59313,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2798,+,+,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,153985,59339,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2799,-,+,+,-,-,+,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,153986,59340,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2800,+,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,+,+,+,-,153994,59352,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2801,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154062,59459,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2802,-,+,+,+,-,-,+,+,-,-,-,-,+,+,-,-,+,+,-,-,-,154070,59477,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2803,+,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,154095,59514,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2804,+,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,154107,59531,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2805,-,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,+,+,+,-,-,154116,59548,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2806,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,-,+,+,+,-,-,154127,59565,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2807,-,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,154132,59570,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2808,-,+,-,-,-,+,+,+,+,-,-,-,+,+,+,-,+,+,+,-,-,154172,59621,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2809,+,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,154174,59623,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2810,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,154266,59733,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2811,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,154280,59747,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2812,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,154281,59748,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2813,-,+,+,+,-,-,+,-,+,-,-,-,+,+,+,-,+,-,+,-,-,154290,59761,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2814,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,+,+,-,+,-,-,154317,59790,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2815,-,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,154339,59816,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2816,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,154340,59817,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2817,-,+,-,+,-,+,+,-,+,-,-,-,+,+,+,-,+,+,+,+,-,154341,59819,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2818,+,+,-,-,-,-,+,-,+,-,-,-,+,+,+,-,+,+,+,-,-,154342,59820,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2819,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,+,+,+,-,-,154351,59831,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2820,-,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,154376,59860,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2821,-,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,+,-,-,-,154377,59861,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2822,-,+,-,-,+,+,+,-,+,-,-,-,+,+,-,+,+,+,-,+,-,154378,59862,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2823,+,+,-,-,+,+,+,-,+,-,-,-,+,+,-,-,+,+,-,-,-,154379,59863,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2824,-,-,-,-,-,+,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,154406,59897,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2825,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,154443,59957,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2826,+,+,+,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,+,-,+,154483,60015,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2827,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154487,60020,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2828,-,-,+,+,-,-,-,+,-,-,-,-,+,-,-,+,+,+,+,-,-,154512,60094,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2829,-,-,-,+,-,+,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,154515,60097,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2830,-,-,+,+,-,-,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,154554,60163,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2831,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,154634,60284,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2832,+,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,154646,60299,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2833,+,-,-,-,+,+,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,154704,60372,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2834,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154706,60375,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2835,-,+,+,-,+,+,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,154707,60376,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2836,+,+,-,+,-,+,-,-,+,-,-,-,+,+,-,-,+,+,+,-,-,154739,60436,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2837,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,154743,60444,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2838,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,+,-,-,154744,60445,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2839,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154745,60446,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2840,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154746,60447,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2841,-,+,+,-,-,+,+,-,+,-,+,-,+,+,-,-,+,+,+,-,-,154747,60448,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2842,-,-,-,-,-,-,+,-,-,-,+,-,+,+,-,-,+,+,+,-,-,154748,60449,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2843,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154749,60450,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2844,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,-,154750,60451,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2845,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,-,154751,60452,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2846,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154752,60453,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2847,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154753,60454,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2848,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154754,60455,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2849,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154755,60456,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2850,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,154756,60457,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2851,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,+,+,+,-,-,154757,60458,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2852,-,+,-,-,-,+,-,+,-,-,+,-,+,+,-,-,+,+,+,-,-,154760,60462,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2853,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,-,+,+,+,-,-,154763,60465,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2854,-,-,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-,+,-,-,154770,60475,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2855,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,154792,60498,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2856,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,+,+,+,-,-,154835,60553,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2857,-,-,+,-,+,+,+,-,+,-,-,-,+,-,-,-,+,+,+,-,-,154841,60559,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2858,+,-,+,-,-,-,+,+,+,-,-,-,+,+,-,+,+,-,+,-,+,154846,60564,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2859,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,154847,60565,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2860,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,154902,60675,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2861,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,154960,60771,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2862,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,154963,60774,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2863,-,+,+,+,-,-,-,+,+,-,-,-,+,+,-,-,+,-,+,-,+,154994,60819,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2864,-,+,+,+,-,+,-,+,+,-,-,-,+,+,-,+,+,+,+,-,-,155048,60899,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2865,-,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,155095,60970,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2866,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,155098,60973,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2867,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,-,-,155101,60976,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2868,-,+,-,-,-,+,+,+,+,-,-,-,+,+,+,-,+,+,+,-,-,155124,61008,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2869,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,+,-,155125,61009,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2870,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,155141,61026,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2871,+,+,-,-,-,+,-,-,+,-,-,-,+,+,+,-,+,+,+,-,-,155142,61027,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2872,-,+,+,-,-,+,+,+,-,-,-,-,+,+,-,-,+,+,+,-,-,155191,61109,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2873,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,-,+,-,+,155214,61134,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2874,-,+,+,-,-,+,-,+,-,-,-,-,+,+,-,-,+,+,+,-,-,155247,61181,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2875,-,+,-,-,-,+,-,+,-,-,-,-,+,+,+,-,+,+,+,-,+,155266,61212,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2876,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,-,-,155277,61224,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2877,+,+,-,+,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,-,+,155289,61245,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2878,-,+,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,155306,61268,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2879,-,+,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,155359,61332,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2880,-,-,-,-,-,+,+,+,+,-,+,-,+,+,-,-,+,-,+,-,+,155408,61401,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2881,-,+,+,+,+,+,+,+,+,-,+,-,+,+,-,+,+,-,+,-,+,155411,61406,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2882,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,+,-,-,155420,61418,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2883,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,-,+,155426,61427,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2884,+,+,+,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,+,-,+,155471,61481,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2885,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,-,-,155480,61491,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2886,-,+,+,+,-,+,+,-,-,-,-,-,+,+,+,-,+,-,-,-,-,155510,61526,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2887,-,+,+,+,-,+,+,-,-,-,+,-,+,+,+,-,+,-,+,+,-,155511,61527,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2888,-,+,-,+,-,-,-,-,+,-,-,-,+,+,+,-,+,-,+,-,+,155557,61609,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2889,-,+,+,+,-,+,+,-,-,-,-,-,+,+,+,-,+,-,+,-,+,155570,61622,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2890,+,-,-,+,-,+,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,155589,61647,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2891,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,141738,44867,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2892,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,14846,61747,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2893,-,+,-,+,-,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,155702,61811,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2894,+,+,-,-,+,-,+,-,-,-,+,-,+,+,+,-,+,-,-,-,-,155768,61884,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2895,+,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,155922,62060,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2896,-,-,-,+,-,-,+,+,+,-,-,-,+,-,-,+,+,+,-,-,+,155927,62066,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2897,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,-,-,-,155935,62074,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2898,+,+,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,155937,62078,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2899,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,+,-,-,156158,62364,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2900,-,-,+,+,-,-,+,+,+,-,-,-,+,+,-,+,+,+,+,-,+,156165,62371,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2901,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,156199,62406,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2902,+,+,-,-,-,+,+,-,+,-,-,-,+,-,-,-,+,+,+,-,-,156201,62408,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2903,-,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,+,-,-,-,-,156236,62453,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2904,+,+,-,+,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,+,+,156243,62461,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2905,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,156274,62510,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2906,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,156293,62532,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2907,-,+,+,-,-,-,+,-,+,-,-,-,+,-,-,+,+,+,+,-,-,156301,62540,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2908,-,-,+,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,+,-,-,156303,62542,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2909,+,-,-,-,-,+,+,-,-,+,-,-,+,+,+,-,+,+,+,-,-,156351,62594,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2910,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,156362,62607,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2911,+,-,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,+,-,-,156419,62680,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2912,-,-,-,+,-,+,+,+,-,-,-,-,+,+,+,-,+,+,+,-,-,156434,62701,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2913,+,-,-,+,-,+,+,+,-,-,-,-,+,+,+,-,+,+,+,-,-,156435,62702,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2914,+,-,-,+,-,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,-,156436,62703,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2915,+,-,+,+,-,+,+,+,+,-,-,-,+,+,+,-,+,+,+,-,-,156620,63000,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2916,-,+,-,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,-,156675,63070,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2917,-,+,+,+,+,+,-,-,+,-,-,-,+,-,-,-,+,-,+,-,-,156681,63079,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2918,+,-,-,-,-,+,+,-,+,-,+,-,+,+,+,+,+,+,+,-,-,156688,63087,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2919,+,-,-,-,-,+,+,-,+,-,+,-,+,-,-,-,+,+,+,+,+,156690,63089,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2920,-,-,+,+,-,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,-,156725,63133,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
2921,-,-,+,-,+,+,+,+,+,-,-,-,+,+,+,+,+,+,+,+,-,156777,63191,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
