ID_kit_api_rID32A,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,ID_strains,ID_reference,manual_annotation,created_rID32A,modify_in_pgsql_rID32A,ID_tbl_api_rID32A,last_change
5526,-,-,+,+,+/-,+/-,+,+,-,+,+,-,-,-,+,-,-,+/-,-,-,-,+/-,+,-,-,-,-,-,-,130930,22222,1,2015-09-02 00:00:00,2016-01-18 08:02:53,436.0,2019-11-20 06:22:50
5525,-,-,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,130930,22222,1,2015-09-02 00:00:00,2016-01-18 08:02:53,435.0,2019-11-20 06:22:50
5524,-,-,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,130930,22222,1,2015-08-13 00:00:00,2016-01-18 08:02:53,434.0,2019-11-20 06:22:50
5523,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+/-,-,-,-,158518,65195,1,2015-09-14 00:00:00,2016-01-18 08:02:53,425.0,2019-11-20 06:22:50
5522,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+/-,-,-,-,158517,65194,1,2015-09-14 00:00:00,2016-01-18 08:02:53,423.0,2019-11-20 06:22:50
5521,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,132956,24744,1,2015-09-14 00:00:00,2016-01-18 08:02:53,420.0,2019-11-20 06:22:50
5520,-,-,+,+,-,+,+,+,-,+,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+/-,-,158507,65183,1,2015-09-28 00:00:00,2016-01-18 08:02:53,414.0,2019-11-20 06:22:50
5519,-,-,+,+,-,+,+/-,+,-,+,+,+,-,+,-,+/-,+,+/-,-,+,-,+/-,-,-,+,-,-,+,-,131098,22390,1,2015-06-10 00:00:00,2016-01-18 08:02:53,410.0,2019-11-20 06:22:50
5518,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,132062,23853,1,2015-05-26 00:00:00,2016-01-18 08:02:53,409.0,2019-11-20 06:22:50
5517,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,+,+/-,-,+,-,-,-,-,+,-,-,+,+,132987,24775,1,2015-05-21 00:00:00,2016-01-18 08:02:53,408.0,2019-11-20 06:22:50
5516,+,+,+,+,+/-,+,+,+,-,+,+,+,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,132260,24049,1,2015-03-26 00:00:00,2016-01-18 08:02:53,407.0,2019-11-20 06:22:50
5515,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+/-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,140127,42734,1,2015-03-19 00:00:00,2016-01-18 08:02:53,405.0,2019-11-20 06:22:50
5514,-,+,-,+/-,-,-,-,-,-,-,+,-,-,-,+,+,-,+/-,+,-,-,-,-,-,+,+,-,-,+,158037,64611,1,2015-03-16 00:00:00,2016-01-18 08:02:53,404.0,2019-11-20 06:22:50
5513,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,+/-,-,-,-,-,-,+/-,-,-,-,-,-,-,133035,24823,1,2015-01-26 00:00:00,2016-01-18 08:02:53,402.0,2019-11-20 06:22:50
5512,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,140097,42704,1,2014-07-14 00:00:00,2016-01-18 08:02:53,400.0,2019-11-20 06:22:50
5511,-,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,140126,42733,1,2014-07-01 00:00:00,2016-01-18 08:02:53,399.0,2019-11-20 06:22:50
5510,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,+,-,-,+,-,140125,42732,1,2015-01-20 00:00:00,2016-01-18 08:02:53,398.0,2019-11-20 06:22:50
5509,-,-,-,+,-,+,+,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,140144,42751,1,2014-07-03 00:00:00,2016-01-18 08:02:53,397.0,2019-11-20 06:22:50
5508,-,-,+,+,-,+,+,+,-,+,+/-,+/-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+/-,-,132467,24256,1,2014-06-27 00:00:00,2016-01-18 08:02:53,396.0,2019-11-20 06:22:50
5507,-,-,-,+,+/-,+,+,+,+/-,+,+,+,-,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,140143,42750,1,2014-06-12 00:00:00,2016-01-18 08:02:53,395.0,2019-11-20 06:22:50
5506,-,-,-,+/-,-,-,-,-,-,+,-,-,-,-,-,+,+,+/-,-,+,-,-,+/-,-,+,-,-,+,-,133139,64828,1,2014-06-30 00:00:00,2016-01-18 08:02:53,390.0,2019-11-20 06:22:50
5505,-,-,-,-,-,-,+/-,-,-,+/-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,130977,22269,1,2014-04-28 00:00:00,2016-01-18 08:02:53,389.0,2019-11-20 06:22:50
5504,-,-,+,+,-,-,+,-,-,+/-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+/-,-,131513,22740,1,2013-11-27 00:00:00,2016-01-18 08:02:53,386.0,2019-11-20 06:22:50
5503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+/-,-,-,-,-,-,157662,64231,1,2013-10-23 00:00:00,2016-01-18 08:02:53,381.0,2019-11-20 06:22:50
5502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+/-,-,-,-,-,-,157663,64232,1,2013-10-23 00:00:00,2016-01-18 08:02:53,380.0,2019-11-20 06:22:50
5501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+/-,-,-,-,-,-,157664,64233,1,2013-10-23 00:00:00,2016-01-18 08:02:53,379.0,2019-11-20 06:22:50
5500,-,-,-,+,-,+,-,+,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,139763,1456,1,2014-02-13 00:00:00,2016-01-18 08:02:53,377.0,2019-11-20 06:22:50
5499,-,-,-,+/-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,130322,21940,1,2015-03-12 00:00:00,2016-01-18 08:02:53,376.0,2019-11-20 06:22:50
5498,-,-,+,+,-,+,+/-,-,-,+,+/-,+/-,+,+,-,-,+,+,-,+,+/-,+,-,+/-,+,+,+,+,-,24336,20719,1,2014-08-12 00:00:00,2016-01-18 08:02:53,375.0,2019-11-20 06:22:50
5497,-,-,-,+,+/-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+/-,-,+,-,-,+/-,-,24337,20739,1,2015-04-27 00:00:00,2016-01-18 08:02:53,374.0,2019-11-20 06:22:50
5496,-,+,-,+,+/-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+/-,-,+,-,-,+,-,24337,20739,1,2014-07-29 00:00:00,2016-01-18 08:02:53,373.0,2019-11-20 06:22:50
5495,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+/-,-,+/-,-,-,-,-,-,-,-,23855,20944,1,2014-05-14 00:00:00,2016-01-18 08:02:53,372.0,2019-11-20 06:22:50
5494,+,+,+,+,-,+,+/-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-,24344,21085,1,2013-12-11 00:00:00,2016-01-18 08:02:53,370.0,2019-11-20 06:22:50
5493,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+/-,+,-,+/-,-,-,-,-,-,23854,20943,1,2013-09-24 00:00:00,2016-01-18 08:02:53,369.0,2019-11-20 06:22:50
5492,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,23853,20942,1,2013-09-24 00:00:00,2016-01-18 08:02:53,368.0,2019-11-20 06:22:50
5491,-,-,+,+,+,+,+,+,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,130541,21990,1,2013-08-13 00:00:00,2016-01-18 08:02:53,367.0,2019-11-20 06:22:50
5490,-,-,+,+,+,+,+/-,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,130659,22150,1,2013-09-03 00:00:00,2016-01-18 08:02:53,366.0,2019-11-20 06:22:50
5489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,24339,21307,1,2013-06-20 00:00:00,2016-01-18 08:02:53,365.0,2019-11-20 06:22:50
5488,-,-,-,-,-,-,+/-,-,-,-,+/-,-,-,-,-,-,-,-,+,-,-,+/-,-,-,-,-,-,-,-,22963,18803,1,2013-06-05 00:00:00,2016-01-18 08:02:53,364.0,2019-11-20 06:22:50
5487,-,-,+/-,+,-,+,+,+,-,+,+,-,-,+,-,+/-,+,-,-,+,-,-,-,-,+,-,-,+,-,23776,21147,1,2013-06-12 00:00:00,2016-01-18 08:02:53,363.0,2019-11-20 06:22:50
5486,-,+/-,-,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,24343,20743,1,2013-05-17 00:00:00,2016-01-18 08:02:53,362.0,2019-11-20 06:22:50
5485,-,+/-,-,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,24342,20742,1,2013-04-25 00:00:00,2016-01-18 08:02:53,361.0,2019-11-20 06:22:50
5484,-,+/-,-,+,-,+,-,-,-,+,-,-,-,+/-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,-,24340,20740,1,2013-04-23 00:00:00,2016-01-18 08:02:53,360.0,2019-11-20 06:22:50
5483,-,+/-,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,+,-,+,+,-,24341,20741,1,2013-04-22 00:00:00,2016-01-18 08:02:53,359.0,2019-11-20 06:22:50
5482,-,-,+,+,-,+/-,+,+,-,+,+,+,+,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,131249,22477,1,2013-03-11 00:00:00,2016-01-18 08:02:53,358.0,2019-11-20 06:22:50
5481,-,-,+,+,-,+,+,-,-,+,+,+,+,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,22936,19140,1,2013-03-11 00:00:00,2016-01-18 08:02:53,357.0,2019-11-20 06:22:50
5480,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,22935,19114,1,2013-03-13 00:00:00,2016-01-18 08:02:53,356.0,2019-11-20 06:22:50
5479,-,+/-,+,+,-,+,-,-,+/-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,24338,21291,1,2012-10-01 00:00:00,2016-01-18 08:02:53,355.0,2019-11-20 06:22:50
5478,-,-,+,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+/-,-,130658,21468,1,2012-02-01 00:00:00,2016-01-18 08:02:53,354.0,2019-11-20 06:22:50
5477,-,-,+,+,-,-,+,-,-,-,+/-,+/-,-,+/-,-,-,+/-,-,-,+,-,-,-,-,+,-,-,+/-,-,130658,21468,1,2015-04-29 00:00:00,2016-01-18 08:02:53,353.0,2019-11-20 06:22:50
5476,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,24536,20277,1,2011-12-20 00:00:00,2016-01-18 08:02:53,352.0,2019-11-20 06:22:50
5475,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+/-,+,+,-,+,+,+/-,-,-,-,206,17992,1,2011-12-06 00:00:00,2016-01-18 08:02:53,351.0,2019-11-20 06:22:50
5474,-,-,+,+,-,+,+,-,-,+,+,+,-,+,-,-,-,+,-,+,-,+,,-,+,-,-,+,-,12502,17811,1,2011-08-30 00:00:00,2016-01-18 08:02:53,350.0,2019-11-20 06:22:50
5473,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,-,+,-,+,-,+,-,-,+,-,-,+,-,1631,17776,1,1859-11-24 00:00:00,2016-01-18 08:02:53,349.0,2019-11-20 06:22:50
5472,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17147,17723,1,2011-04-13 00:00:00,2016-01-18 08:02:53,348.0,2019-11-20 06:22:50
5471,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+/-,-,12509,17688,1,2011-02-22 00:00:00,2016-01-18 08:02:53,347.0,2019-11-20 06:22:50
5470,-,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+/-,-,-,-,-,-,17870,17681,1,2011-02-07 00:00:00,2016-01-18 08:02:53,346.0,2019-11-20 06:22:50
5469,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+/-,-,-,-,-,-,-,-,130688,22086,1,2015-02-25 00:00:00,2016-01-18 08:02:53,345.0,2019-11-20 06:22:50
5468,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,+,+,+,+,+,-,+/-,+,+,+,-,+,18084,17425,1,2010-09-23 00:00:00,2016-01-18 08:02:53,344.0,2019-11-20 06:22:50
5467,-,-,+,+,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12552,17304,1,2010-09-07 00:00:00,2016-01-18 08:02:53,343.0,2019-11-20 06:22:50
5466,-,-,-,+/-,-,+,-,-,-,+/-,-,-,-,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12510,17342,1,2010-08-31 00:00:00,2016-01-18 08:02:53,342.0,2019-11-20 06:22:50
5465,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17166,17234,1,2010-06-14 00:00:00,2016-01-18 08:02:53,341.0,2019-11-20 06:22:50
5464,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2009-11-17 00:00:00,2016-01-18 08:02:53,340.0,2019-11-20 06:22:50
5463,-,-,-,+/-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2011-09-29 00:00:00,2016-01-18 08:02:53,339.0,2019-11-20 06:22:50
5462,-,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2013-01-24 00:00:00,2016-01-18 08:02:53,338.0,2019-11-20 06:22:50
5461,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2014-07-17 00:00:00,2016-01-18 08:02:53,337.0,2019-11-20 06:22:50
5460,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2009-11-05 00:00:00,2016-01-18 08:02:53,336.0,2019-11-20 06:22:50
5459,-,-,+/-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2013-11-04 00:00:00,2016-01-18 08:02:53,335.0,2019-11-20 06:22:50
5458,-,-,+,+,-,-,-,-,-,+/-,-,-,+,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2011-05-23 00:00:00,2016-01-18 08:02:53,334.0,2019-11-20 06:22:50
5457,-,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17849,16637,1,2011-09-01 00:00:00,2016-01-18 08:02:53,333.0,2019-11-20 06:22:50
5456,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,17868,17212,1,2010-04-21 00:00:00,2016-01-18 08:02:53,332.0,2019-11-20 06:22:50
5455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+/-,-,+,-,+/-,-,-,+,-,-,-,-,12511,16823,1,2010-03-23 00:00:00,2016-01-18 08:02:53,331.0,2019-11-20 06:22:50
5454,-,-,-,+,+/-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12512,16821,1,2010-03-30 00:00:00,2016-01-18 08:02:53,330.0,2019-11-20 06:22:50
5453,-,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,,-,-,-,-,12562,16819,1,2010-03-30 00:00:00,2016-01-18 08:02:53,329.0,2019-11-20 06:22:50
5452,-,-,+,+,-,+,-,+,-,+,+,+,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,+,12501,16712,1,2010-03-11 00:00:00,2016-01-18 08:02:53,328.0,2019-11-20 06:22:50
5451,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12508,16711,1,2012-09-04 00:00:00,2016-01-18 08:02:53,327.0,2019-11-20 06:22:50
5450,-,-,-,+,-,-,-,-,-,+,-,-,+,+/-,-,+,+,-,-,+,-,-,+/-,-,+,-,-,+,-,12523,16757,1,2010-02-19 00:00:00,2016-01-18 08:02:53,326.0,2019-11-20 06:22:50
5449,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,12522,16756,1,2010-02-11 00:00:00,2016-01-18 08:02:53,325.0,2019-11-20 06:22:50
5448,-,+,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+/-,-,-,-,208,16682,1,2009-11-30 00:00:00,2016-01-18 08:02:53,324.0,2019-11-20 06:22:50
5447,-,-,-,+,+/-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12513,16681,1,2009-11-24 00:00:00,2016-01-18 08:02:53,323.0,2019-11-20 06:22:50
5446,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,+,-,-,+,+/-,-,-,-,2236,16680,1,2014-10-23 00:00:00,2016-01-18 08:02:53,322.0,2019-11-20 06:22:50
5445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+/-,-,-,+,+/-,-,-,-,2236,16680,1,2009-12-14 00:00:00,2016-01-18 08:02:53,321.0,2019-11-20 06:22:50
5444,-,+,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,5375,16566,1,2009-11-06 00:00:00,2016-01-18 08:02:53,320.0,2019-11-20 06:22:50
5443,-,-,-,+/-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+/-,-,-,-,-,-,-,-,5375,16566,1,2014-06-18 00:00:00,2016-01-18 08:02:53,319.0,2019-11-20 06:22:50
5442,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12556,16581,1,2009-09-22 00:00:00,2016-01-18 08:02:53,318.0,2019-11-20 06:22:50
5441,-,-,-,-,-,+,-,-,-,-,-,+/-,-,+,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,12563,16580,1,2010-02-17 00:00:00,2016-01-18 08:02:53,317.0,2019-11-20 06:22:50
5440,-,-,+,+,+/-,+,+,-,-,,+,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12517,16541,1,2009-09-08 00:00:00,2016-01-18 08:02:53,316.0,2019-11-20 06:22:50
5439,-,-,-,+,+,+/-,+,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12516,16540,1,2009-09-14 00:00:00,2016-01-18 08:02:53,315.0,2019-11-20 06:22:50
5438,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,17784,16531,1,2005-09-22 00:00:00,2016-01-18 08:02:53,314.0,2019-11-20 06:22:50
5437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,17784,16531,1,2013-02-12 00:00:00,2016-01-18 08:02:53,313.0,2019-11-20 06:22:50
5436,-,-,+,+,-,+,+,+/-,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+/-,-,12515,16530,1,2009-11-30 00:00:00,2016-01-18 08:02:53,312.0,2019-11-20 06:22:50
5435,-,+,+,+,-,+,+,+,+,+,+,+,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12515,16530,1,2010-01-18 00:00:00,2016-01-18 08:02:53,311.0,2019-11-20 06:22:50
5434,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,12568,16432,1,2009-08-10 00:00:00,2016-01-18 08:02:53,310.0,2019-11-20 06:22:50
5433,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,23199,19290,1,2010-02-23 00:00:00,2016-01-18 08:02:53,309.0,2019-11-20 06:22:50
5432,-,-,+,+,-,+,+,+,-,+,+,+,+,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,1630,16383,1,2009-06-22 00:00:00,2016-01-18 08:02:53,308.0,2019-11-20 06:22:50
5431,-,-,+,+,-,+,+,-,+,+,+,+/-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,1629,16382,1,1859-11-24 00:00:00,2016-01-18 08:02:53,307.0,2019-11-20 06:22:50
5430,-,-,+,+,-,+/-,+/-,-,-,+,+,+,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,14033,16377,1,2009-06-17 00:00:00,2016-01-18 08:02:53,306.0,2019-11-20 06:22:50
5429,-,+/-,+,+,-,+,+,-,-,+,+,+,+,-,-,+,+,-,-,+,-,-,-,+,+,+,-,+,-,1628,16376,1,2009-05-27 00:00:00,2016-01-18 08:02:53,305.0,2019-11-20 06:22:50
5428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,5774,8363,1,2007-12-10 00:00:00,2016-01-18 08:02:53,304.0,2019-11-20 06:22:50
5427,-,-,+,+,+,+,+/-,-,-,+,+,+,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,+/-,-,12567,16373,1,2009-06-24 00:00:00,2016-01-18 08:02:53,303.0,2019-11-20 06:22:50
5426,-,-,+,+,+/-,+,-,-,-,+,-,-,-,+/-,-,+,+,+/-,-,+,-,+/-,-,-,+,-,-,-,-,12521,16357,1,2009-06-24 00:00:00,2016-01-18 08:02:53,302.0,2019-11-20 06:22:50
5425,-,-,-,+,+/-,+,+/-,+,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12566,16356,1,2009-12-10 00:00:00,2016-01-18 08:02:53,301.0,2019-11-20 06:22:50
5424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,12565,16216,1,2009-08-24 00:00:00,2016-01-18 08:02:53,300.0,2019-11-20 06:22:50
5423,-,-,-,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,17863,16054,1,2009-02-17 00:00:00,2016-01-18 08:02:53,299.0,2019-11-20 06:22:50
5422,-,-,+/-,+,-,+,-,-,-,+,-,+/-,+,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,1627,16058,1,2010-08-31 00:00:00,2016-01-18 08:02:53,298.0,2019-11-20 06:22:50
5421,-,-,+,+,-,+,+,+,-,+,+/-,+/-,+,+,-,-,+,+/-,-,+,-,+/-,-,-,+,+/-,-,-,-,1627,16058,1,2008-11-28 00:00:00,2016-01-18 08:02:53,297.0,2019-11-20 06:22:50
5420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,5760,15948,1,2012-06-21 00:00:00,2016-01-18 08:02:53,296.0,2019-11-20 06:22:50
5419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,5760,15948,1,2008-10-21 00:00:00,2016-01-18 08:02:53,295.0,2019-11-20 06:22:50
5418,-,-,+,+,-,+,-,-,-,-,-,+/-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,-,209,15870,1,2011-12-06 00:00:00,2016-01-18 08:02:53,294.0,2019-11-20 06:22:50
5417,-,-,-,-,-,+,+,-,-,-,+/-,+/-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,17865,15867,1,2008-10-21 00:00:00,2016-01-18 08:02:53,293.0,2019-11-20 06:22:50
5416,-,-,+,+,+,-,-,+,-,+,-,-,-,+,-,-,+,+/-,-,+,-,+/-,-,-,+,-,-,-,-,18135,15823,1,2008-10-01 00:00:00,2016-01-18 08:02:53,292.0,2019-11-20 06:22:50
5415,-,-,-,+,+,+,-,-,-,+,+,+,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,+,-,12561,15792,1,2008-09-29 00:00:00,2016-01-18 08:02:53,291.0,2019-11-20 06:22:50
5414,-,-,+,+,-,+/-,-,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,12564,15725,1,2008-09-22 00:00:00,2016-01-18 08:02:53,290.0,2019-11-20 06:22:50
5413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,17785,15564,1,2008-03-18 00:00:00,2016-01-18 08:02:53,289.0,2019-11-20 06:22:50
5412,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,+/-,+/-,-,+/-,+/-,+/-,+/-,-,-,17830,15533,1,2008-11-07 00:00:00,2016-01-18 08:02:53,288.0,2019-11-20 06:22:50
5411,-,-,+/-,+,-,+,+/-,-,-,+,-,+/-,+,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12519,15518,1,2014-02-04 00:00:00,2016-01-18 08:02:53,287.0,2019-11-20 06:22:50
5410,-,-,+,+,-,+,+,-,-,+,-,-,+,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,12519,15518,1,2008-03-10 00:00:00,2016-01-18 08:02:53,286.0,2019-11-20 06:22:50
5409,-,-,+,+,-,+,+,+,+,+,+,+/-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,1625,9078,1,2008-02-19 00:00:00,2016-01-18 08:02:53,285.0,2019-11-20 06:22:50
5408,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17187,9072,1,2008-04-14 00:00:00,2016-01-18 08:02:53,284.0,2019-11-20 06:22:50
5407,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17187,9072,1,2015-03-03 00:00:00,2016-01-18 08:02:53,283.0,2019-11-20 06:22:50
