ID_kit_api_rID32A,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,ID_strains,ID_reference,manual_annotation,created_rID32A,modify_in_pgsql_rID32A,ID_tbl_api_rID32A,last_change
4526,-,-,+,+,-,+,+,-,+,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,155411,61406,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4527,-,+,+,+,-,+,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,155386,61370,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4528,-,-,+,+,-,+,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,155385,61369,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4529,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,155379,61362,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4530,-,-,+,+,-,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155286,61241,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4531,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155273,61219,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4532,-,-,+,+,-,+,+,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155272,61218,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4533,-,-,-,+,+,+,-,-,-,+,+,-,-,+,+,-,+,-,-,+,-,-,-,-,+,+,-,+,-,155193,61111,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4534,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,155178,61094,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4535,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,155177,61093,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4536,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,155076,60940,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4537,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,-,+,155070,60934,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155053,60906,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155052,60905,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4540,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,155016,60860,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,154979,60795,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4542,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,154975,60790,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,154949,60749,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,+,-,-,-,-,154938,60732,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4545,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,-,-,+,+,-,-,-,+,-,+,+,-,-,+,154930,60713,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4546,-,+,+,+,-,+,+,-,+,+,+,+,+,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,154898,60671,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4547,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154880,60631,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4548,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,154768,60473,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4549,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154730,60427,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4550,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,154722,60419,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4551,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,-,+,+,+,-,+,154671,60334,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4552,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,154670,60333,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4553,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,154649,60303,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4554,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,-,-,-,154646,60299,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4555,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154638,60288,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4556,-,-,+,+,-,-,+,+,-,+,-,-,-,-,-,-,+,+,-,+,-,+,-,-,+,+,-,-,-,1607,60271,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4557,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154600,60226,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4558,-,-,+,+,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154597,60218,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17180,60152,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4560,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,-,+,+,-,+,+,-,154543,60138,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4561,-,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,154504,60085,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4562,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,154503,60084,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4563,-,-,+,+,+,+,-,+,+,+,+,+,-,+,-,-,+,+,-,+,+,+,-,-,+,+,+,+,-,154497,60062,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4564,-,-,+,+,-,+,+,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,154496,60060,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4565,-,-,+,+,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17163,60045,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,154486,60018,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4567,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154480,60011,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,154367,59850,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,154363,59845,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154333,59808,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,154331,59806,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4572,-,-,-,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,154321,59794,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4573,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,154288,59759,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4574,-,+,-,+,-,+,-,-,+,+,+,-,-,-,+,+,-,+,+,+,-,-,-,-,+,+,+,-,+,154208,59658,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4575,-,+,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,154207,59657,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154182,59631,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4577,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154043,59427,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4578,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,154032,59414,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,154016,59392,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4580,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,153996,59354,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4581,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,+,153995,59353,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4582,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153983,59337,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153981,59335,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4584,-,-,+,+,-,+,+,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153980,59334,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153965,59316,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153964,59315,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4587,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153951,59301,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4588,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153880,59207,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153864,59184,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153863,59183,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4591,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,153852,59169,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4592,-,-,-,+,-,+,-,-,-,+,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,153841,59157,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4593,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,17173,44841,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4594,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153787,59069,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4595,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153779,59060,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4596,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,153772,59052,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4597,-,+,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,153755,59027,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4598,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,153689,58932,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,153656,58888,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4600,-,+,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,153647,58879,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4601,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153644,58876,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4602,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153640,58872,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4603,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153573,58796,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4604,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,153491,58689,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153490,58688,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153489,58687,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4607,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153451,58640,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4608,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153449,58638,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4609,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,153434,58616,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4610,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,153423,58597,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4611,-,-,-,+,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,153399,58572,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4612,-,-,+,+,-,+,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,-,153394,58551,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4613,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153380,58537,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4614,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153359,58512,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4615,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,153334,58485,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4616,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,153332,58482,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4617,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153311,58461,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4618,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,153288,58432,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4619,-,+,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,+,-,+,153284,58428,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4620,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,+,-,-,+,-,153256,58391,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4621,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153218,58327,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153214,58323,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4623,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,153207,58316,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4624,-,-,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,153194,58297,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4625,-,-,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,136339,44804,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4626,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,-,+,153153,58246,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4627,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,-,153147,58239,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4628,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,153139,58228,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4629,-,-,-,+,+,+,+,-,-,+,+,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,153130,58219,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4630,+,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153105,58194,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4631,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,-,-,-,153094,58181,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4632,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,153093,58180,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153059,58131,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4634,-,+,-,+,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,-,153042,58113,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,153021,58091,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4636,-,+,-,-,-,+,+,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,153019,58088,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4637,-,+,-,+,-,-,-,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,153010,58060,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152982,58026,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4639,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,152961,58000,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4640,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152937,57972,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4641,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152936,57971,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4642,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,152930,57963,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,152890,57913,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4644,-,-,-,+,-,+,-,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,152889,57912,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4645,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,152887,57910,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4646,-,+,+,+,,+,+,-,+,+,+,+,+,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,152872,57891,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4647,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152854,57871,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4648,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152853,57870,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4649,-,-,-,-,,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,-,-,-,152823,57834,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4650,-,-,+,+,,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152821,57831,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4651,-,-,+,+,,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152779,57778,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
