ID_cell_morphology,cell_len,rgStart_len,rgEnd_len,cell_len_unit,cell_width,rgStart_wid,rgEnd_wid,cell_width_unit,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains,ID_reference,manual_annotation,api_import,last_change
4627,10-12,10.0,12.0,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,negative,14337,31205,1,,2017-12-01 12:54:15
4628,1.1,1.1,1.1,µm,0.85,0.85,0.85,µm,rod-shaped,0.0,,positive,3920,28991,1,,2017-12-01 12:54:15
4629,,,,,0.55,0.55,0.55,µm,coccus-shaped,0.0,,positive,18084,29561,1,,2017-12-01 12:54:15
4630,1,1.0,1.0,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,1870,29119,1,,2017-12-01 12:54:15
4631,1-3.2,1.0,3.2,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,positive,193,29427,1,,2017-12-01 12:54:15
4632,,,,,,,,,rod-shaped,0.0,,positive,10826,29546,1,,2017-12-01 12:54:15
4633,11,11.0,11.0,µm,0.75,0.75,0.75,µm,rod-shaped,0.0,,positive,6690,29122,1,,2017-12-01 12:54:15
4634,,,,,,,,,rod-shaped,,,negative,134045,31128,1,,2017-12-01 12:54:15
4635,0.7,0.7,0.7,µm,0.35,0.35,0.35,µm,rod-shaped,1.0,,negative,11307,28924,1,,2017-12-01 12:54:15
4636,,,,,,,,,,,,positive,16626,29096,1,,2017-12-01 12:54:15
4637,,,,,,,,,,,,positive,16627,29096,1,,2017-12-01 12:54:15
4638,,,,,,,,,,,,positive,13510,28934,1,,2017-12-01 12:54:15
4639,2.25,2.25,2.25,µm,0.6,0.6,0.6,µm,rod-shaped,1.0,,negative,13852,29071,1,,2017-12-01 12:54:15
4640,2.7,2.7,2.7,µm,0.8,0.8,0.8,µm,rod-shaped,1.0,,negative,13851,29071,1,,2017-12-01 12:54:15
4641,1.1,1.1,1.1,µm,0.2,0.2,0.2,µm,rod-shaped,1.0,,negative,2100,29166,1,,2017-12-01 12:54:15
4642,2.25,2.25,2.25,µm,0.4,0.4,0.4,µm,rod-shaped,0.0,,negative,5614,29093,1,,2017-12-01 12:54:15
4643,1.6,1.6,1.6,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,negative,24762,30738,1,,2017-12-01 12:54:15
4644,2,2.0,2.0,µm,0.45,0.45,0.45,µm,rod-shaped,1.0,,negative,130533,30802,1,,2017-12-01 12:54:15
4645,1.35,1.35,1.35,µm,0.35,0.35,0.35,µm,rod-shaped,1.0,,negative,132144,30617,1,,2017-12-01 12:54:15
4646,0.9-4,0.9,4.0,µm,0.5-1,0.5,1.0,µm,ovoid-shaped,0.0,,negative,5707,29207,1,,2017-12-01 12:54:15
4647,,,,,,,,,,0.0,,positive,17109,29089,1,,2017-12-01 12:54:15
4648,1.5,1.5,1.5,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,gliding,positive,133442,29001,1,,2017-12-01 12:54:15
4650,,,,,0.7,0.7,0.7,µm,coccus-shaped,,,positive,18006,30263,1,,2017-12-01 12:54:15
4651,,,,,,,,,,,,positive,16456,29042,1,,2017-12-01 12:54:15
4652,,,,,,,,,,1.0,,positive,7843,29303,1,,2017-12-01 12:54:15
4653,,,,,,,,,,1.0,,positive,7842,29303,1,,2017-12-01 12:54:15
4654,1.73,1.73,1.73,µm,0.96,0.96,0.96,µm,rod-shaped,1.0,,negative,133446,29023,1,,2017-12-01 12:54:15
4655,,,,,,,,,rod-shaped,1.0,,negative,17254,29312,1,,2017-12-01 12:54:15
4656,4,4.0,4.0,µm,0.75,0.75,0.75,µm,rod-shaped,1.0,,negative,17955,28994,1,,2017-12-01 12:54:15
4657,,,,,,,,,coccus-shaped,1.0,,positive,6319,29018,1,,2017-12-01 12:54:15
4658,7,7.0,7.0,µm,1.25,1.25,1.25,µm,rod-shaped,,,negative,17791,29011,1,,2017-12-01 12:54:15
4659,,,,,,,,,rod-shaped,1.0,,positive,6880,29490,1,,2017-12-01 12:54:15
4660,,,,,,,,,,0.0,,positive,13306,29271,1,,2017-12-01 12:54:15
4661,,,,,,,,,,0.0,,positive,13307,29271,1,,2017-12-01 12:54:15
4662,,,,,,,,,,0.0,,positive,13305,29271,1,,2017-12-01 12:54:15
4663,1.75,1.75,1.75,µm,0.75,0.75,0.75,µm,rod-shaped,1.0,,negative,24484,29927,1,,2017-12-01 12:54:15
4664,3,3.0,3.0,µm,1.3,1.3,1.3,µm,rod-shaped,1.0,,negative,6077,29867,1,,2017-12-01 12:54:15
4665,,,,,,,,,rod-shaped,1.0,,,11641,29038,1,,2017-12-01 12:54:15
4666,,,,,,,,,rod-shaped,1.0,,,11640,29038,1,,2017-12-01 12:54:15
4667,,,,,,,,,,,,positive,8052,29900,1,,2017-12-01 12:54:15
4668,1.3,1.3,1.3,µm,0.9,0.9,0.9,µm,ovoid-shaped,1.0,,positive,2373,31209,1,,2017-12-01 12:54:15
4669,1.5,1.5,1.5,µm,1,1.0,1.0,µm,rod-shaped,0.0,,negative,14298,30362,1,,2017-12-01 12:54:15
4670,11.5,11.5,11.5,µm,0.4,0.4,0.4,µm,rod-shaped,0.0,,negative,133488,29174,1,,2017-12-01 12:54:15
4671,1,1.0,1.0,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,7771,28995,1,,2017-12-01 12:54:15
4672,7.5,7.5,7.5,µm,0.5,0.5,0.5,µm,ovoid-shaped,1.0,,positive,2873,29643,1,,2017-12-01 12:54:15
4673,,,,,,,,,rod-shaped,1.0,,positive,11645,29359,1,,2017-12-01 12:54:15
4674,2,2.0,2.0,µm,0.65,0.65,0.65,µm,rod-shaped,1.0,,negative,133470,29082,1,,2017-12-01 12:54:15
4675,1.5,1.5,1.5,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,negative,133471,29082,1,,2017-12-01 12:54:15
4676,1.5-2,1.5,2.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,negative,14297,29698,1,,2017-12-01 12:54:15
4677,01-02,1.0,2.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,1.0,,negative,133580,29640,1,,2017-12-01 12:54:15
4678,3.5,3.5,3.5,µm,0.65,0.65,0.65,µm,rod-shaped,0.0,,positive,23763,29284,1,,2017-12-01 12:54:15
4679,3.5,3.5,3.5,µm,0.65,0.65,0.65,µm,rod-shaped,0.0,,positive,1571,30366,1,,2017-12-01 12:54:15
4680,1.65,1.65,1.65,µm,0.6,0.6,0.6,µm,rod-shaped,0.0,,positive,11236,29257,1,,2017-12-01 12:54:15
4681,0.9,0.9,0.9,µm,,,,,coccus-shaped,0.0,,positive,14413,28951,1,,2017-12-01 12:54:15
4682,3.1,3.1,3.1,µm,0.65,0.65,0.65,µm,rod-shaped,0.0,,negative,14115,29180,1,,2017-12-01 12:54:15
4683,1.3-4.5,1.3,4.5,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,,negative,1677,29133,1,,2017-12-01 12:54:15
4684,1.35,1.35,1.35,µm,0.85,0.85,0.85,µm,rod-shaped,1.0,,negative,133440,28993,1,,2017-12-01 12:54:15
4685,,,,,,,,,rod-shaped,,,negative,5092,28876,1,,2017-12-01 12:54:15
4686,,,,,,,,,rod-shaped,,,negative,5091,28876,1,,2017-12-01 12:54:15
4687,2.5,2.5,2.5,µm,0.75,0.75,0.75,µm,rod-shaped,1.0,,negative,18136,29655,1,,2017-12-01 12:54:15
4688,,,,,,,,,spiral-shaped,,,positive,16012,28999,1,,2017-12-01 12:54:15
4689,1.75,1.75,1.75,µm,0.7,0.7,0.7,µm,rod-shaped,1.0,,negative,10512,28968,1,,2017-12-01 12:54:15
4690,0.7-1,0.7,1.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,,negative,133568,29570,1,,2017-12-01 12:54:15
4691,,,,,,,,,rod-shaped,1.0,,negative,133556,29496,1,,2017-12-01 12:54:15
4692,1.75,1.75,1.75,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,negative,133466,29079,1,,2017-12-01 12:54:15
4693,1.2,1.2,1.2,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,negative,133467,29079,1,,2017-12-01 12:54:15
4694,1.8-3.0,1.8,3.0,µm,0.7-0.8,0.7,0.8,µm,rod-shaped,1.0,,positive,133457,29048,1,,2017-12-01 12:54:15
4695,,,,,,,,,coccus-shaped,0.0,,positive,6284,29748,1,,2017-12-01 12:54:15
4696,2.95,2.95,2.95,µm,0.45,0.45,0.45,µm,rod-shaped,1.0,,negative,17457,29047,1,,2017-12-01 12:54:15
4697,3,3.0,3.0,µm,0.45,0.45,0.45,µm,rod-shaped,1.0,,negative,17458,29047,1,,2017-12-01 12:54:15
4698,,,,,,,,,,0.0,,positive,8559,29000,1,,2017-12-01 12:54:15
4699,1.45,1.45,1.45,µm,0.7,0.7,0.7,µm,rod-shaped,0.0,,negative,133448,29027,1,,2017-12-01 12:54:15
4700,1.5,1.5,1.5,µm,0.55,0.55,0.55,µm,rod-shaped,1.0,,negative,13175,29055,1,,2017-12-01 12:54:15
4701,2-2.5,2.0,2.5,µm,0.8-1.1,0.8,1.1,µm,rod-shaped,1.0,,positive,1300,29401,1,,2017-12-01 12:54:15
4702,,,,,1.45,1.45,1.45,µm,coccus-shaped,0.0,,positive,3897,29569,1,,2017-12-01 12:54:15
4703,,,,,1.7,1.7,1.7,µm,coccus-shaped,0.0,,positive,3898,29569,1,,2017-12-01 12:54:15
4704,01-03,1.0,3.0,µm,0.2-0.4,0.2,0.4,µm,spiral-shaped,1.0,,negative,133481,29151,1,,2017-12-01 12:54:15
4705,1.7,1.7,1.7,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,negative,17952,29543,1,,2017-12-01 12:54:15
4706,2.6,2.6,2.6,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,negative,6137,29875,1,,2017-12-01 12:54:15
4707,,,,,,,,,,0.0,,positive,16998,29008,1,,2017-12-01 12:54:15
4708,2.3,2.3,2.3,µm,0.65,0.65,0.65,µm,spiral-shaped,1.0,,negative,133443,29014,1,,2017-12-01 12:54:15
4709,5.35,5.35,5.35,µm,1.6,1.6,1.6,µm,rod-shaped,0.0,,negative,17084,29249,1,,2017-12-01 12:54:15
4710,4.85,4.85,4.85,µm,1.55,1.55,1.55,µm,rod-shaped,0.0,,negative,17083,29249,1,,2017-12-01 12:54:15
4711,8,8.0,8.0,µm,,,,,rod-shaped,0.0,,negative,133599,29701,1,,2017-12-01 12:54:15
4712,,,,,,,,,rod-shaped,,,positive,10824,29152,1,,2017-12-01 12:54:15
4713,2.4,2.4,2.4,µm,1.05,1.05,1.05,µm,rod-shaped,1.0,,negative,133449,29028,1,,2017-12-01 12:54:15
4714,,,,,,,,,rod-shaped,,,positive,5850,29103,1,,2017-12-01 12:54:15
4715,1.75,1.75,1.75,µm,1.15,1.15,1.15,µm,ovoid-shaped,1.0,,negative,133454,29041,1,,2017-12-01 12:54:15
4716,1.25,1.25,1.25,µm,0.4,0.4,0.4,µm,rod-shaped,,,negative,5807,29320,1,,2017-12-01 12:54:15
4717,2,2.0,2.0,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,negative,2098,29010,1,,2017-12-01 12:54:15
4718,2-3.7,2.0,3.7,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,negative,4383,29467,1,,2017-12-01 12:54:15
4719,0.8-1,0.8,1.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,1.0,gliding,negative,133551,29482,1,,2017-12-01 12:54:15
4720,0.8-1.25,0.8,1.25,µm,0.18-0.20,0.18,0.2,µm,rod-shaped,0.0,,negative,133595,29685,1,,2017-12-01 12:54:15
4721,0.5-0.8,0.5,0.8,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,133596,29685,1,,2017-12-01 12:54:15
4722,1.45,1.45,1.45,µm,0.385,0.38,0.38,µm,rod-shaped,1.0,,negative,133833,30627,1,,2017-12-01 12:54:15
4723,1.2,1.2,1.2,µm,0.35,0.35,0.35,µm,rod-shaped,1.0,,negative,133834,30627,1,,2017-12-01 12:54:15
4724,2.6,2.6,2.6,µm,1.3,1.3,1.3,µm,rod-shaped,0.0,,negative,14192,29043,1,,2017-12-01 12:54:15
4725,3.5,3.5,3.5,µm,1,1.0,1.0,µm,rod-shaped,0.0,,negative,14027,29917,1,,2017-12-01 12:54:15
4726,3.6-7,3.6,7.0,µm,1.1-2,1.1,2.0,µm,rod-shaped,1.0,,negative,14000,29693,1,,2017-12-01 12:54:15
4727,1.5,1.5,1.5,µm,0.55,0.55,0.55,µm,rod-shaped,0.0,,positive,133577,29632,1,,2017-12-01 12:54:15
4728,,,,,,,,,coccus-shaped,0.0,,negative,133531,29357,1,,2017-12-01 12:54:15
4729,3.75,3.75,3.75,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,negative,10524,29054,1,,2017-12-01 12:54:15
4730,3,3.0,3.0,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,negative,17461,29809,1,,2017-12-01 12:54:15
4731,1.5,1.5,1.5,µm,0.4,0.4,0.4,µm,rod-shaped,0.0,,negative,133455,29044,1,,2017-12-01 12:54:15
4732,2,2.0,2.0,µm,0.35,0.35,0.35,µm,rod-shaped,1.0,,negative,14261,29356,1,,2017-12-01 12:54:15
4733,,,,,,,,,,,,positive,16458,29170,1,,2017-12-01 12:54:15
4734,2.95,2.95,2.95,µm,0.45,0.45,0.45,µm,rod-shaped,0.0,,negative,17452,29066,1,,2017-12-01 12:54:15
4735,3.5,3.5,3.5,µm,0.3,0.3,0.3,µm,rod-shaped,0.0,,negative,24721,29260,1,,2017-12-01 12:54:15
4736,1.8-2.5,1.8,2.5,µm,0.5-0.8,0.5,0.8,µm,,,,negative,6151,28966,1,,2017-12-01 12:54:15
4737,0.4-0.9,0.4,0.9,µm,0.3-0.6,0.3,0.6,µm,coccus-shaped,1.0,,negative,18135,29169,1,,2017-12-01 12:54:15
