ID_oxygen_tolerance,oxygen_tol,ID_strains,ID_reference,manual_annotation,last_change
2292,anaerobe,7022,1055,1,2016-05-17 11:40:41
2293,anaerobe,7023,1171,1,2016-05-17 11:40:41
2294,anaerobe,7024,1185,1,2016-05-17 11:40:41
2295,anaerobe,7025,1233,1,2016-05-17 11:40:41
2296,anaerobe,7026,1509,1,2016-05-17 11:40:41
2297,anaerobe,7027,3210,1,2016-05-17 11:40:41
2298,anaerobe,7028,1639,1,2016-05-17 11:40:41
2299,anaerobe,7029,5051,1,2016-05-17 11:40:41
2300,anaerobe,7030,5621,1,2016-05-17 11:40:41
2301,anaerobe,7031,7750,1,2016-05-17 11:40:41
2302,anaerobe,7032,794,1,2016-05-17 11:40:41
2304,anaerobe,7033,1419,1,2016-05-17 11:40:41
2305,anaerobe,7034,1713,1,2016-05-17 11:40:41
2306,anaerobe,7035,1715,1,2016-05-17 11:40:41
2307,anaerobe,7036,6001,1,2016-05-17 11:40:41
2308,anaerobe,7037,6449,1,2016-05-17 11:40:41
2309,anaerobe,7038,6906,1,2016-05-17 11:40:41
2310,anaerobe,7039,1119,1,2016-05-17 11:40:41
2311,anaerobe,7040,816,1,2016-05-17 11:40:41
2312,anaerobe,7041,1421,1,2016-05-17 11:40:41
2313,anaerobe,7042,1014,1,2016-05-17 11:40:41
2314,anaerobe,7043,4325,1,2016-05-17 11:40:41
2315,anaerobe,7044,2591,1,2016-05-17 11:40:41
2316,anaerobe,7045,974,1,2016-05-17 11:40:41
2317,anaerobe,7046,1271,1,2016-05-17 11:40:41
2318,anaerobe,7047,2797,1,2016-05-17 11:40:41
2319,anaerobe,7048,1490,1,2016-05-17 11:40:41
2320,anaerobe,7049,1818,1,2016-05-17 11:40:41
2321,anaerobe,7050,2522,1,2016-05-17 11:40:41
2322,anaerobe,7052,17601,1,2016-05-17 11:40:41
2323,anaerobe,7053,6214,1,2016-05-17 11:40:41
2324,anaerobe,7054,6828,1,2016-05-17 11:40:41
2325,anaerobe,7055,1575,1,2016-05-17 11:40:41
2326,anaerobe,7056,3632,1,2016-05-17 11:40:41
2327,anaerobe,7057,4997,1,2016-05-17 11:40:41
2328,anaerobe,7058,1191,1,2016-05-17 11:40:41
2329,anaerobe,7059,2965,1,2016-05-17 11:40:41
2330,anaerobe,7060,2553,1,2016-05-17 11:40:41
2331,anaerobe,7061,6865,1,2016-05-17 11:40:41
2332,anaerobe,7062,1397,1,2016-05-17 11:40:41
2333,anaerobe,7063,2325,1,2016-05-17 11:40:41
2334,anaerobe,7064,1298,1,2016-05-17 11:40:41
2335,anaerobe,7065,2293,1,2016-05-17 11:40:41
2336,anaerobe,7066,3174,1,2016-05-17 11:40:41
2337,anaerobe,7067,3175,1,2016-05-17 11:40:41
2338,anaerobe,7068,1965,1,2016-05-17 11:40:41
2339,anaerobe,7069,1324,1,2016-05-17 11:40:41
2340,anaerobe,7070,2292,1,2016-05-17 11:40:41
2341,anaerobe,7071,2294,1,2016-05-17 11:40:41
2342,anaerobe,7072,2295,1,2016-05-17 11:40:41
2343,anaerobe,7073,2296,1,2016-05-17 11:40:41
2344,anaerobe,7074,3173,1,2016-05-17 11:40:41
2345,anaerobe,7075,3928,1,2016-05-17 11:40:41
2346,anaerobe,7076,1013,1,2016-05-17 11:40:41
2347,anaerobe,7077,1275,1,2016-05-17 11:40:41
2348,anaerobe,7078,2167,1,2016-05-17 11:40:41
2349,anaerobe,7079,3459,1,2016-05-17 11:40:41
2350,anaerobe,7080,2892,1,2016-05-17 11:40:41
2351,anaerobe,7081,15580,1,2016-05-17 11:40:41
2352,anaerobe,7082,15625,1,2016-05-17 11:40:41
2353,anaerobe,7083,1274,1,2016-05-17 11:40:41
2354,anaerobe,7084,2731,1,2016-05-17 11:40:41
2355,anaerobe,7085,4537,1,2016-05-17 11:40:41
2356,anaerobe,7086,1234,1,2016-05-17 11:40:41
2357,anaerobe,7087,456,1,2016-05-17 11:40:41
2358,anaerobe,7089,461,1,2016-05-17 11:40:41
2359,anaerobe,7090,509,1,2016-05-17 11:40:41
2360,anaerobe,7091,815,1,2016-05-17 11:40:41
2361,anaerobe,7092,1005,1,2016-05-17 11:40:41
2362,anaerobe,7093,1256,1,2016-05-17 11:40:41
2363,anaerobe,7094,3349,1,2016-05-17 11:40:41
2364,anaerobe,7095,3811,1,2016-05-17 11:40:41
2365,anaerobe,7096,690,1,2016-05-17 11:40:41
2366,anaerobe,7097,703,1,2016-05-17 11:40:41
2367,anaerobe,7098,1240,1,2016-05-17 11:40:41
2368,anaerobe,7099,1355,1,2016-05-17 11:40:41
2369,anaerobe,7100,1358,1,2016-05-17 11:40:41
2370,anaerobe,7101,1435,1,2016-05-17 11:40:41
2371,anaerobe,7102,1716,1,2016-05-17 11:40:41
2372,anaerobe,7103,2584,1,2016-05-17 11:40:41
2373,anaerobe,7104,2964,1,2016-05-17 11:40:41
2374,anaerobe,7105,3058,1,2016-05-17 11:40:41
2375,anaerobe,7106,3509,1,2016-05-17 11:40:41
2376,anaerobe,7107,3812,1,2016-05-17 11:40:41
2377,anaerobe,7108,1670,1,2016-05-17 11:40:41
2378,anaerobe,7109,2641,1,2016-05-17 11:40:41
2379,anaerobe,7110,3350,1,2016-05-17 11:40:41
2380,anaerobe,7111,3351,1,2016-05-17 11:40:41
2381,anaerobe,7112,4360,1,2016-05-17 11:40:41
2382,anaerobe,7113,4361,1,2016-05-17 11:40:41
2383,anaerobe,7114,4362,1,2016-05-17 11:40:41
2384,anaerobe,7115,4363,1,2016-05-17 11:40:41
2385,anaerobe,7116,4364,1,2016-05-17 11:40:41
2386,anaerobe,7117,4365,1,2016-05-17 11:40:41
2387,anaerobe,7118,4513,1,2016-05-17 11:40:41
2388,anaerobe,7119,5721,1,2016-05-17 11:40:41
2389,anaerobe,7120,5745,1,2016-05-17 11:40:41
2390,anaerobe,7121,668,1,2016-05-17 11:40:41
2391,anaerobe,7122,1238,1,2016-05-17 11:40:41
2392,anaerobe,7123,1239,1,2016-05-17 11:40:41
2393,anaerobe,7124,1265,1,2016-05-17 11:40:41
2394,anaerobe,7125,2891,1,2016-05-17 11:40:41
2395,anaerobe,7126,544,1,2016-05-17 11:40:41
2396,anaerobe,7127,4929,1,2016-05-17 11:40:41
2397,anaerobe,7128,5224,1,2016-05-17 11:40:41
2398,anaerobe,7129,3910,1,2016-05-17 11:40:41
2399,anaerobe,7130,5063,1,2016-05-17 11:40:41
2400,anaerobe,7131,15813,1,2016-05-17 11:40:41
2402,anaerobe,7132,467,1,2016-05-17 11:40:41
2403,anaerobe,7133,551,1,2016-05-17 11:40:41
2406,anaerobe,7134,1418,1,2016-05-17 11:40:41
2407,anaerobe,7135,5169,1,2016-05-17 11:40:41
2408,anaerobe,7136,16493,1,2016-05-17 11:40:41
2409,anaerobe,7137,717,1,2016-05-17 11:40:41
2410,anaerobe,7138,1405,1,2016-05-17 11:40:41
2411,anaerobe,7139,1406,1,2016-05-17 11:40:41
2412,anaerobe,7140,1338,1,2016-05-17 11:40:41
2414,aerobe,7174,5700,1,2016-05-17 11:40:41
2415,aerobe,7178,6672,1,2016-05-17 11:40:41
2416,aerobe,7210,5134,1,2016-05-17 11:40:41
2417,aerobe,7211,5135,1,2016-05-17 11:40:41
2418,aerobe,7219,15991,1,2016-05-17 11:40:41
2419,microaerophile,7260,10715,1,2016-05-17 11:40:41
2420,aerobe,7260,10715,1,2016-05-17 11:40:41
2421,aerobe,7779,11181,1,2016-05-17 11:40:41
2423,microaerophile,7781,6060,1,2016-05-17 11:40:41
2425,microaerophile,7782,6051,1,2016-05-17 11:40:41
2426,aerobe,8025,12111,1,2016-05-17 11:40:41
2427,microaerophile,8163,5239,1,2016-05-17 11:40:41
2428,microaerophile,8168,16801,1,2016-05-17 11:40:41
2429,aerobe,8189,6251,1,2016-05-17 11:40:41
2430,aerobe,8190,6252,1,2016-05-17 11:40:41
2431,aerobe,8536,12106,1,2016-05-17 11:40:41
2432,aerobe,8608,7892,1,2016-05-17 11:40:41
2433,aerobe,8615,17469,1,2016-05-17 11:40:41
2434,aerobe,8616,17470,1,2016-05-17 11:40:41
2435,aerobe,8624,16108,1,2016-05-17 11:40:41
2436,aerobe,8626,8144,1,2016-05-17 11:40:41
2437,aerobe,8627,15475,1,2016-05-17 11:40:41
2438,aerobe,8628,16350,1,2016-05-17 11:40:41
2439,aerobe,8632,17559,1,2016-05-17 11:40:41
2440,anaerobe,10422,6399,1,2016-05-17 11:40:41
2441,anaerobe,10425,6557,1,2016-05-17 11:40:41
2442,anaerobe,10426,5275,1,2016-05-17 11:40:41
2443,anaerobe,10427,5669,1,2016-05-17 11:40:41
2444,anaerobe,10428,6556,1,2016-05-17 11:40:41
2445,anaerobe,10429,5072,1,2016-05-17 11:40:41
2446,anaerobe,10430,7806,1,2016-05-17 11:40:41
2447,anaerobe,10431,15569,1,2016-05-17 11:40:41
2448,aerobe,10457,6978,1,2016-05-17 11:40:41
2449,anaerobe,10459,2505,1,2016-05-17 11:40:41
2450,microaerophile,10463,7479,1,2016-05-17 11:40:41
2451,microaerophile,10467,1686,1,2016-05-17 11:40:41
2452,microaerophile,10468,1807,1,2016-05-17 11:40:41
2454,microaerophile,10470,3507,1,2016-05-17 11:40:41
2455,microaerophile,10471,3508,1,2016-05-17 11:40:41
2456,microaerophile,10472,5723,1,2016-05-17 11:40:41
2457,microaerophile,10474,5939,1,2016-05-17 11:40:41
2458,microaerophile,10475,5940,1,2016-05-17 11:40:41
2459,microaerophile,10476,18133,1,2016-05-17 11:40:41
2460,microaerophile,10477,18134,1,2016-05-17 11:40:41
2461,microaerophile,10482,7154,1,2016-05-17 11:40:41
2462,microaerophile,10483,7155,1,2016-05-17 11:40:41
2463,microaerophile,10484,17267,1,2016-05-17 11:40:41
2465,microaerophile,10487,16828,1,2016-05-17 11:40:41
2467,microaerophile,10488,16802,1,2016-05-17 11:40:41
2469,microaerophile,10490,16528,1,2016-05-17 11:40:41
2471,microaerophile,10492,16803,1,2016-05-17 11:40:41
2472,microaerophile,10495,16226,1,2016-05-17 11:40:41
2473,microaerophile,10496,16228,1,2016-05-17 11:40:41
2475,microaerophile,10497,16227,1,2016-05-17 11:40:41
2477,microaerophile,10498,16229,1,2016-05-17 11:40:41
2478,microaerophile,10517,7833,1,2016-05-17 11:40:41
2479,aerobe,10522,5702,1,2016-05-17 11:40:41
2480,anaerobe,10522,5702,1,2016-05-17 11:40:41
2482,anaerobe,10537,4308,1,2016-05-17 11:40:41
2483,anaerobe,10538,4676,1,2016-05-17 11:40:41
2484,anaerobe,10539,7336,1,2016-05-17 11:40:41
2485,anaerobe,10540,6871,1,2016-05-17 11:40:41
2486,anaerobe,10541,6819,1,2016-05-17 11:40:41
2487,aerobe,10722,12205,1,2016-05-17 11:40:41
2488,aerobe,10800,12102,1,2016-05-17 11:40:41
2489,aerobe,10801,12103,1,2016-05-17 11:40:41
2490,aerobe,10802,7126,1,2016-05-17 11:40:41
2491,aerobe,10803,7127,1,2016-05-17 11:40:41
2492,aerobe,10808,12212,1,2016-05-17 11:40:41
2493,aerobe,10809,12213,1,2016-05-17 11:40:41
2494,aerobe,10814,12104,1,2016-05-17 11:40:41
2495,aerobe,11261,12101,1,2016-05-17 11:40:41
2496,anaerobe,11300,5346,1,2016-05-17 11:40:41
2497,anaerobe,11301,4257,1,2016-05-17 11:40:41
2498,anaerobe,11302,4258,1,2016-05-17 11:40:41
2499,anaerobe,11348,1663,1,2016-05-17 11:40:41
2500,anaerobe,11349,2084,1,2016-05-17 11:40:41
2501,aerobe,11359,4684,1,2016-05-17 11:40:41
2502,anaerobe,11359,4684,1,2016-05-17 11:40:41
2503,facultative anaerobe,11360,5479,1,2016-05-17 11:40:41
2504,microaerophile,11450,15858,1,2016-05-17 11:40:41
2505,anaerobe,11458,2085,1,2016-05-17 11:40:41
2506,anaerobe,11503,890,1,2016-05-17 11:40:41
2507,microaerophile,11508,16471,1,2016-05-17 11:40:41
2508,microaerophile,11592,2955,1,2016-05-17 11:40:41
2509,microaerophile,11597,6846,1,2016-05-17 11:40:41
2510,aerobe,11597,6846,1,2016-05-17 11:40:41
2511,microaerophile,11671,4315,1,2016-05-17 11:40:41
2512,microaerophile,11672,5054,1,2016-05-17 11:40:41
2513,microaerophile,11678,8307,1,2016-05-17 11:40:41
2514,microaerophile,11680,16202,1,2016-05-17 11:40:41
2515,microaerophile,11684,16331,1,2016-05-17 11:40:41
2516,aerobe,11684,16331,1,2016-05-17 11:40:41
2517,microaerophile,11686,16201,1,2016-05-17 11:40:41
2518,microaerophile,11694,7586,1,2016-05-17 11:40:41
2519,microaerophile,11696,16421,1,2016-05-17 11:40:41
2521,microaerophile,11698,1685,1,2016-05-17 11:40:41
2523,microaerophile,11699,3772,1,2016-05-17 11:40:41
2525,microaerophile,11700,3773,1,2016-05-17 11:40:41
2527,microaerophile,11701,4213,1,2016-05-17 11:40:41
2529,microaerophile,11702,4561,1,2016-05-17 11:40:41
2530,microaerophile,11703,4562,1,2016-05-17 11:40:41
2531,microaerophile,11704,16829,1,2016-05-17 11:40:41
2532,microaerophile,11705,17317,1,2016-05-17 11:40:41
2533,microaerophile,11706,18117,1,2016-05-17 11:40:41
2534,microaerophile,11707,3450,1,2016-05-17 11:40:41
2535,microaerophile,11708,15693,1,2016-05-17 11:40:41
2536,microaerophile,11709,6847,1,2016-05-17 11:40:41
2537,microaerophile,11710,15577,1,2016-05-17 11:40:41
2538,microaerophile,11711,15433,1,2016-05-17 11:40:41
2539,microaerophile,11712,15589,1,2016-05-17 11:40:41
2540,microaerophile,11713,15715,1,2016-05-17 11:40:41
2541,microaerophile,11714,15714,1,2016-05-17 11:40:41
2542,microaerophile,11715,15713,1,2016-05-17 11:40:41
2543,microaerophile,11716,15437,1,2016-05-17 11:40:41
2544,microaerophile,11717,17685,1,2016-05-17 11:40:41
2545,microaerophile,11718,3334,1,2016-05-17 11:40:41
2546,microaerophile,11719,3761,1,2016-05-17 11:40:41
2547,microaerophile,11726,16749,1,2016-05-17 11:40:41
2548,microaerophile,11727,16748,1,2016-05-17 11:40:41
2550,microaerophile,11728,6417,1,2016-05-17 11:40:41
2551,microaerophile,11745,17548,1,2016-05-17 11:40:41
2553,microaerophile,11747,16699,1,2016-05-17 11:40:41
2555,anaerobe,11750,5984,1,2016-05-17 11:40:41
2556,microaerophile,11751,17404,1,2016-05-17 11:40:41
2558,microaerophile,11752,3255,1,2016-05-17 11:40:41
2560,microaerophile,11753,4214,1,2016-05-17 11:40:41
2562,microaerophile,11754,4215,1,2016-05-17 11:40:41
2563,microaerophile,11755,15694,1,2016-05-17 11:40:41
2564,aerobe,11757,16038,1,2016-05-17 11:40:41
2565,anaerobe,11760,6118,1,2016-05-17 11:40:41
2566,anaerobe,11761,3579,1,2016-05-17 11:40:41
2568,anaerobe,11762,3497,1,2016-05-17 11:40:41
2569,anaerobe,11763,3914,1,2016-05-17 11:40:41
2570,anaerobe,11764,5430,1,2016-05-17 11:40:41
2571,anaerobe,11765,4028,1,2016-05-17 11:40:41
2573,anaerobe,11766,4551,1,2016-05-17 11:40:41
2574,anaerobe,11767,5068,1,2016-05-17 11:40:41
2575,anaerobe,11768,5085,1,2016-05-17 11:40:41
2576,anaerobe,11769,6343,1,2016-05-17 11:40:41
2577,anaerobe,11770,4410,1,2016-05-17 11:40:41
2578,anaerobe,11771,5829,1,2016-05-17 11:40:41
2579,anaerobe,11772,8140,1,2016-05-17 11:40:41
2580,anaerobe,11773,4272,1,2016-05-17 11:40:41
2581,anaerobe,11774,435,1,2016-05-17 11:40:41
2582,anaerobe,11775,3147,1,2016-05-17 11:40:41
2583,anaerobe,11776,4982,1,2016-05-17 11:40:41
2584,anaerobe,11777,5010,1,2016-05-17 11:40:41
2585,anaerobe,11778,6926,1,2016-05-17 11:40:41
2586,anaerobe,11779,5808,1,2016-05-17 11:40:41
2587,anaerobe,11780,3259,1,2016-05-17 11:40:41
2588,anaerobe,11781,16474,1,2016-05-17 11:40:41
2589,anaerobe,11782,8844,1,2016-05-17 11:40:41
2590,anaerobe,11783,2177,1,2016-05-17 11:40:41
2591,anaerobe,11784,5548,1,2016-05-17 11:40:41
2592,anaerobe,11786,3222,1,2016-05-17 11:40:41
2593,anaerobe,11787,6776,1,2016-05-17 11:40:41
2594,anaerobe,11788,5129,1,2016-05-17 11:40:41
2595,anaerobe,11789,438,1,2016-05-17 11:40:41
2596,anaerobe,11790,1450,1,2016-05-17 11:40:41
2598,anaerobe,11791,1576,1,2016-05-17 11:40:41
2599,anaerobe,11792,291,1,2016-05-17 11:40:41
2600,anaerobe,11793,292,1,2016-05-17 11:40:41
2601,anaerobe,11794,3142,1,2016-05-17 11:40:41
2602,anaerobe,11795,3143,1,2016-05-17 11:40:41
2603,anaerobe,11796,3144,1,2016-05-17 11:40:41
2604,anaerobe,11797,3145,1,2016-05-17 11:40:41
2605,anaerobe,11798,3146,1,2016-05-17 11:40:41
2606,anaerobe,11799,3158,1,2016-05-17 11:40:41
2607,anaerobe,11800,982,1,2016-05-17 11:40:41
2608,anaerobe,11801,3157,1,2016-05-17 11:40:41
2609,anaerobe,11802,1319,1,2016-05-17 11:40:41
2610,anaerobe,11803,2324,1,2016-05-17 11:40:41
2611,anaerobe,11804,2377,1,2016-05-17 11:40:41
2612,anaerobe,11805,2521,1,2016-05-17 11:40:41
2613,anaerobe,11806,2782,1,2016-05-17 11:40:41
2614,anaerobe,11807,3148,1,2016-05-17 11:40:41
2615,anaerobe,11808,3149,1,2016-05-17 11:40:41
2616,anaerobe,11809,3150,1,2016-05-17 11:40:41
2617,anaerobe,11810,3151,1,2016-05-17 11:40:41
2618,anaerobe,11811,3176,1,2016-05-17 11:40:41
2619,anaerobe,11812,3177,1,2016-05-17 11:40:41
2620,anaerobe,11813,3178,1,2016-05-17 11:40:41
2621,anaerobe,11814,3397,1,2016-05-17 11:40:41
2622,anaerobe,11815,5559,1,2016-05-17 11:40:41
2623,anaerobe,11816,6280,1,2016-05-17 11:40:41
2624,anaerobe,11817,2730,1,2016-05-17 11:40:41
2625,anaerobe,11818,3874,1,2016-05-17 11:40:41
2626,anaerobe,11819,3916,1,2016-05-17 11:40:41
2627,anaerobe,11820,4421,1,2016-05-17 11:40:41
2628,anaerobe,11821,4492,1,2016-05-17 11:40:41
2629,anaerobe,11822,4658,1,2016-05-17 11:40:41
2630,anaerobe,11823,4629,1,2016-05-17 11:40:41
2631,anaerobe,11824,4630,1,2016-05-17 11:40:41
2632,anaerobe,11825,3053,1,2016-05-17 11:40:41
2633,anaerobe,11826,5227,1,2016-05-17 11:40:41
2634,anaerobe,11827,5625,1,2016-05-17 11:40:41
2635,anaerobe,11828,5596,1,2016-05-17 11:40:41
2636,anaerobe,11829,6699,1,2016-05-17 11:40:41
2637,anaerobe,11830,6246,1,2016-05-17 11:40:41
2638,anaerobe,11831,6247,1,2016-05-17 11:40:41
2639,anaerobe,11832,7258,1,2016-05-17 11:40:41
2640,anaerobe,11833,5142,1,2016-05-17 11:40:41
2641,anaerobe,11834,5143,1,2016-05-17 11:40:41
2642,anaerobe,11835,5753,1,2016-05-17 11:40:41
2643,anaerobe,11836,6006,1,2016-05-17 11:40:41
2644,anaerobe,11837,6311,1,2016-05-17 11:40:41
2645,anaerobe,11838,6304,1,2016-05-17 11:40:41
2646,anaerobe,11839,6381,1,2016-05-17 11:40:41
2647,anaerobe,11840,6146,1,2016-05-17 11:40:41
2648,anaerobe,11841,16322,1,2016-05-17 11:40:41
2650,anaerobe,11842,612,1,2016-05-17 11:40:41
2651,anaerobe,11843,1257,1,2016-05-17 11:40:41
2652,anaerobe,11844,8619,1,2016-05-17 11:40:41
2653,anaerobe,11845,3630,1,2016-05-17 11:40:41
2654,anaerobe,11846,8623,1,2016-05-17 11:40:41
2655,anaerobe,11847,7120,1,2016-05-17 11:40:41
2656,anaerobe,11848,16667,1,2016-05-17 11:40:41
2657,anaerobe,11849,6608,1,2016-05-17 11:40:41
2658,anaerobe,11850,5826,1,2016-05-17 11:40:41
2659,anaerobe,11851,5976,1,2016-05-17 11:40:41
2660,anaerobe,11852,15559,1,2016-05-17 11:40:41
2661,aerobe,11861,6995,1,2016-05-17 11:40:41
2662,aerobe,11862,6994,1,2016-05-17 11:40:41
2663,aerobe,11876,6893,1,2016-05-17 11:40:41
2664,microaerophile,11909,6928,1,2016-05-17 11:40:41
2665,microaerophile,11913,6895,1,2016-05-17 11:40:41
2666,microaerophile,11930,6427,1,2016-05-17 11:40:41
2667,microaerophile,11933,5696,1,2016-05-17 11:40:41
2668,microaerophile,11934,17810,1,2016-05-17 11:40:41
2669,microaerophile,11943,7641,1,2016-05-17 11:40:41
2670,aerobe,11943,7641,1,2016-05-17 11:40:41
2671,anaerobe,12496,6835,1,2016-05-17 11:40:41
2672,anaerobe,12497,8779,1,2016-05-17 11:40:41
2674,anaerobe,12498,7499,1,2016-05-17 11:40:41
2676,anaerobe,12499,8118,1,2016-05-17 11:40:41
2678,anaerobe,12500,8022,1,2016-05-17 11:40:41
2680,anaerobe,12501,16712,1,2016-05-17 11:40:41
2682,anaerobe,12502,17811,1,2016-05-17 11:40:41
2683,anaerobe,12503,6502,1,2016-05-17 11:40:41
2684,anaerobe,12504,9021,1,2016-05-17 11:40:41
2685,anaerobe,12505,8784,1,2016-05-17 11:40:41
2687,anaerobe,12506,9020,1,2016-05-17 11:40:41
2689,anaerobe,12507,6018,1,2016-05-17 11:40:41
2691,anaerobe,12508,16711,1,2016-05-17 11:40:41
2693,anaerobe,12509,17688,1,2016-05-17 11:40:41
2694,anaerobe,12510,17342,1,2016-05-17 11:40:41
2695,anaerobe,12511,16823,1,2016-05-17 11:40:41
2697,anaerobe,12512,16821,1,2016-05-17 11:40:41
2699,anaerobe,12513,16681,1,2016-05-17 11:40:41
2700,anaerobe,12514,7384,1,2016-05-17 11:40:41
2701,anaerobe,12515,16530,1,2016-05-17 11:40:41
2702,microaerophile,12515,16530,1,2016-05-17 11:40:41
2704,anaerobe,12516,16540,1,2016-05-17 11:40:41
2706,anaerobe,12517,16541,1,2016-05-17 11:40:41
2708,anaerobe,12518,7411,1,2016-05-17 11:40:41
2710,anaerobe,12519,15518,1,2016-05-17 11:40:41
2711,anaerobe,12520,9023,1,2016-05-17 11:40:41
2713,anaerobe,12521,16357,1,2016-05-17 11:40:41
2715,anaerobe,12522,16756,1,2016-05-17 11:40:41
2717,anaerobe,12523,16757,1,2016-05-17 11:40:41
2718,anaerobe,12524,17348,1,2016-05-17 11:40:41
2720,anaerobe,12525,8886,1,2016-05-17 11:40:41
2721,anaerobe,12526,7845,1,2016-05-17 11:40:41
2723,anaerobe,12527,8963,1,2016-05-17 11:40:41
2726,anaerobe,12528,8964,1,2016-05-17 11:40:41
2727,anaerobe,12529,8962,1,2016-05-17 11:40:41
2728,anaerobe,12530,8888,1,2016-05-17 11:40:41
2731,anaerobe,12531,8783,1,2016-05-17 11:40:41
2732,anaerobe,12532,8780,1,2016-05-17 11:40:41
2734,anaerobe,12534,2979,1,2016-05-17 11:40:41
2735,anaerobe,12535,4313,1,2016-05-17 11:40:41
2737,anaerobe,12536,4314,1,2016-05-17 11:40:41
2739,anaerobe,12537,5019,1,2016-05-17 11:40:41
2741,anaerobe,12538,5925,1,2016-05-17 11:40:41
2742,anaerobe,12539,5929,1,2016-05-17 11:40:41
2744,anaerobe,12540,6518,1,2016-05-17 11:40:41
2745,anaerobe,12541,6587,1,2016-05-17 11:40:41
2747,anaerobe,12542,6588,1,2016-05-17 11:40:41
2748,anaerobe,12543,6775,1,2016-05-17 11:40:41
2749,anaerobe,12544,6831,1,2016-05-17 11:40:41
2750,anaerobe,12545,7302,1,2016-05-17 11:40:41
2751,anaerobe,12546,7303,1,2016-05-17 11:40:41
2753,anaerobe,12547,7429,1,2016-05-17 11:40:41
2754,anaerobe,12548,7430,1,2016-05-17 11:40:41
2756,anaerobe,12549,7671,1,2016-05-17 11:40:41
2758,anaerobe,12550,7672,1,2016-05-17 11:40:41
2760,anaerobe,12551,7711,1,2016-05-17 11:40:41
2762,anaerobe,12552,17304,1,2016-05-17 11:40:41
2764,anaerobe,12553,8242,1,2016-05-17 11:40:41
2766,anaerobe,12554,8175,1,2016-05-17 11:40:41
2768,anaerobe,12555,7924,1,2016-05-17 11:40:41
2769,anaerobe,12556,16581,1,2016-05-17 11:40:41
2771,anaerobe,12557,8056,1,2016-05-17 11:40:41
2773,anaerobe,12558,7300,1,2016-05-17 11:40:41
2775,anaerobe,12559,7301,1,2016-05-17 11:40:41
2777,anaerobe,12560,8356,1,2016-05-17 11:40:41
2779,anaerobe,12561,15792,1,2016-05-17 11:40:41
2781,anaerobe,12562,16819,1,2016-05-17 11:40:41
2783,anaerobe,12563,16580,1,2016-05-17 11:40:41
2785,anaerobe,12564,15725,1,2016-05-17 11:40:41
2786,anaerobe,12565,16216,1,2016-05-17 11:40:41
2788,anaerobe,12566,16356,1,2016-05-17 11:40:41
2790,anaerobe,12567,16373,1,2016-05-17 11:40:41
2791,anaerobe,12568,16432,1,2016-05-17 11:40:41
2792,anaerobe,12569,8270,1,2016-05-17 11:40:41
2793,anaerobe,12570,8252,1,2016-05-17 11:40:41
2794,microaerophile,12623,6038,1,2016-05-17 11:40:41
2795,aerobe,12623,6038,1,2016-05-17 11:40:41
2796,anaerobe,12633,1867,1,2016-05-17 11:40:41
2798,obligate anaerobe,12634,8679,1,2016-05-17 11:40:41
2799,anaerobe,12635,8680,1,2016-05-17 11:40:41
2800,anaerobe,12636,919,1,2016-05-17 11:40:41
2802,anaerobe,12637,6416,1,2016-05-17 11:40:41
2803,anaerobe,12638,17099,1,2016-05-17 11:40:41
2804,anaerobe,12639,17113,1,2016-05-17 11:40:41
2805,anaerobe,12640,17909,1,2016-05-17 11:40:41
2806,anaerobe,12641,1868,1,2016-05-17 11:40:41
2807,anaerobe,12642,8678,1,2016-05-17 11:40:41
2808,anaerobe,12643,1869,1,2016-05-17 11:40:41
2810,anaerobe,12644,8677,1,2016-05-17 11:40:41
2811,anaerobe,12645,8778,1,2016-05-17 11:40:41
2812,anaerobe,12646,8829,1,2016-05-17 11:40:41
2813,anaerobe,12647,8681,1,2016-05-17 11:40:41
2814,anaerobe,12648,8682,1,2016-05-17 11:40:41
2815,anaerobe,12649,8685,1,2016-05-17 11:40:41
2816,anaerobe,12650,8686,1,2016-05-17 11:40:41
2817,anaerobe,12651,8765,1,2016-05-17 11:40:41
2818,anaerobe,12652,10675,1,2016-05-17 11:40:41
2819,microaerophile,12652,10675,1,2016-05-17 11:40:41
2820,anaerobe,12653,10945,1,2016-05-17 11:40:41
2821,anaerobe,12654,8683,1,2016-05-17 11:40:41
2822,anaerobe,12655,8684,1,2016-05-17 11:40:41
2823,anaerobe,12656,5046,1,2016-05-17 11:40:41
2825,anaerobe,12657,6122,1,2016-05-17 11:40:41
2826,anaerobe,12658,6638,1,2016-05-17 11:40:41
2827,microaerophile,12658,6638,1,2016-05-17 11:40:41
2828,microaerophile,12660,5898,1,2016-05-17 11:40:41
2829,microaerophile,12661,5899,1,2016-05-17 11:40:41
2830,aerobe,12662,3219,1,2016-05-17 11:40:41
2831,anaerobe,12663,1870,1,2016-05-17 11:40:41
2832,anaerobe,12669,8126,1,2016-05-17 11:40:41
2833,anaerobe,12670,16278,1,2016-05-17 11:40:41
2834,anaerobe,12673,16149,1,2016-05-17 11:40:41
2835,aerobe,12999,2900,1,2016-05-17 11:40:41
2836,anaerobe,12999,2900,1,2016-05-17 11:40:41
2837,aerobe,13003,5100,1,2016-05-17 11:40:41
2838,anaerobe,13003,5100,1,2016-05-17 11:40:41
2839,aerobe,13125,7064,1,2016-05-17 11:40:41
2840,aerobe,13393,12211,1,2016-05-17 11:40:41
