ID_kit_api_50CHac,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,cupule_33,cupule_34,cupule_35,cupule_36,cupule_37,cupule_38,cupule_39,cupule_40,cupule_41,cupule_42,cupule_43,cupule_44,cupule_45,cupule_46,cupule_47,cupule_48,cupule_49,cupule_50,ID_strains,ID_reference,manual_annotation,created_50CHac,modify_in_pgsql_50CHac,ID_tbl_api_50CHac,last_change
3482,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146898,50993,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3483,-,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146899,50994,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3484,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146900,50995,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3485,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146901,50996,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3486,-,-,-,+,+,+,+,-,-,-,+,+,+,+,-,-,-,+,-,-,-,+,-,-,-,+,+,+,+,-,+,+,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,138221,50997,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3487,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146907,51003,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3488,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146921,51019,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3489,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,146942,51040,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3490,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146974,51073,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3491,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,146978,51077,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146996,51095,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3493,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,147018,51118,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3494,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147023,51123,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147045,51146,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3496,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147046,51147,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138278,51149,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3498,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147049,51151,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3499,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147054,51156,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3500,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,+,-,-,-,-,+,-,+,-,+,-,-,-,-,-,147070,51186,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3501,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,147105,51228,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3502,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147107,51230,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3503,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147109,51234,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3504,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147126,51251,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3505,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,51270,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147143,51272,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3507,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147215,51363,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3508,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147219,51367,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3509,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,147259,51412,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3510,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147274,51427,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3511,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147294,51451,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3512,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147300,51457,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3513,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,147325,51482,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3514,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,147334,51491,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3515,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,147336,51493,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3516,-,+,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147339,51496,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3517,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147340,51498,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3518,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,147369,51537,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147372,51540,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3520,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147378,51548,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3521,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,147401,51571,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3522,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,+,+,+,+,+,+,+,-,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,147416,51588,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3523,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,147421,51593,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3524,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138269,51624,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3525,-,-,-,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,+,-,-,147453,51626,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3526,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,147464,51637,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3527,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,147466,51639,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3528,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,14385,51643,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3529,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,+,+,+,+,+,+,+,-,+,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,147486,51667,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3530,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147520,51701,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3531,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,136105,51729,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3532,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147551,51738,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3533,-,+,-,-,+,+,-,-,+,-,+,+,+,+,-,-,+,-,+,+,-,-,+,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,+,+,-,-,147565,51753,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3534,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,147566,51754,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3535,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,147578,51766,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3536,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147581,51769,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3537,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,-,+,+,+,+,+,+,-,+,+,+,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,147602,51793,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3538,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147604,51795,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3539,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,147746,51951,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3540,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,147796,52010,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3541,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147807,52021,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3542,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,+,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,147820,52036,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3543,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,6430,52101,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3544,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,147925,52154,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3545,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,147927,52156,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3546,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,147929,52158,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3547,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147948,52178,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3548,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,147995,52225,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3549,-,+,-,-,+,+,-,-,+,-,+,+,+,+,+,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,148009,52242,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3550,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,148011,52244,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3551,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,148013,52249,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3552,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148023,52259,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3553,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,148059,52297,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3554,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,-,-,+,+,+,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,148110,52354,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3555,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,148112,52357,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3556,-,-,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,148113,52358,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3557,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148129,52374,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3558,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,-,+,+,+,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,148131,52377,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3559,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148132,52378,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3560,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,148135,52381,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3561,-,-,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,148138,52384,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3562,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,148151,52399,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3563,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148155,52403,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3564,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148158,52406,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3565,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148165,52413,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3566,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148166,52414,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3567,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,148173,52424,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3568,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148206,52470,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3569,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,148207,52471,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3570,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148228,52494,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3571,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,148251,52518,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
