ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,FK_tbl_strains_micro,manual_annotation,last_change
38928,1,Risk group (German classification),,,,11162,16346,195545.0,1,2019-11-08 06:29:11
38927,1,Risk group (German classification),,,,23221,19125,200499.0,1,2019-11-08 06:29:11
38926,1,Risk group (German classification),,,,2905,17264,196938.0,1,2019-11-08 06:29:11
38925,1,Risk group (German classification),,,,4176,7927,19129.0,1,2019-11-08 06:29:11
38924,1,Risk group (German classification),,,,17814,17529,197496.0,1,2019-11-08 06:29:11
38923,2,Risk group (German classification),,,,24145,20626,200700.0,1,2019-11-08 06:29:11
38922,2,Risk group (German classification),,,,6725,17947,198532.0,1,2019-11-08 06:29:11
38921,2,Risk group (German classification),,,,6724,17946,198531.0,1,2019-11-08 06:29:11
38920,2,Risk group (German classification),,,,6723,17945,198530.0,1,2019-11-08 06:29:11
38919,2,Risk group (German classification),,,,6786,17941,198520.0,1,2019-11-08 06:29:11
38918,2,Risk group (German classification),,,,6785,17940,198519.0,1,2019-11-08 06:29:11
38917,2,Risk group (German classification),,,,6784,17937,198508.0,1,2019-11-08 06:29:11
38916,2,Risk group (German classification),,,,6783,17936,198507.0,1,2019-11-08 06:29:11
38915,2,Risk group (German classification),,,,6722,17929,198489.0,1,2019-11-08 06:29:11
38914,2,Risk group (German classification),,,,6782,17928,198488.0,1,2019-11-08 06:29:11
38913,2,Risk group (German classification),,,,6721,17927,198487.0,1,2019-11-08 06:29:11
38912,2,Risk group (German classification),,,,6720,17911,198444.0,1,2019-11-08 06:29:11
38911,2,Risk group (German classification),,,,6719,17838,198350.0,1,2019-11-08 06:29:11
38910,2,Risk group (German classification),,,,6717,17835,198345.0,1,2019-11-08 06:29:11
467,1,Risk group (German classification),,,,2476,61,236.0,1,2018-05-31 07:20:07
38909,2,Risk group (German classification),,,,6716,17834,198344.0,1,2019-11-08 06:29:11
38908,2,Risk group (German classification),,,,6781,17822,198295.0,1,2019-11-08 06:29:11
38907,2,Risk group (German classification),,,,6780,17821,198294.0,1,2019-11-08 06:29:11
38906,2,Risk group (German classification),,,,6779,17820,198293.0,1,2019-11-08 06:29:11
38905,2,Risk group (German classification),,,,6778,17819,198281.0,1,2019-11-08 06:29:11
38904,2,Risk group (German classification),,,,6777,17818,198280.0,1,2019-11-08 06:29:11
38903,2,Risk group (German classification),,,,6776,17817,198279.0,1,2019-11-08 06:29:11
38902,2,Risk group (German classification),,,,6775,17815,198274.0,1,2019-11-08 06:29:11
38901,2,Risk group (German classification),,,,6774,17814,198272.0,1,2019-11-08 06:29:11
38900,2,Risk group (German classification),,,,6712,3193,7513.0,1,2019-11-08 06:29:11
38899,1,Risk group (German classification),,,,5233,16509,195842.0,1,2019-11-08 06:29:11
38898,1,Risk group (German classification),,,,5232,16508,195841.0,1,2019-11-08 06:29:11
38897,1,Risk group (German classification),,,,5231,16252,195371.0,1,2019-11-08 06:29:11
38896,1,Risk group (German classification),,,,5230,16251,195370.0,1,2019-11-08 06:29:11
38895,1,Risk group (German classification),,,,17848,7584,18546.0,1,2019-11-08 06:29:11
38894,1,Risk group (German classification),,,,14268,15716,194485.0,1,2019-11-08 06:29:11
38893,1,Risk group (German classification),,,,14267,15717,194487.0,1,2019-11-08 06:29:11
38892,1,Risk group (German classification),,,,17844,15689,194423.0,1,2019-11-08 06:29:11
38891,1,Risk group (German classification),,,,14440,16767,196297.0,1,2019-11-08 06:29:11
38890,1,Risk group (German classification),,,,24482,21028,19479.0,1,2019-11-08 06:29:11
38889,1,Risk group (German classification),,,,140037,42644,208834.0,1,2019-11-08 06:29:11
38888,1,Risk group (German classification),,,,13185,18251,199675.0,1,2019-11-08 06:29:11
38887,1,Risk group (German classification),,,,13184,16399,195641.0,1,2019-11-08 06:29:11
38886,1,Risk group (German classification),,,,6330,17368,197137.0,1,2019-11-08 06:29:11
38885,1,Risk group (German classification),,,,5743,18100,199000.0,1,2019-11-08 06:29:11
38884,1,Risk group (German classification),,,,23264,19124,200154.0,1,2019-11-08 06:29:11
38883,1,Risk group (German classification),,,,1676,16139,195139.0,1,2019-11-08 06:29:11
38882,1,Risk group (German classification),,,,7131,15813,194626.0,1,2019-11-08 06:29:11
38881,1,Risk group (German classification),,,,7361,18264,199794.0,1,2019-11-08 06:29:11
38880,1,Risk group (German classification),,,,6699,17392,197185.0,1,2019-11-08 06:29:11
38879,1,Risk group (German classification),,,,454,18109,199020.0,1,2019-11-08 06:29:11
38878,1,Risk group (German classification),,,,7880,18203,199557.0,1,2019-11-08 06:29:11
501,1,Risk group (German classification),,,,2506,103,316.0,1,2018-05-31 07:20:07
38877,1,Risk group (German classification),,,,17843,17467,197322.0,1,2019-11-08 06:29:11
38876,1,Risk group (German classification),,,,17754,16213,195294.0,1,2019-11-08 06:29:11
38875,1,Risk group (German classification),,,,16809,15977,194883.0,1,2019-11-08 06:29:11
38874,1,Risk group (German classification),,,,3934,16563,196046.0,1,2019-11-08 06:29:11
38873,1,Risk group (German classification),,,,131247,22475,199379.0,1,2019-11-08 06:29:11
38872,1,Risk group (German classification),,,,7852,16788,196344.0,1,2019-11-08 06:29:11
38871,2,Risk group (German classification),,,,132840,24628,208044.0,1,2019-11-08 06:29:11
38870,2,Risk group (German classification),,,,23822,20492,200720.0,1,2019-11-08 06:29:11
38869,2,Risk group (German classification),,,,131246,22885,197678.0,1,2019-11-08 06:29:11
38868,2,Risk group (German classification),,,,131245,22884,197677.0,1,2019-11-08 06:29:11
38867,2,Risk group (German classification),,,,131244,22883,197675.0,1,2019-11-08 06:29:11
38866,2,Risk group (German classification),,,,131243,22882,197665.0,1,2019-11-08 06:29:11
38865,2,Risk group (German classification),,,,131242,22881,197664.0,1,2019-11-08 06:29:11
38864,2,Risk group (German classification),,,,131241,22880,197663.0,1,2019-11-08 06:29:11
38863,2,Risk group (German classification),,,,131240,22879,197646.0,1,2019-11-08 06:29:11
38862,2,Risk group (German classification),,,,131239,22878,197645.0,1,2019-11-08 06:29:11
38861,2,Risk group (German classification),,,,131238,22877,197644.0,1,2019-11-08 06:29:11
38860,2,Risk group (German classification),,,,131237,22876,197641.0,1,2019-11-08 06:29:11
38859,2,Risk group (German classification),,,,131236,22875,197640.0,1,2019-11-08 06:29:11
38858,2,Risk group (German classification),,,,131235,22874,197632.0,1,2019-11-08 06:29:11
38857,2,Risk group (German classification),,,,131234,22873,197631.0,1,2019-11-08 06:29:11
38856,2,Risk group (German classification),,,,131233,22872,197599.0,1,2019-11-08 06:29:11
38855,2,Risk group (German classification),,,,131232,22871,197598.0,1,2019-11-08 06:29:11
38854,2,Risk group (German classification),,,,131231,22870,197596.0,1,2019-11-08 06:29:11
38853,2,Risk group (German classification),,,,2203,17599,197593.0,1,2019-11-08 06:29:11
38852,2,Risk group (German classification),,,,131230,22869,197592.0,1,2019-11-08 06:29:11
38851,2,Risk group (German classification),,,,131229,22868,197591.0,1,2019-11-08 06:29:11
38850,2,Risk group (German classification),,,,131228,22867,197590.0,1,2019-11-08 06:29:11
38849,2,Risk group (German classification),,,,131227,22866,197589.0,1,2019-11-08 06:29:11
38848,2,Risk group (German classification),,,,2198,17593,197587.0,1,2019-11-08 06:29:11
38847,2,Risk group (German classification),,,,131226,22865,197586.0,1,2019-11-08 06:29:11
38846,2,Risk group (German classification),,,,131225,22864,197585.0,1,2019-11-08 06:29:11
38845,2,Risk group (German classification),,,,131224,22863,197580.0,1,2019-11-08 06:29:11
38844,2,Risk group (German classification),,,,131223,22862,197579.0,1,2019-11-08 06:29:11
38843,2,Risk group (German classification),,,,131222,22861,197573.0,1,2019-11-08 06:29:11
38842,2,Risk group (German classification),,,,131221,22860,197572.0,1,2019-11-08 06:29:11
38841,2,Risk group (German classification),,,,131220,22859,197571.0,1,2019-11-08 06:29:11
38840,2,Risk group (German classification),,,,131219,22858,197570.0,1,2019-11-08 06:29:11
38839,2,Risk group (German classification),,,,131218,22857,197562.0,1,2019-11-08 06:29:11
38838,2,Risk group (German classification),,,,131217,22856,197561.0,1,2019-11-08 06:29:11
38837,2,Risk group (German classification),,,,131216,22855,197560.0,1,2019-11-08 06:29:11
38836,2,Risk group (German classification),,,,131215,22854,197557.0,1,2019-11-08 06:29:11
38835,2,Risk group (German classification),,,,2183,17569,197556.0,1,2019-11-08 06:29:11
38834,2,Risk group (German classification),,,,131214,22853,197554.0,1,2019-11-08 06:29:11
38833,2,Risk group (German classification),,,,131213,22852,197553.0,1,2019-11-08 06:29:11
38832,2,Risk group (German classification),,,,131212,22851,197548.0,1,2019-11-08 06:29:11
38831,2,Risk group (German classification),,,,2179,17562,197547.0,1,2019-11-08 06:29:11
38830,2,Risk group (German classification),,,,131211,22850,197546.0,1,2019-11-08 06:29:11
38829,2,Risk group (German classification),,,,131210,22849,197545.0,1,2019-11-08 06:29:11
38828,2,Risk group (German classification),,,,131209,22848,197540.0,1,2019-11-08 06:29:11
38827,2,Risk group (German classification),,,,2176,17555,197539.0,1,2019-11-08 06:29:11
38826,2,Risk group (German classification),,,,131208,22847,197537.0,1,2019-11-08 06:29:11
38825,2,Risk group (German classification),,,,131207,22846,197536.0,1,2019-11-08 06:29:11
38824,2,Risk group (German classification),,,,2173,17551,197535.0,1,2019-11-08 06:29:11
38823,2,Risk group (German classification),,,,131206,22845,197534.0,1,2019-11-08 06:29:11
38822,2,Risk group (German classification),,,,131205,22844,197527.0,1,2019-11-08 06:29:11
38821,2,Risk group (German classification),,,,2170,17544,197526.0,1,2019-11-08 06:29:11
38820,2,Risk group (German classification),,,,131204,22843,197525.0,1,2019-11-08 06:29:11
38819,2,Risk group (German classification),,,,131203,22842,197518.0,1,2019-11-08 06:29:11
38818,2,Risk group (German classification),,,,2167,17538,197517.0,1,2019-11-08 06:29:11
38817,2,Risk group (German classification),,,,131202,22841,197516.0,1,2019-11-08 06:29:11
38816,2,Risk group (German classification),,,,131201,22840,197498.0,1,2019-11-08 06:29:11
38815,2,Risk group (German classification),,,,131200,22839,197497.0,1,2019-11-08 06:29:11
38814,2,Risk group (German classification),,,,131199,22838,197490.0,1,2019-11-08 06:29:11
38813,2,Risk group (German classification),,,,131198,22837,197489.0,1,2019-11-08 06:29:11
38812,2,Risk group (German classification),,,,131197,22836,197488.0,1,2019-11-08 06:29:11
38811,2,Risk group (German classification),,,,131196,22835,197487.0,1,2019-11-08 06:29:11
38810,2,Risk group (German classification),,,,131195,22834,197486.0,1,2019-11-08 06:29:11
38809,2,Risk group (German classification),,,,131194,22833,197481.0,1,2019-11-08 06:29:11
38808,2,Risk group (German classification),,,,131193,22832,197480.0,1,2019-11-08 06:29:11
38807,2,Risk group (German classification),,,,131192,22831,197479.0,1,2019-11-08 06:29:11
38806,2,Risk group (German classification),,,,131191,22830,197478.0,1,2019-11-08 06:29:11
38805,2,Risk group (German classification),,,,140036,42643,197477.0,1,2019-11-08 06:29:11
38804,2,Risk group (German classification),,,,131190,22829,197476.0,1,2019-11-08 06:29:11
38803,2,Risk group (German classification),,,,2156,17514,197468.0,1,2019-11-08 06:29:11
38802,2,Risk group (German classification),,,,2155,17513,197467.0,1,2019-11-08 06:29:11
38801,2,Risk group (German classification),,,,131189,22828,197456.0,1,2019-11-08 06:29:11
38800,2,Risk group (German classification),,,,131188,22827,197455.0,1,2019-11-08 06:29:11
38799,2,Risk group (German classification),,,,2153,17508,197454.0,1,2019-11-08 06:29:11
38798,2,Risk group (German classification),,,,2152,17507,197453.0,1,2019-11-08 06:29:11
38797,2,Risk group (German classification),,,,131187,22474,197452.0,1,2019-11-08 06:29:11
38796,2,Risk group (German classification),,,,131186,22826,197451.0,1,2019-11-08 06:29:11
38795,2,Risk group (German classification),,,,2150,17504,197450.0,1,2019-11-08 06:29:11
38794,2,Risk group (German classification),,,,2149,17503,197449.0,1,2019-11-08 06:29:11
38793,2,Risk group (German classification),,,,131185,22825,197442.0,1,2019-11-08 06:29:11
38792,2,Risk group (German classification),,,,2146,17499,197440.0,1,2019-11-08 06:29:11
38791,2,Risk group (German classification),,,,2145,17498,197439.0,1,2019-11-08 06:29:11
38790,2,Risk group (German classification),,,,131184,22824,197666.0,1,2019-11-08 06:29:11
38789,2,Risk group (German classification),,,,131183,22823,197500.0,1,2019-11-08 06:29:11
38788,2,Risk group (German classification),,,,2121,1683,4688.0,1,2019-11-08 06:29:11
38787,1,Risk group (German classification),,,,23283,19123,200280.0,1,2019-11-08 06:29:11
38786,1,Risk group (German classification),,,,17626,18206,199562.0,1,2019-11-08 06:29:11
38785,1,Risk group (German classification),,,,24249,20682,194351.0,1,2019-11-08 06:29:11
38784,1,Risk group (German classification),,,,1458,16438,195720.0,1,2019-11-08 06:29:11
38783,1,Risk group (German classification),,,,1457,16437,195719.0,1,2019-11-08 06:29:11
38782,1,Risk group (German classification),,,,13507,18277,199855.0,1,2019-11-08 06:29:11
38781,1,Risk group (German classification),,,,1314,16030,194962.0,1,2019-11-08 06:29:11
38780,1,Risk group (German classification),,,,1313,7386,18085.0,1,2019-11-08 06:29:11
38779,1,Risk group (German classification),,,,1552,16515,195851.0,1,2019-11-08 06:29:11
38778,1,Risk group (German classification),,,,18156,18123,199141.0,1,2019-11-08 06:29:11
38777,1,Risk group (German classification),,,,17922,18113,199057.0,1,2019-11-08 06:29:11
38776,1,Risk group (German classification),,,,17921,18092,198976.0,1,2019-11-08 06:29:11
38775,1,Risk group (German classification),,,,14014,16532,195882.0,1,2019-11-08 06:29:11
38774,1,Risk group (German classification),,,,4304,18210,199571.0,1,2019-11-08 06:29:11
38773,1,Risk group (German classification),,,,14086,17226,196877.0,1,2019-11-08 06:29:11
38772,1,Risk group (German classification),,,,5170,16770,196300.0,1,2019-11-08 06:29:11
38771,1,Risk group (German classification),,,,13773,18207,199568.0,1,2019-11-08 06:29:11
38770,1,Risk group (German classification),,,,16735,16245,195344.0,1,2019-11-08 06:29:11
38769,1,Risk group (German classification),,,,17883,17205,196814.0,1,2019-11-08 06:29:11
38768,1,Risk group (German classification),,,,17882,17204,196813.0,1,2019-11-08 06:29:11
38767,1,Risk group (German classification),,,,17881,17203,196812.0,1,2019-11-08 06:29:11
38766,1,Risk group (German classification),,,,24680,20753,199913.0,1,2019-11-08 06:29:11
38765,1,Risk group (German classification),,,,13408,16157,195179.0,1,2019-11-08 06:29:11
38764,1,Risk group (German classification),,,,12673,16149,195156.0,1,2019-11-08 06:29:11
38763,1,Risk group (German classification),,,,17920,17298,196998.0,1,2019-11-08 06:29:11
38762,1,Risk group (German classification),,,,17359,18132,199154.0,1,2019-11-08 06:29:11
38761,1,Risk group (German classification),,,,2066,17291,196976.0,1,2019-11-08 06:29:11
38760,1,Risk group (German classification),,,,2065,17294,196979.0,1,2019-11-08 06:29:11
38759,1,Risk group (German classification),,,,2064,17293,196978.0,1,2019-11-08 06:29:11
38758,1,Risk group (German classification),,,,2063,17290,196975.0,1,2019-11-08 06:29:11
38757,1,Risk group (German classification),,,,2062,17292,196977.0,1,2019-11-08 06:29:11
38756,1,Risk group (German classification),,,,23179,19122,199887.0,1,2019-11-08 06:29:11
38755,1,Risk group (German classification),,,,2980,15890,194726.0,1,2019-11-08 06:29:11
38754,1,Risk group (German classification),,2.0,,1899,17417,197219.0,1,2021-11-25 11:45:31
38753,1,Risk group (German classification),,2.0,,1898,17416,197218.0,1,2021-11-25 11:45:31
38752,1,Risk group (German classification),,,,16570,16546,195915.0,1,2019-11-08 06:29:11
38751,1,Risk group (German classification),,,,11152,18127,199149.0,1,2019-11-08 06:29:11
38750,1,Risk group (German classification),,,,492,16182,195449.0,1,2019-11-08 06:29:11
38749,1,Risk group (German classification),,,,17501,18149,199244.0,1,2019-11-08 06:29:11
38748,1,Risk group (German classification),2.0,,,16787,15690,194425.0,1,2021-11-25 11:45:31
38747,1,Risk group (German classification),,,,14417,16646,196070.0,1,2019-11-08 06:29:11
38746,1,Risk group (German classification),,,,11376,16705,196270.0,1,2019-11-08 06:29:11
38745,1,Risk group (German classification),,,,24255,21222,195546.0,1,2019-11-08 06:29:11
38744,1,Risk group (German classification),,,,4265,18108,199016.0,1,2019-11-08 06:29:11
38743,1,Risk group (German classification),,,,5712,16231,195328.0,1,2019-11-08 06:29:11
38742,1,Risk group (German classification),,,,389,18008,198652.0,1,2019-11-08 06:29:11
38741,1,Risk group (German classification),,,,388,18005,198648.0,1,2019-11-08 06:29:11
38740,1,Risk group (German classification),,,,1312,16060,194996.0,1,2019-11-08 06:29:11
38739,1,Risk group (German classification),,,,22945,19121,198659.0,1,2019-11-08 06:29:11
38738,1,Risk group (German classification),,,,23333,19120,200269.0,1,2019-11-08 06:29:11
38737,2,Risk group (German classification),,,,130145,21443,202805.0,1,2019-11-08 06:29:11
38736,1,Risk group (German classification),,,,1456,7684,18751.0,1,2019-11-08 06:29:11
38735,1,Risk group (German classification),,,,14710,15681,194528.0,1,2019-11-08 06:29:11
38734,1,Risk group (German classification),,,,7347,16536,195889.0,1,2019-11-08 06:29:11
38733,1,Risk group (German classification),,,,17213,15769,194660.0,1,2019-11-08 06:29:11
38732,2,Risk group (German classification),,,,8587,18021,198679.0,1,2019-11-08 06:29:11
38731,1,Risk group (German classification),,2.0,,8586,17220,196859.0,1,2021-11-25 11:45:31
38730,1,Risk group (German classification),,,,17878,15519,194156.0,1,2019-11-08 06:29:11
38729,1,Risk group (German classification),,,,13643,18217,199581.0,1,2019-11-08 06:29:11
38728,1,Risk group (German classification),,,,5471,18166,199349.0,1,2019-11-08 06:29:11
38727,1,Risk group (German classification),,,,17919,16190,195458.0,1,2019-11-08 06:29:11
38726,1,Risk group (German classification),,,,13183,18176,199374.0,1,2019-11-08 06:29:11
38725,1,Risk group (German classification),,,,5725,16415,195800.0,1,2019-11-08 06:29:11
38724,1,Risk group (German classification),,,,11848,16667,196096.0,1,2019-11-08 06:29:11
38723,1,Risk group (German classification),,,,18005,16269,195382.0,1,2019-11-08 06:29:11
38722,1,Risk group (German classification),,,,6198,16304,195437.0,1,2019-11-08 06:29:11
38721,1,Risk group (German classification),,,,10828,18030,198702.0,1,2019-11-08 06:29:11
38720,2,Risk group (German classification),,,,11758,18212,199573.0,1,2019-11-08 06:29:11
38719,1,Risk group (German classification),,,,135,16717,196172.0,1,2019-11-08 06:29:11
