ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
5055,+,+,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,+,-,-,-,-,+,-,152071,56883,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5056,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152072,56884,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5057,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152073,56885,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5058,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,+,152074,56886,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5059,-,-,+,-,+,-,+,+,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,152090,56903,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5060,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152108,56932,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5061,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,152112,56936,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5062,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152118,56942,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5063,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152119,56943,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5064,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152120,56944,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5065,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,152121,56945,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5066,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,152122,56946,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5067,-,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,152127,56952,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5068,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,152146,56972,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5069,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,152148,56974,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5070,-,+,-,-,+,-,+,+,-,+,+,-,+,-,-,-,+,-,-,-,+,+,-,-,-,+,-,+,+,+,+,-,152150,56977,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5071,-,+,-,-,+,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,+,+,+,-,-,+,-,+,+,+,+,-,152151,56978,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5072,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,-,+,-,152152,56980,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5073,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,-,+,-,152153,56981,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5074,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,152154,56985,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5075,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,152159,56990,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5076,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,152163,56997,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5077,+,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,+,-,-,152175,57010,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5078,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,152176,57011,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5079,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,+,+,+,+,-,152193,57030,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5080,-,+,-,-,+,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,+,-,+,-,152202,57042,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5081,-,+,-,-,-,-,+,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,+,-,-,-,152204,57044,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5082,+,+,-,-,+,-,+,-,-,+,+,-,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,-,+,-,152206,57046,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5083,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,+,-,152207,57047,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152209,57050,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5085,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152210,57051,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5086,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152211,57052,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5087,-,+,-,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,137680,57058,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5088,-,+,-,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,138163,57059,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5089,-,+,-,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,+,+,-,+,-,138160,57060,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5090,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,-,-,+,-,+,-,138161,57061,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5091,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,-,+,+,-,+,-,+,-,139236,57062,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5092,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,-,-,+,-,152212,57063,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5093,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,152213,57064,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152216,57073,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5095,-,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152219,57076,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5096,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,152225,57085,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5097,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152226,57086,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5098,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,152227,57087,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5099,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152228,57088,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5100,-,-,-,+,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152229,57089,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5101,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,152230,57090,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5102,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,-,152237,57097,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5103,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,152244,57104,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5104,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,+,-,-,+,-,-,+,+,-,-,+,-,-,+,152246,57106,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5105,+,-,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,152247,57107,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5106,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,152250,57110,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5107,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,+,152253,57114,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5108,+,+,-,-,-,-,+,+,-,-,+,-,+,-,-,+,+,+,-,+,-,-,+,-,-,+,-,-,+,-,-,-,152256,57117,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5109,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152257,57118,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5110,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,+,-,-,+,+,+,-,-,-,+,-,-,+,-,+,-,152259,57120,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5111,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,152260,57121,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5112,-,+,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,152264,57126,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5113,-,+,-,-,+,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,152267,57130,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5114,+,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,152270,57135,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5115,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,152272,57138,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5116,-,-,-,-,-,+,+,-,-,+,+,+,+,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,+,-,-,152275,57143,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152277,57146,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5118,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,152278,57147,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5119,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,152281,57150,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5120,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,+,152284,57153,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5121,-,+,+,-,-,-,+,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,-,152286,57155,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5122,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,+,152287,57156,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5123,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,-,152288,57157,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5124,-,-,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,+,152289,57158,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5125,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,152291,57160,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5126,-,-,+,-,+,-,+,+,+,+,+,+,+,-,+,+,-,+,+,-,-,-,+,-,+,+,+,+,-,-,-,-,152293,57168,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5127,-,-,+,+,-,-,+,+,+,+,+,+,+,-,+,-,-,+,+,+,-,-,+,-,-,-,-,+,-,+,-,-,152294,57169,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152296,57171,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5129,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152300,57175,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5130,+,+,-,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,-,152303,57182,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5131,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,-,-,-,-,-,-,152314,57196,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5132,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152315,57197,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5133,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,-,-,+,+,+,+,+,-,-,+,-,-,+,-,+,-,152318,57200,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5134,+,+,+,-,-,-,+,-,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,152320,57202,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5135,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,+,-,-,-,152321,57203,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,152335,57218,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5137,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152345,57228,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5138,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,-,+,-,+,-,-,152351,57236,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5139,+,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152352,57237,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5140,+,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152353,57238,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5141,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,+,+,-,-,-,152354,57239,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5142,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,+,-,-,-,+,152355,57240,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5143,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,+,+,-,-,-,152356,57241,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5144,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,152357,57242,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5145,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,152358,57243,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5146,-,+,-,-,+,+,-,+,-,+,+,+,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,-,+,-,-,-,152359,57244,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5147,-,-,-,-,+,+,+,+,-,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,152360,57245,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5148,+,+,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,+,-,+,-,+,-,152368,57253,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5149,+,+,-,-,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,-,+,-,+,-,152369,57254,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5150,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,+,-,-,-,152371,57260,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,152372,57261,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,152373,57267,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5153,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152374,57268,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5154,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,-,152379,57273,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5155,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,-,152380,57274,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,152382,57276,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,152383,57277,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5158,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152385,57287,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5159,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152388,57292,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5160,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152391,57295,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5161,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,152394,57300,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5162,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,152401,57307,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5163,-,-,-,+,-,+,+,+,-,-,-,-,+,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152414,57320,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5164,+,+,-,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,+,+,-,-,+,+,-,+,-,+,-,152416,57322,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5165,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,+,+,-,-,-,152422,57328,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5166,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,152426,57333,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5167,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152437,57344,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5168,+,+,-,-,-,+,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,-,152440,57348,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5169,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,152448,57357,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5170,-,+,-,-,+,-,+,+,+,+,+,-,+,-,+,-,+,+,-,+,-,+,-,-,-,+,+,+,+,+,-,-,152449,57358,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5171,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152463,57375,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5172,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,152468,57380,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152472,57387,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
