ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
6523,+,+,-,-,+,-,+,+,-,+/-,+,+/-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,130945,22237,1,2014-03-26 00:00:00,2016-02-05 15:47:31,550.0,2019-11-20 06:22:52
6522,+,+,+/-,-,+,-,+,+,-,+,+,+/-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,130945,22237,1,2014-03-27 00:00:00,2016-02-05 15:47:31,549.0,2019-11-20 06:22:52
6521,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,-,+,-,+,+,+,+,+,-,-,+,+,-,+,+,+,-,130944,22236,1,2014-03-26 00:00:00,2016-02-05 15:47:31,548.0,2019-11-20 06:22:52
6520,+,+,+/-,-,+,-,+,+,-,+,+,+,+,+,-,-,+,-,+,+,+,+,+,-,-,+,+/-,-,+,+,+,-,130944,22236,1,2014-03-27 00:00:00,2016-02-05 15:47:31,547.0,2019-11-20 06:22:52
6519,-,+,-,-,-,-,-,+,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,14709,16286,1,2009-03-17 00:00:00,2016-02-05 15:47:31,546.0,2019-11-20 06:22:52
6518,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,+,+,-,-,-,7777,9055,1,2008-04-22 00:00:00,2016-02-05 15:47:31,545.0,2019-11-20 06:22:52
6517,+,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,14704,9039,1,2007-10-29 00:00:00,2016-02-05 15:47:31,544.0,2019-11-20 06:22:52
6516,+,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,+/-,-,-,+,-,-,-,-,-,-,14704,9039,1,2011-11-08 00:00:00,2016-02-05 15:47:31,543.0,2019-11-20 06:22:52
6515,+,+,-,-,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,14704,9039,1,2015-01-23 00:00:00,2016-02-05 15:47:31,542.0,2019-11-20 06:22:52
6514,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14687,9007,1,2012-01-16 00:00:00,2016-02-05 15:47:31,541.0,2019-11-20 06:22:52
6513,+,+,-,-,-,-,+,+,-,+/-,+,-,-,-,-,+,+,+,-,+/-,+,-,-,-,-,+,-,-,+,-,-,-,14686,9006,1,1859-11-24 00:00:00,2016-02-05 15:47:31,540.0,2019-11-20 06:22:52
6512,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,18121,8922,1,2006-07-11 00:00:00,2016-02-05 15:47:31,539.0,2019-11-20 06:22:52
6511,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,18121,8922,1,2006-08-02 00:00:00,2016-02-05 15:47:31,538.0,2019-11-20 06:22:52
6510,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,14702,8850,1,2006-07-24 00:00:00,2016-02-05 15:47:31,537.0,2019-11-20 06:22:52
6509,+,+/-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,14702,8850,1,2007-01-24 00:00:00,2016-02-05 15:47:31,536.0,2019-11-20 06:22:52
6508,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,+,-,+/-,-,14702,8850,1,2009-04-24 00:00:00,2016-02-05 15:47:31,535.0,2019-11-20 06:22:52
6507,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,14702,8850,1,2013-05-15 00:00:00,2016-02-05 15:47:31,534.0,2019-11-20 06:22:52
6506,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,14702,8850,1,2014-09-26 00:00:00,2016-02-05 15:47:31,533.0,2019-11-20 06:22:52
6505,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,14702,8850,1,2015-10-02 00:00:00,2016-02-05 15:47:31,532.0,2019-11-20 06:22:52
6504,+,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14693,8822,1,2009-06-12 00:00:00,2016-02-05 15:47:31,531.0,2019-11-20 06:22:52
6503,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,14707,8815,1,2006-01-20 00:00:00,2016-02-05 15:47:31,530.0,2019-11-20 06:22:52
6502,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,14707,8815,1,2011-07-20 00:00:00,2016-02-05 15:47:31,529.0,2019-11-20 06:22:52
6501,+,+,-,-,-,-,-,+,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,14685,8637,1,2012-01-16 00:00:00,2016-02-05 15:47:31,528.0,2019-11-20 06:22:52
6500,+,+,+/-,-,-,-,+,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,14701,8661,1,2012-05-23 00:00:00,2016-02-05 15:47:31,527.0,2019-11-20 06:22:52
6499,+,+,-,-,-,+/-,-,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+/-,-,14699,8605,1,2006-06-06 00:00:00,2016-02-05 15:47:31,526.0,2019-11-20 06:22:52
6498,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,14691,8499,1,1994-11-22 00:00:00,2016-02-05 15:47:31,525.0,2019-11-20 06:22:52
6497,-,+,+/-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14691,8499,1,2006-05-09 00:00:00,2016-02-05 15:47:31,524.0,2019-11-20 06:22:52
6496,-,+,+,-,-,+/-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14691,8499,1,2007-09-03 00:00:00,2016-02-05 15:47:31,523.0,2019-11-20 06:22:52
6495,-,+/-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,14691,8499,1,2012-03-11 00:00:00,2016-02-05 15:47:31,522.0,2019-11-20 06:22:52
6494,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,14684,8494,1,2011-06-24 00:00:00,2016-02-05 15:47:31,521.0,2019-11-20 06:22:52
6493,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5252,7508,1,1859-11-24 00:00:00,2016-02-05 15:47:31,520.0,2019-11-20 06:22:52
6492,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,5252,7508,1,2010-12-17 00:00:00,2016-02-05 15:47:31,519.0,2019-11-20 06:22:52
6491,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,2250,7051,1,2005-09-12 00:00:00,2016-02-05 15:47:31,518.0,2019-11-20 06:22:52
6490,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,6830,1,2005-05-17 00:00:00,2016-02-05 15:47:31,517.0,2019-11-20 06:22:52
6489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,,-,-,-,-,226,6123,1,2009-11-15 00:00:00,2016-02-05 15:47:31,516.0,2019-11-20 06:22:52
6488,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,230,6062,1,2014-10-07 00:00:00,2016-02-05 15:47:31,515.0,2019-11-20 06:22:52
6487,-,-,-,-,+,-,+,-,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,145,5990,1,2010-01-15 00:00:00,2016-02-05 15:47:31,514.0,2019-11-20 06:22:52
6486,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,202,5060,1,2014-03-26 00:00:00,2016-02-05 15:47:31,513.0,2019-11-20 06:22:52
6485,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,2268,4876,1,2011-02-02 00:00:00,2016-02-05 15:47:31,512.0,2019-11-20 06:22:52
6484,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+/-,+,-,-,-,+/-,-,-,219,3744,1,2006-02-06 00:00:00,2016-02-05 15:47:31,511.0,2019-11-20 06:22:52
6483,-,-,-,+,-,-,+/-,+/-,+/-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,223,3153,1,1859-11-24 00:00:00,2016-02-05 15:47:31,510.0,2019-11-20 06:22:52
6482,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+/-,-,-,-,-,-,+,-,-,+,-,-,-,14683,2816,1,1859-11-24 00:00:00,2016-02-05 15:47:31,509.0,2019-11-20 06:22:52
6481,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,14683,2816,1,2015-09-22 00:00:00,2016-02-05 15:47:31,508.0,2019-11-20 06:22:52
6480,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+/-,-,-,-,-,-,-,-,-,-,1757,1884,1,2005-08-22 00:00:00,2016-02-05 15:47:31,507.0,2019-11-20 06:22:52
6479,+,+,+,+,-,+,+,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,14725,9037,1,2016-01-18 00:00:00,2016-01-17 23:00:00,506.0,2019-11-20 06:22:52
6478,-,+,-,-,-,+/-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,+,-,-,-,133152,64135,1,2013-07-04 00:00:00,2016-01-18 08:02:53,504.0,2019-11-20 06:22:52
6477,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,140052,42659,1,2012-11-21 00:00:00,2016-01-18 08:02:53,501.0,2019-11-20 06:22:52
6476,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,+/-,-,-,-,139779,42388,1,2008-11-26 00:00:00,2016-01-18 08:02:53,495.0,2019-11-20 06:22:52
6475,+,+,+/-,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,130946,22238,1,2015-03-11 00:00:00,2016-01-18 08:02:53,493.0,2019-11-20 06:22:52
6474,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+/-,-,-,-,-,-,+,-,-,-,139780,42389,1,2015-09-30 00:00:00,2016-01-18 08:02:53,492.0,2019-11-20 06:22:52
6473,+,+,+,-,+/-,-,-,-,-,+,+,+,+,-,-,-,-,+,+/-,-,+/-,-,-,-,-,+,-,-,+,-,-,-,140138,42745,1,2015-03-10 00:00:00,2016-01-18 08:02:53,487.0,2019-11-20 06:22:52
6472,+,+,+,-,+,-,-,+,-,+,+,-,+,-,-,-,+,+,+/-,+,+,+,-,-,-,+,-,-,+,-,-,-,140137,42744,1,2015-02-02 00:00:00,2016-01-18 08:02:53,485.0,2019-11-20 06:22:52
6471,-,-,+,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,+,132402,24191,1,2013-12-13 00:00:00,2016-01-18 08:02:53,483.0,2019-11-20 06:22:52
6470,-,-,+/-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,132258,24047,1,2013-12-17 00:00:00,2016-01-18 08:02:53,481.0,2019-11-20 06:22:52
6469,-,-,+,-,-,+,+/-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,132257,24046,1,2013-12-17 00:00:00,2016-01-18 08:02:53,480.0,2019-11-20 06:22:52
6468,-,+,+,-,+,+/-,-,+,+,+,+,+,+,-,-,+,+,-,+/-,-,+,+,-,-,-,+,+,+,+,+,+,-,130321,21892,1,2015-03-25 00:00:00,2016-01-18 08:02:53,479.0,2019-11-20 06:22:52
6467,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,130159,21487,1,2014-02-25 00:00:00,2016-01-18 08:02:53,478.0,2019-11-20 06:22:52
6466,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,131364,22591,1,2014-08-20 00:00:00,2016-01-18 08:02:53,477.0,2019-11-20 06:22:52
6465,+,+,+,-,+,+,-,-,-,+/-,+,+,+,-,-,+,+,+,+/-,+,-,+,-,+,+,+,-,-,-,-,+,-,130711,21944,1,2015-08-26 00:00:00,2016-01-18 08:02:53,476.0,2019-11-20 06:22:52
6464,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,+,+,+,+,+,-,+,-,+,+,+,-,-,-,-,+,-,130711,21944,1,2014-07-28 00:00:00,2016-01-18 08:02:53,475.0,2019-11-20 06:22:52
6463,-,+,+,-,-,-,+/-,-,-,+/-,+,-,-,+,-,+,-,-,+,-,+,+,-,-,-,+,-,-,+,-,-,-,24004,20958,1,2014-07-30 00:00:00,2016-01-18 08:02:53,474.0,2019-11-20 06:22:52
6462,+,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,-,+,+,+,+/-,-,+/-,+/-,-,-,24602,21032,1,2014-05-21 00:00:00,2016-01-18 08:02:53,473.0,2019-11-20 06:22:52
6461,+,+,+,+,+,-,-,-,-,+,+,+,+,-,-,+,-,+,+,-,+,+,-,+,+,+,-,-,+,-,+,-,24604,21034,1,2014-02-05 00:00:00,2016-01-18 08:02:53,472.0,2019-11-20 06:22:52
6460,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+/-,-,-,-,24603,21033,1,2014-02-05 00:00:00,2016-01-18 08:02:53,471.0,2019-11-20 06:22:52
6459,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,+,-,-,-,-,-,-,24300,20928,1,2014-01-22 00:00:00,2016-01-18 08:02:53,470.0,2019-11-20 06:22:52
6458,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,24299,20927,1,2014-01-22 00:00:00,2016-01-18 08:02:53,469.0,2019-11-20 06:22:52
6457,-,-,-,-,-,+,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,131309,22536,1,2013-12-13 00:00:00,2016-01-18 08:02:53,468.0,2019-11-20 06:22:52
6456,+,+,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+,+/-,+,+,+,+,-,-,-,+,+,-,+,-,-,-,24003,20957,1,2013-10-11 00:00:00,2016-01-18 08:02:53,467.0,2019-11-20 06:22:52
6455,-,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,130709,21942,1,2013-09-18 00:00:00,2016-01-18 08:02:53,466.0,2019-11-20 06:22:52
6454,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,+,-,+,+,-,-,+,-,-,-,130708,21941,1,2013-07-04 00:00:00,2016-01-18 08:02:53,465.0,2019-11-20 06:22:52
6625,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,139686,42297,1,2019-03-19 00:00:00,2019-03-20 14:45:04,662.0,2019-11-20 06:22:52
6453,-,+,-,-,+/-,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,130710,21943,1,2013-07-09 00:00:00,2016-01-18 08:02:53,464.0,2019-11-20 06:22:52
6452,-,-,+,-,+/-,+/-,-,-,-,+,-,-,+,-,-,-,-,+,+/-,-,+/-,+,-,-,+,+,-,-,-,-,-,-,24611,21041,1,2013-04-18 00:00:00,2016-01-18 08:02:53,463.0,2019-11-20 06:22:52
6451,-,-,+,-,+,+,-,-,-,+,-,-,+,-,-,-,-,+,+/-,-,+/-,+,-,-,+,+,-,-,-,-,-,-,24610,21040,1,2013-04-18 00:00:00,2016-01-18 08:02:53,462.0,2019-11-20 06:22:52
6450,+,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,+,-,+,+,-,-,+,+,+/-,-,-,-,-,-,24610,21040,1,2015-08-19 00:00:00,2016-01-18 08:02:53,461.0,2019-11-20 06:22:52
6449,+,+/-,+,-,+,-,-,-,-,+,-,+,+,-,-,+/-,-,+,-,-,-,+,-,-,+,+,+/-,-,-,+,-,-,24609,21039,1,2013-03-01 00:00:00,2016-01-18 08:02:53,460.0,2019-11-20 06:22:52
6448,-,-,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+/-,-,-,+,-,-,24609,21039,1,2014-11-04 00:00:00,2016-01-18 08:02:53,459.0,2019-11-20 06:22:52
6447,-,+,-,-,+/-,+,+,-,-,-,+,-,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,-,+,+,5361,18211,1,2012-09-18 00:00:00,2016-01-18 08:02:53,458.0,2019-11-20 06:22:52
6446,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130808,21820,1,2012-08-31 00:00:00,2016-01-18 08:02:53,457.0,2019-11-20 06:22:52
6445,+,+,+,-,-,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,+,-,+,-,23300,19366,1,2015-06-11 00:00:00,2016-01-18 08:02:53,456.0,2019-11-20 06:22:52
6444,+,+,+,-,-,+,+,+,-,+,+,-,+,-,-,-,+,+,+,+,+,+,-,+,+,+,-,-,+,-,+,-,23300,19366,1,2012-06-05 00:00:00,2016-01-18 08:02:53,455.0,2019-11-20 06:22:52
6443,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,-,-,+,+/-,-,-,-,-,-,-,14751,18142,1,2013-02-13 00:00:00,2016-01-18 08:02:53,454.0,2019-11-20 06:22:52
6442,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+/-,+/-,+,+,-,-,+,+,-,-,-,-,-,-,14751,18142,1,2012-05-15 00:00:00,2016-01-18 08:02:53,453.0,2019-11-20 06:22:52
6441,+,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+/-,-,-,-,-,-,-,14762,18141,1,2012-05-09 00:00:00,2016-01-18 08:02:53,452.0,2019-11-20 06:22:52
6440,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,14761,18140,1,2012-05-09 00:00:00,2016-01-18 08:02:53,451.0,2019-11-20 06:22:52
6439,+,-,-,+,-,+,-,-,-,+,+,-,+,-,-,+/-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,14760,18135,1,2012-05-02 00:00:00,2016-01-18 08:02:53,450.0,2019-11-20 06:22:52
6438,+,+,+,-,+,-,+,+,-,+,+,-,-,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+/-,-,5309,18126,1,1859-11-24 00:00:00,2016-01-18 08:02:53,449.0,2019-11-20 06:22:52
6437,+,-,-,-,-,+,-,-,-,+,+,+/-,+,-,-,-,-,+,-,+,-,+,-,-,+,+,-,-,+,-,-,-,14759,18125,1,2012-04-27 00:00:00,2016-01-18 08:02:53,448.0,2019-11-20 06:22:52
6436,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+/-,-,+,-,+,-,5308,18124,1,2012-04-27 00:00:00,2016-01-18 08:02:53,447.0,2019-11-20 06:22:52
6435,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,-,+,-,5307,18121,1,2012-04-24 00:00:00,2016-01-18 08:02:53,446.0,2019-11-20 06:22:52
6434,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,24606,21036,1,2013-08-28 00:00:00,2016-01-18 08:02:53,445.0,2019-11-20 06:22:52
6433,+,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,24606,21036,1,2012-04-03 00:00:00,2016-01-18 08:02:53,444.0,2019-11-20 06:22:52
6432,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,24605,21035,1,2013-08-28 00:00:00,2016-01-18 08:02:53,443.0,2019-11-20 06:22:52
6431,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,24605,21035,1,2012-04-03 00:00:00,2016-01-18 08:02:53,442.0,2019-11-20 06:22:52
6430,+,+,+,-,+,-,+/-,+,-,+,+,+,+,+,-,-,+,-,+,+,+,+,-,-,-,+,+,+,+,+/-,+,-,5277,14778,1,2012-04-03 00:00:00,2016-01-18 08:02:53,441.0,2019-11-20 06:22:52
6429,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+/-,-,-,+,+,-,+/-,-,+,-,5306,18091,1,2012-03-06 00:00:00,2016-01-18 08:02:53,437.0,2019-11-20 06:22:52
6428,+,+,+,-,+,-,+,+,-,+,+,+,+,-,-,+,+,-,+,+,+/-,+,+/-,-,-,+,+,-,-,-,+,-,5305,18090,1,2012-03-06 00:00:00,2016-01-18 08:02:53,436.0,2019-11-20 06:22:52
6427,+,+,-,-,+,-,+,+,-,+,+,+,+/-,+/-,-,-,+,-,+,+,+,+,+/-,-,-,+,+,-,-,-,+/-,-,5304,18089,1,2012-03-06 00:00:00,2016-01-18 08:02:53,435.0,2019-11-20 06:22:52
6426,-,+,-,-,+,-,-,+,+,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,-,+,+,-,-,+,-,-,24005,20959,1,2011-12-13 00:00:00,2016-01-18 08:02:53,434.0,2019-11-20 06:22:52
6425,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,5302,18026,1,2011-12-07 00:00:00,2016-01-18 08:02:53,433.0,2019-11-20 06:22:52
6424,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,5303,18027,1,2015-01-07 00:00:00,2016-01-18 08:02:53,432.0,2019-11-20 06:22:52
6423,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,5303,18027,1,2014-12-03 00:00:00,2016-01-18 08:02:53,431.0,2019-11-20 06:22:52
6422,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,-,+,-,+,-,+/-,+,+,-,-,+,-,-,-,-,+/-,-,5303,18027,1,2011-12-07 00:00:00,2016-01-18 08:02:53,430.0,2019-11-20 06:22:52
6421,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,23299,19227,1,2011-11-15 00:00:00,2016-01-18 08:02:53,429.0,2019-11-20 06:22:52
6420,-,+,-,-,-,-,+,+,+,+,+,+,+,+/-,+/-,+/-,+,+,-,-,-,-,-,+/-,+,+,+,+,+,+,-,-,24607,21037,1,2011-09-26 00:00:00,2016-01-18 08:02:53,428.0,2019-11-20 06:22:52
6419,-,+,-,-,+,+/-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,24608,21038,1,2011-09-09 00:00:00,2016-01-18 08:02:53,427.0,2019-11-20 06:22:52
6418,+,+,+,-,-,+,+,+,+,+,+,-,+,-,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,5294,17801,1,2011-06-22 00:00:00,2016-01-18 08:02:53,426.0,2019-11-20 06:22:52
6417,+,+,+,-,-,+,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,-,+,+,+,-,5294,17801,1,2011-06-23 00:00:00,2016-01-18 08:02:53,425.0,2019-11-20 06:22:52
6416,-,-,+,-,+/-,+,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,14849,17790,1,2011-06-09 00:00:00,2016-01-18 08:02:53,424.0,2019-11-20 06:22:52
6415,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,-,-,+,-,+,+,-,-,+,+,-,+,+,+,-,5314,17785,1,2011-06-28 00:00:00,2016-01-18 08:02:53,423.0,2019-11-20 06:22:52
6414,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,24612,21042,1,2011-05-06 00:00:00,2016-01-18 08:02:53,422.0,2019-11-20 06:22:52
6413,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,11745,17548,1,2011-01-06 00:00:00,2016-01-18 08:02:53,421.0,2019-11-20 06:22:52
6412,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+/-,+/-,-,-,+/-,-,-,-,14750,17316,1,2010-10-28 00:00:00,2016-01-18 08:02:53,420.0,2019-11-20 06:22:52
6411,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,14750,17316,1,2012-08-21 00:00:00,2016-01-18 08:02:53,419.0,2019-11-20 06:22:52
